subject_id,scenario_label,stimulus_index,action_condition,effort_condition,intimacy_condition,stage,response
f73b0cbb-bc55-5727-a7b7-c1df8261c504,drinks,14,high_risk_share,low,max_intimate,prior,0.82
f73b0cbb-bc55-5727-a7b7-c1df8261c504,drinks,14,high_risk_share,low,max_intimate,posterior,0.9
f73b0cbb-bc55-5727-a7b7-c1df8261c504,oysters,15,low_risk_share,low,somewhat_intimate,prior,0.89
f73b0cbb-bc55-5727-a7b7-c1df8261c504,oysters,15,low_risk_share,low,somewhat_intimate,posterior,0.92
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,takeout,0,high_risk_share,low,somewhat_formal,prior,0.8
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,takeout,0,high_risk_share,low,somewhat_formal,posterior,0.91
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,cooking,1,high_risk_share,high,max_formal,prior,1.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,cooking,1,high_risk_share,high,max_formal,posterior,1.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,wedding,2,high_risk_share,high,somewhat_intimate,prior,0.67
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,wedding,2,high_risk_share,high,somewhat_intimate,posterior,1.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,soup,3,no_share,low,max_intimate,prior,0.86
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,soup,3,no_share,low,max_intimate,posterior,0.14
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,fair,4,high_risk_share,low,max_intimate,prior,0.77
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,fair,4,high_risk_share,low,max_intimate,posterior,1.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,hike,5,no_share,high,somewhat_formal,prior,0.63
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,hike,5,no_share,high,somewhat_formal,posterior,0.39
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,oysters,6,low_risk_share,high,somewhat_intimate,prior,0.78
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,oysters,6,low_risk_share,high,somewhat_intimate,posterior,0.82
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,birthday,7,low_risk_share,low,max_intimate,prior,0.62
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,birthday,7,low_risk_share,low,max_intimate,posterior,0.62
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,drinks,8,high_risk_share,low,max_formal,prior,0.74
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,drinks,8,high_risk_share,low,max_formal,posterior,0.81
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,apples,9,no_share,high,max_formal,prior,0.94
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,apples,9,no_share,high,max_formal,posterior,0.36
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,gala,10,low_risk_share,low,somewhat_intimate,prior,0.74
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,gala,10,low_risk_share,low,somewhat_intimate,posterior,1.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,basketball,11,low_risk_share,high,max_formal,prior,0.28
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,basketball,11,low_risk_share,high,max_formal,posterior,0.76
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,social,12,no_share,low,somewhat_formal,prior,0.59
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,social,12,no_share,low,somewhat_formal,posterior,0.0
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,dip,13,low_risk_share,low,somewhat_formal,prior,0.78
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,dip,13,low_risk_share,low,somewhat_formal,posterior,0.74
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,driving,14,no_share,high,somewhat_intimate,prior,0.93
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,driving,14,no_share,high,somewhat_intimate,posterior,0.29
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,brunch,15,high_risk_share,high,max_intimate,prior,0.27
ed8a0ab1-f93c-5730-bbaa-eed74cc699cf,brunch,15,high_risk_share,high,max_intimate,posterior,0.79
898528c4-2382-51dc-9515-4a7fd45bcfb4,dip,0,high_risk_share,high,somewhat_intimate,prior,0.73
898528c4-2382-51dc-9515-4a7fd45bcfb4,dip,0,high_risk_share,high,somewhat_intimate,posterior,0.93
898528c4-2382-51dc-9515-4a7fd45bcfb4,birthday,1,low_risk_share,low,somewhat_formal,prior,0.44
898528c4-2382-51dc-9515-4a7fd45bcfb4,birthday,1,low_risk_share,low,somewhat_formal,posterior,0.61
898528c4-2382-51dc-9515-4a7fd45bcfb4,social,2,no_share,low,somewhat_intimate,prior,0.34
898528c4-2382-51dc-9515-4a7fd45bcfb4,social,2,no_share,low,somewhat_intimate,posterior,0.45
898528c4-2382-51dc-9515-4a7fd45bcfb4,cooking,3,low_risk_share,low,max_formal,prior,0.78
898528c4-2382-51dc-9515-4a7fd45bcfb4,cooking,3,low_risk_share,low,max_formal,posterior,0.79
898528c4-2382-51dc-9515-4a7fd45bcfb4,oysters,4,low_risk_share,low,max_intimate,prior,1.0
898528c4-2382-51dc-9515-4a7fd45bcfb4,oysters,4,low_risk_share,low,max_intimate,posterior,0.43
898528c4-2382-51dc-9515-4a7fd45bcfb4,brunch,5,no_share,low,max_intimate,prior,0.5
898528c4-2382-51dc-9515-4a7fd45bcfb4,brunch,5,no_share,low,max_intimate,posterior,0.87
898528c4-2382-51dc-9515-4a7fd45bcfb4,fair,6,high_risk_share,high,somewhat_formal,prior,0.34
898528c4-2382-51dc-9515-4a7fd45bcfb4,fair,6,high_risk_share,high,somewhat_formal,posterior,0.0
898528c4-2382-51dc-9515-4a7fd45bcfb4,drinks,7,no_share,low,max_formal,prior,0.11
898528c4-2382-51dc-9515-4a7fd45bcfb4,drinks,7,no_share,low,max_formal,posterior,0.68
898528c4-2382-51dc-9515-4a7fd45bcfb4,gala,8,low_risk_share,high,max_intimate,prior,0.59
898528c4-2382-51dc-9515-4a7fd45bcfb4,gala,8,low_risk_share,high,max_intimate,posterior,0.49
898528c4-2382-51dc-9515-4a7fd45bcfb4,apples,9,no_share,high,max_intimate,prior,0.59
898528c4-2382-51dc-9515-4a7fd45bcfb4,apples,9,no_share,high,max_intimate,posterior,0.24
898528c4-2382-51dc-9515-4a7fd45bcfb4,takeout,10,low_risk_share,high,somewhat_formal,prior,0.64
898528c4-2382-51dc-9515-4a7fd45bcfb4,takeout,10,low_risk_share,high,somewhat_formal,posterior,0.9
898528c4-2382-51dc-9515-4a7fd45bcfb4,basketball,11,no_share,high,max_formal,prior,0.16
898528c4-2382-51dc-9515-4a7fd45bcfb4,basketball,11,no_share,high,max_formal,posterior,0.0
898528c4-2382-51dc-9515-4a7fd45bcfb4,wedding,12,high_risk_share,high,max_formal,prior,0.86
898528c4-2382-51dc-9515-4a7fd45bcfb4,wedding,12,high_risk_share,high,max_formal,posterior,0.91
898528c4-2382-51dc-9515-4a7fd45bcfb4,driving,13,high_risk_share,low,somewhat_intimate,prior,0.1
898528c4-2382-51dc-9515-4a7fd45bcfb4,driving,13,high_risk_share,low,somewhat_intimate,posterior,0.16
898528c4-2382-51dc-9515-4a7fd45bcfb4,soup,14,high_risk_share,low,somewhat_formal,prior,0.49
898528c4-2382-51dc-9515-4a7fd45bcfb4,soup,14,high_risk_share,low,somewhat_formal,posterior,0.66
898528c4-2382-51dc-9515-4a7fd45bcfb4,hike,15,low_risk_share,high,somewhat_intimate,prior,0.3
898528c4-2382-51dc-9515-4a7fd45bcfb4,hike,15,low_risk_share,high,somewhat_intimate,posterior,0.24
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,cooking,0,low_risk_share,low,max_intimate,prior,0.81
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,cooking,0,low_risk_share,low,max_intimate,posterior,0.82
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,oysters,1,low_risk_share,high,somewhat_formal,prior,0.5
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,oysters,1,low_risk_share,high,somewhat_formal,posterior,0.49
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,driving,2,high_risk_share,low,somewhat_intimate,prior,0.49
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,driving,2,high_risk_share,low,somewhat_intimate,posterior,0.44
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,fair,3,low_risk_share,low,somewhat_formal,prior,0.78
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,fair,3,low_risk_share,low,somewhat_formal,posterior,0.73
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,wedding,4,high_risk_share,low,somewhat_formal,prior,0.5
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,wedding,4,high_risk_share,low,somewhat_formal,posterior,0.5
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,birthday,5,high_risk_share,high,max_formal,prior,0.29
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,birthday,5,high_risk_share,high,max_formal,posterior,0.44
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,dip,6,low_risk_share,low,max_formal,prior,0.68
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,dip,6,low_risk_share,low,max_formal,posterior,0.72
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,takeout,7,no_share,low,max_intimate,prior,0.57
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,takeout,7,no_share,low,max_intimate,posterior,0.75
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,gala,8,no_share,low,max_formal,prior,0.31
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,gala,8,no_share,low,max_formal,posterior,0.32
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,social,9,no_share,high,max_formal,prior,0.31
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,social,9,no_share,high,max_formal,posterior,0.25
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,brunch,10,no_share,high,max_intimate,prior,0.5
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,brunch,10,no_share,high,max_intimate,posterior,0.29
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,hike,11,low_risk_share,high,max_intimate,prior,0.61
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,hike,11,low_risk_share,high,max_intimate,posterior,0.61
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,basketball,12,low_risk_share,high,somewhat_intimate,prior,0.77
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,basketball,12,low_risk_share,high,somewhat_intimate,posterior,0.81
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,apples,13,no_share,low,somewhat_intimate,prior,0.88
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,apples,13,no_share,low,somewhat_intimate,posterior,0.54
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,drinks,14,high_risk_share,high,somewhat_intimate,prior,0.5
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,drinks,14,high_risk_share,high,somewhat_intimate,posterior,0.42
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,soup,15,high_risk_share,high,somewhat_formal,prior,0.45
d8d23e9e-af7f-52e9-ab6f-bbe013b83c7b,soup,15,high_risk_share,high,somewhat_formal,posterior,0.4
fa6d7367-1e7b-5bd7-a007-b874f34639bf,hike,0,high_risk_share,low,somewhat_intimate,prior,0.8
fa6d7367-1e7b-5bd7-a007-b874f34639bf,hike,0,high_risk_share,low,somewhat_intimate,posterior,0.92
fa6d7367-1e7b-5bd7-a007-b874f34639bf,brunch,1,high_risk_share,low,somewhat_formal,prior,0.57
fa6d7367-1e7b-5bd7-a007-b874f34639bf,brunch,1,high_risk_share,low,somewhat_formal,posterior,0.73
fa6d7367-1e7b-5bd7-a007-b874f34639bf,fair,2,no_share,high,max_intimate,prior,0.7
fa6d7367-1e7b-5bd7-a007-b874f34639bf,fair,2,no_share,high,max_intimate,posterior,0.55
fa6d7367-1e7b-5bd7-a007-b874f34639bf,social,3,low_risk_share,low,somewhat_formal,prior,0.84
fa6d7367-1e7b-5bd7-a007-b874f34639bf,social,3,low_risk_share,low,somewhat_formal,posterior,0.97
fa6d7367-1e7b-5bd7-a007-b874f34639bf,apples,4,low_risk_share,high,max_intimate,prior,0.56
fa6d7367-1e7b-5bd7-a007-b874f34639bf,apples,4,low_risk_share,high,max_intimate,posterior,0.79
fa6d7367-1e7b-5bd7-a007-b874f34639bf,wedding,5,low_risk_share,high,somewhat_formal,prior,0.78
fa6d7367-1e7b-5bd7-a007-b874f34639bf,wedding,5,low_risk_share,high,somewhat_formal,posterior,0.84
fa6d7367-1e7b-5bd7-a007-b874f34639bf,oysters,6,low_risk_share,low,max_intimate,prior,0.63
fa6d7367-1e7b-5bd7-a007-b874f34639bf,oysters,6,low_risk_share,low,max_intimate,posterior,0.65
fa6d7367-1e7b-5bd7-a007-b874f34639bf,driving,7,low_risk_share,low,max_formal,prior,0.48
fa6d7367-1e7b-5bd7-a007-b874f34639bf,driving,7,low_risk_share,low,max_formal,posterior,0.48
fa6d7367-1e7b-5bd7-a007-b874f34639bf,takeout,8,no_share,high,max_formal,prior,0.55
fa6d7367-1e7b-5bd7-a007-b874f34639bf,takeout,8,no_share,high,max_formal,posterior,0.28
fa6d7367-1e7b-5bd7-a007-b874f34639bf,basketball,9,low_risk_share,high,somewhat_intimate,prior,0.61
fa6d7367-1e7b-5bd7-a007-b874f34639bf,basketball,9,low_risk_share,high,somewhat_intimate,posterior,0.81
fa6d7367-1e7b-5bd7-a007-b874f34639bf,dip,10,high_risk_share,high,somewhat_intimate,prior,0.76
fa6d7367-1e7b-5bd7-a007-b874f34639bf,dip,10,high_risk_share,high,somewhat_intimate,posterior,0.85
fa6d7367-1e7b-5bd7-a007-b874f34639bf,soup,11,high_risk_share,high,max_formal,prior,0.43
fa6d7367-1e7b-5bd7-a007-b874f34639bf,soup,11,high_risk_share,high,max_formal,posterior,0.77
fa6d7367-1e7b-5bd7-a007-b874f34639bf,drinks,12,no_share,low,max_intimate,prior,0.85
fa6d7367-1e7b-5bd7-a007-b874f34639bf,drinks,12,no_share,low,max_intimate,posterior,0.19
fa6d7367-1e7b-5bd7-a007-b874f34639bf,birthday,13,no_share,low,somewhat_intimate,prior,0.58
fa6d7367-1e7b-5bd7-a007-b874f34639bf,birthday,13,no_share,low,somewhat_intimate,posterior,0.14
fa6d7367-1e7b-5bd7-a007-b874f34639bf,gala,14,no_share,low,max_formal,prior,0.56
fa6d7367-1e7b-5bd7-a007-b874f34639bf,gala,14,no_share,low,max_formal,posterior,0.36
fa6d7367-1e7b-5bd7-a007-b874f34639bf,cooking,15,high_risk_share,high,somewhat_formal,prior,0.75
fa6d7367-1e7b-5bd7-a007-b874f34639bf,cooking,15,high_risk_share,high,somewhat_formal,posterior,0.89
97d28982-2972-57f6-96da-ea5484d7e702,hike,0,low_risk_share,high,max_intimate,prior,0.95
97d28982-2972-57f6-96da-ea5484d7e702,hike,0,low_risk_share,high,max_intimate,posterior,0.79
97d28982-2972-57f6-96da-ea5484d7e702,dip,1,high_risk_share,high,somewhat_formal,prior,0.88
97d28982-2972-57f6-96da-ea5484d7e702,dip,1,high_risk_share,high,somewhat_formal,posterior,0.83
97d28982-2972-57f6-96da-ea5484d7e702,cooking,2,low_risk_share,high,max_formal,prior,0.91
97d28982-2972-57f6-96da-ea5484d7e702,cooking,2,low_risk_share,high,max_formal,posterior,0.87
97d28982-2972-57f6-96da-ea5484d7e702,oysters,3,high_risk_share,high,max_intimate,prior,0.73
97d28982-2972-57f6-96da-ea5484d7e702,oysters,3,high_risk_share,high,max_intimate,posterior,0.65
97d28982-2972-57f6-96da-ea5484d7e702,brunch,4,low_risk_share,low,somewhat_intimate,prior,0.83
97d28982-2972-57f6-96da-ea5484d7e702,brunch,4,low_risk_share,low,somewhat_intimate,posterior,0.73
97d28982-2972-57f6-96da-ea5484d7e702,birthday,5,high_risk_share,low,somewhat_intimate,prior,0.75
97d28982-2972-57f6-96da-ea5484d7e702,birthday,5,high_risk_share,low,somewhat_intimate,posterior,0.47
97d28982-2972-57f6-96da-ea5484d7e702,driving,6,low_risk_share,high,somewhat_formal,prior,0.23
97d28982-2972-57f6-96da-ea5484d7e702,driving,6,low_risk_share,high,somewhat_formal,posterior,0.72
97d28982-2972-57f6-96da-ea5484d7e702,fair,7,high_risk_share,low,max_formal,prior,0.52
97d28982-2972-57f6-96da-ea5484d7e702,fair,7,high_risk_share,low,max_formal,posterior,0.72
97d28982-2972-57f6-96da-ea5484d7e702,wedding,8,no_share,low,max_formal,prior,0.25
97d28982-2972-57f6-96da-ea5484d7e702,wedding,8,no_share,low,max_formal,posterior,0.15
97d28982-2972-57f6-96da-ea5484d7e702,gala,9,no_share,high,somewhat_formal,prior,0.02
97d28982-2972-57f6-96da-ea5484d7e702,gala,9,no_share,high,somewhat_formal,posterior,0.01
97d28982-2972-57f6-96da-ea5484d7e702,takeout,10,no_share,high,somewhat_intimate,prior,0.9
97d28982-2972-57f6-96da-ea5484d7e702,takeout,10,no_share,high,somewhat_intimate,posterior,0.0
97d28982-2972-57f6-96da-ea5484d7e702,basketball,11,no_share,low,somewhat_intimate,prior,0.8
97d28982-2972-57f6-96da-ea5484d7e702,basketball,11,no_share,low,somewhat_intimate,posterior,0.01
97d28982-2972-57f6-96da-ea5484d7e702,drinks,12,no_share,low,somewhat_formal,prior,0.85
97d28982-2972-57f6-96da-ea5484d7e702,drinks,12,no_share,low,somewhat_formal,posterior,0.0
97d28982-2972-57f6-96da-ea5484d7e702,apples,13,low_risk_share,low,max_formal,prior,0.69
97d28982-2972-57f6-96da-ea5484d7e702,apples,13,low_risk_share,low,max_formal,posterior,0.74
97d28982-2972-57f6-96da-ea5484d7e702,social,14,no_share,high,max_intimate,prior,0.03
97d28982-2972-57f6-96da-ea5484d7e702,social,14,no_share,high,max_intimate,posterior,0.0
97d28982-2972-57f6-96da-ea5484d7e702,soup,15,high_risk_share,low,max_intimate,prior,0.9
97d28982-2972-57f6-96da-ea5484d7e702,soup,15,high_risk_share,low,max_intimate,posterior,0.9
57341157-cc50-5525-bdf6-ad2b0c194b76,gala,0,high_risk_share,low,somewhat_intimate,prior,0.93
57341157-cc50-5525-bdf6-ad2b0c194b76,gala,0,high_risk_share,low,somewhat_intimate,posterior,0.95
57341157-cc50-5525-bdf6-ad2b0c194b76,social,1,high_risk_share,high,somewhat_formal,prior,0.83
57341157-cc50-5525-bdf6-ad2b0c194b76,social,1,high_risk_share,high,somewhat_formal,posterior,1.0
57341157-cc50-5525-bdf6-ad2b0c194b76,driving,2,no_share,high,max_intimate,prior,0.94
57341157-cc50-5525-bdf6-ad2b0c194b76,driving,2,no_share,high,max_intimate,posterior,0.85
57341157-cc50-5525-bdf6-ad2b0c194b76,birthday,3,high_risk_share,low,somewhat_formal,prior,0.5
57341157-cc50-5525-bdf6-ad2b0c194b76,birthday,3,high_risk_share,low,somewhat_formal,posterior,0.36
57341157-cc50-5525-bdf6-ad2b0c194b76,dip,4,high_risk_share,high,somewhat_intimate,prior,0.89
57341157-cc50-5525-bdf6-ad2b0c194b76,dip,4,high_risk_share,high,somewhat_intimate,posterior,0.93
57341157-cc50-5525-bdf6-ad2b0c194b76,brunch,5,low_risk_share,high,somewhat_intimate,prior,0.36
57341157-cc50-5525-bdf6-ad2b0c194b76,brunch,5,low_risk_share,high,somewhat_intimate,posterior,0.94
57341157-cc50-5525-bdf6-ad2b0c194b76,oysters,6,low_risk_share,low,max_formal,prior,0.99
57341157-cc50-5525-bdf6-ad2b0c194b76,oysters,6,low_risk_share,low,max_formal,posterior,1.0
57341157-cc50-5525-bdf6-ad2b0c194b76,takeout,7,no_share,low,max_intimate,prior,0.79
57341157-cc50-5525-bdf6-ad2b0c194b76,takeout,7,no_share,low,max_intimate,posterior,0.05
57341157-cc50-5525-bdf6-ad2b0c194b76,apples,8,no_share,low,somewhat_intimate,prior,0.76
57341157-cc50-5525-bdf6-ad2b0c194b76,apples,8,no_share,low,somewhat_intimate,posterior,0.27
57341157-cc50-5525-bdf6-ad2b0c194b76,basketball,9,high_risk_share,high,max_formal,prior,0.25
57341157-cc50-5525-bdf6-ad2b0c194b76,basketball,9,high_risk_share,high,max_formal,posterior,0.99
57341157-cc50-5525-bdf6-ad2b0c194b76,soup,10,low_risk_share,low,somewhat_formal,prior,0.37
57341157-cc50-5525-bdf6-ad2b0c194b76,soup,10,low_risk_share,low,somewhat_formal,posterior,1.0
57341157-cc50-5525-bdf6-ad2b0c194b76,wedding,11,no_share,high,max_formal,prior,0.87
57341157-cc50-5525-bdf6-ad2b0c194b76,wedding,11,no_share,high,max_formal,posterior,0.12
57341157-cc50-5525-bdf6-ad2b0c194b76,drinks,12,no_share,low,max_formal,prior,0.96
57341157-cc50-5525-bdf6-ad2b0c194b76,drinks,12,no_share,low,max_formal,posterior,0.05
57341157-cc50-5525-bdf6-ad2b0c194b76,fair,13,low_risk_share,low,max_intimate,prior,0.9
57341157-cc50-5525-bdf6-ad2b0c194b76,fair,13,low_risk_share,low,max_intimate,posterior,0.97
57341157-cc50-5525-bdf6-ad2b0c194b76,cooking,14,low_risk_share,high,somewhat_formal,prior,0.93
57341157-cc50-5525-bdf6-ad2b0c194b76,cooking,14,low_risk_share,high,somewhat_formal,posterior,0.98
57341157-cc50-5525-bdf6-ad2b0c194b76,hike,15,low_risk_share,high,max_intimate,prior,0.92
57341157-cc50-5525-bdf6-ad2b0c194b76,hike,15,low_risk_share,high,max_intimate,posterior,1.0
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,takeout,0,high_risk_share,low,somewhat_intimate,prior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,takeout,0,high_risk_share,low,somewhat_intimate,posterior,0.6
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,basketball,1,no_share,low,somewhat_formal,prior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,basketball,1,no_share,low,somewhat_formal,posterior,0.39
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,wedding,2,low_risk_share,high,max_formal,prior,0.6
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,wedding,2,low_risk_share,high,max_formal,posterior,0.68
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,gala,3,high_risk_share,low,max_formal,prior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,gala,3,high_risk_share,low,max_formal,posterior,0.58
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,social,4,low_risk_share,high,max_intimate,prior,0.59
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,social,4,low_risk_share,high,max_intimate,posterior,0.7
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,driving,5,low_risk_share,high,somewhat_formal,prior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,driving,5,low_risk_share,high,somewhat_formal,posterior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,cooking,6,high_risk_share,low,max_intimate,prior,0.77
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,cooking,6,high_risk_share,low,max_intimate,posterior,0.93
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,fair,7,no_share,high,somewhat_intimate,prior,0.59
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,fair,7,no_share,high,somewhat_intimate,posterior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,oysters,8,no_share,high,somewhat_formal,prior,0.58
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,oysters,8,no_share,high,somewhat_formal,posterior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,brunch,9,high_risk_share,high,max_intimate,prior,0.56
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,brunch,9,high_risk_share,high,max_intimate,posterior,0.65
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,hike,10,low_risk_share,low,somewhat_intimate,prior,0.57
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,hike,10,low_risk_share,low,somewhat_intimate,posterior,0.66
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,dip,11,high_risk_share,high,somewhat_formal,prior,0.57
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,dip,11,high_risk_share,high,somewhat_formal,posterior,0.59
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,birthday,12,low_risk_share,low,max_formal,prior,0.58
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,birthday,12,low_risk_share,low,max_formal,posterior,0.68
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,drinks,13,no_share,low,somewhat_intimate,prior,0.59
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,drinks,13,no_share,low,somewhat_intimate,posterior,0.38
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,soup,14,no_share,high,max_intimate,prior,0.58
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,soup,14,no_share,high,max_intimate,posterior,0.5
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,apples,15,no_share,low,max_formal,prior,0.58
beed2a3c-5301-5c1c-8cf6-4b11d5c641a8,apples,15,no_share,low,max_formal,posterior,0.5
6d576bd8-7db8-58d5-89af-eff697145b1c,takeout,0,high_risk_share,high,somewhat_formal,prior,0.58
6d576bd8-7db8-58d5-89af-eff697145b1c,takeout,0,high_risk_share,high,somewhat_formal,posterior,0.97
6d576bd8-7db8-58d5-89af-eff697145b1c,dip,1,no_share,high,max_formal,prior,0.56
6d576bd8-7db8-58d5-89af-eff697145b1c,dip,1,no_share,high,max_formal,posterior,0.61
6d576bd8-7db8-58d5-89af-eff697145b1c,social,2,low_risk_share,high,somewhat_formal,prior,0.45
6d576bd8-7db8-58d5-89af-eff697145b1c,social,2,low_risk_share,high,somewhat_formal,posterior,1.0
6d576bd8-7db8-58d5-89af-eff697145b1c,fair,3,high_risk_share,high,max_formal,prior,0.67
6d576bd8-7db8-58d5-89af-eff697145b1c,fair,3,high_risk_share,high,max_formal,posterior,0.94
6d576bd8-7db8-58d5-89af-eff697145b1c,birthday,4,low_risk_share,high,max_intimate,prior,0.53
6d576bd8-7db8-58d5-89af-eff697145b1c,birthday,4,low_risk_share,high,max_intimate,posterior,0.57
6d576bd8-7db8-58d5-89af-eff697145b1c,wedding,5,no_share,low,somewhat_intimate,prior,1.0
6d576bd8-7db8-58d5-89af-eff697145b1c,wedding,5,no_share,low,somewhat_intimate,posterior,0.98
6d576bd8-7db8-58d5-89af-eff697145b1c,soup,6,high_risk_share,low,somewhat_formal,prior,0.54
6d576bd8-7db8-58d5-89af-eff697145b1c,soup,6,high_risk_share,low,somewhat_formal,posterior,0.93
6d576bd8-7db8-58d5-89af-eff697145b1c,driving,7,high_risk_share,low,somewhat_intimate,prior,0.54
6d576bd8-7db8-58d5-89af-eff697145b1c,driving,7,high_risk_share,low,somewhat_intimate,posterior,0.91
6d576bd8-7db8-58d5-89af-eff697145b1c,basketball,8,low_risk_share,low,max_formal,prior,0.54
6d576bd8-7db8-58d5-89af-eff697145b1c,basketball,8,low_risk_share,low,max_formal,posterior,0.6
6d576bd8-7db8-58d5-89af-eff697145b1c,cooking,9,low_risk_share,high,somewhat_intimate,prior,0.91
6d576bd8-7db8-58d5-89af-eff697145b1c,cooking,9,low_risk_share,high,somewhat_intimate,posterior,0.95
6d576bd8-7db8-58d5-89af-eff697145b1c,gala,10,high_risk_share,high,somewhat_intimate,prior,0.91
