subject_id,scenario_label,action_condition,effort,stage,intimacy_rating
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,basketball,action_1,high,posterior,59
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,basketball,action_1,high,prior,77
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,birthday,action_1,low,posterior,60
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,birthday,action_1,low,prior,81
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,brunch,action_2,high,posterior,88
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,brunch,action_2,high,prior,87
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,cooking,action_1,low,posterior,100
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,cooking,action_1,low,prior,100
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,dip,action_2,low,posterior,100
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,dip,action_2,low,prior,72
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,drinks,action_1,low,posterior,53
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,drinks,action_1,low,prior,88
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,driving,action_1,high,posterior,26
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,driving,action_1,high,prior,46
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,fair,action_1,high,posterior,68
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,fair,action_1,high,prior,81
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,gala,action_2,high,posterior,87
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,gala,action_2,high,prior,84
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,hike,action_1,low,posterior,77
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,hike,action_1,low,prior,75
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,oysters,action_2,low,posterior,100
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,oysters,action_2,low,prior,73
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,social,action_2,high,posterior,75
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,social,action_2,high,prior,23
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,soup,action_1,high,posterior,41
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,soup,action_1,high,prior,57
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,takeout,action_2,high,posterior,86
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,takeout,action_2,high,prior,25
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,wedding,action_2,low,posterior,81
76ff51ae-8f78-5d8d-93fc-b9cd8592e65a,wedding,action_2,low,prior,41
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,apples,action_1,low,posterior,74
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,apples,action_1,low,prior,75
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,basketball,action_2,high,posterior,100
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,basketball,action_2,high,prior,78
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,birthday,action_1,high,posterior,76
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,birthday,action_1,high,prior,67
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,brunch,action_1,high,posterior,63
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,brunch,action_1,high,prior,72
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,cooking,action_2,low,posterior,100
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,cooking,action_2,low,prior,76
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,dip,action_2,high,posterior,100
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,dip,action_2,high,prior,89
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,drinks,action_2,low,posterior,86
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,drinks,action_2,low,prior,70
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,driving,action_2,high,posterior,92
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,driving,action_2,high,prior,67
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,fair,action_2,low,posterior,96
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,fair,action_2,low,prior,71
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,gala,action_1,low,posterior,39
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,gala,action_1,low,prior,56
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,hike,action_2,low,posterior,100
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,hike,action_2,low,prior,75
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,oysters,action_1,low,posterior,86
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,oysters,action_1,low,prior,75
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,social,action_1,high,posterior,58
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,social,action_1,high,prior,86
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,soup,action_2,high,posterior,91
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,soup,action_2,high,prior,75
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,takeout,action_1,high,posterior,44
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,takeout,action_1,high,prior,65
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,wedding,action_1,low,posterior,77
8849f2ab-c7e4-5c9f-a41d-0ef92c58c579,wedding,action_1,low,prior,65
8e237c01-9820-5001-a201-da4993a32eb3,apples,action_1,low,posterior,41
8e237c01-9820-5001-a201-da4993a32eb3,apples,action_1,low,prior,21
8e237c01-9820-5001-a201-da4993a32eb3,basketball,action_2,high,posterior,84
8e237c01-9820-5001-a201-da4993a32eb3,basketball,action_2,high,prior,62
8e237c01-9820-5001-a201-da4993a32eb3,birthday,action_1,high,posterior,33
8e237c01-9820-5001-a201-da4993a32eb3,birthday,action_1,high,prior,32
8e237c01-9820-5001-a201-da4993a32eb3,brunch,action_1,high,posterior,39
8e237c01-9820-5001-a201-da4993a32eb3,brunch,action_1,high,prior,40
8e237c01-9820-5001-a201-da4993a32eb3,cooking,action_2,low,posterior,79
8e237c01-9820-5001-a201-da4993a32eb3,cooking,action_2,low,prior,37
8e237c01-9820-5001-a201-da4993a32eb3,dip,action_2,high,posterior,69
8e237c01-9820-5001-a201-da4993a32eb3,dip,action_2,high,prior,36
8e237c01-9820-5001-a201-da4993a32eb3,drinks,action_2,low,posterior,96
8e237c01-9820-5001-a201-da4993a32eb3,drinks,action_2,low,prior,66
8e237c01-9820-5001-a201-da4993a32eb3,driving,action_2,low,posterior,71
8e237c01-9820-5001-a201-da4993a32eb3,driving,action_2,low,prior,65
8e237c01-9820-5001-a201-da4993a32eb3,fair,action_2,low,posterior,70
8e237c01-9820-5001-a201-da4993a32eb3,fair,action_2,low,prior,36
8e237c01-9820-5001-a201-da4993a32eb3,gala,action_1,low,posterior,39
8e237c01-9820-5001-a201-da4993a32eb3,gala,action_1,low,prior,75
8e237c01-9820-5001-a201-da4993a32eb3,hike,action_1,high,posterior,30
8e237c01-9820-5001-a201-da4993a32eb3,hike,action_1,high,prior,29
8e237c01-9820-5001-a201-da4993a32eb3,oysters,action_2,high,posterior,97
8e237c01-9820-5001-a201-da4993a32eb3,oysters,action_2,high,prior,89
8e237c01-9820-5001-a201-da4993a32eb3,social,action_1,low,posterior,38
8e237c01-9820-5001-a201-da4993a32eb3,social,action_1,low,prior,35
8e237c01-9820-5001-a201-da4993a32eb3,soup,action_2,high,posterior,66
8e237c01-9820-5001-a201-da4993a32eb3,soup,action_2,high,prior,44
8e237c01-9820-5001-a201-da4993a32eb3,takeout,action_1,high,posterior,28
8e237c01-9820-5001-a201-da4993a32eb3,takeout,action_1,high,prior,52
8e237c01-9820-5001-a201-da4993a32eb3,wedding,action_1,low,posterior,36
8e237c01-9820-5001-a201-da4993a32eb3,wedding,action_1,low,prior,36
a85b5d54-1116-5287-b257-e3e36fb3f021,apples,action_1,high,posterior,44
a85b5d54-1116-5287-b257-e3e36fb3f021,apples,action_1,high,prior,69
a85b5d54-1116-5287-b257-e3e36fb3f021,basketball,action_1,low,posterior,67
a85b5d54-1116-5287-b257-e3e36fb3f021,basketball,action_1,low,prior,71
a85b5d54-1116-5287-b257-e3e36fb3f021,birthday,action_2,low,posterior,81
a85b5d54-1116-5287-b257-e3e36fb3f021,birthday,action_2,low,prior,58
a85b5d54-1116-5287-b257-e3e36fb3f021,brunch,action_2,low,posterior,81
a85b5d54-1116-5287-b257-e3e36fb3f021,brunch,action_2,low,prior,60
a85b5d54-1116-5287-b257-e3e36fb3f021,cooking,action_2,high,posterior,78
a85b5d54-1116-5287-b257-e3e36fb3f021,cooking,action_2,high,prior,57
a85b5d54-1116-5287-b257-e3e36fb3f021,dip,action_1,low,posterior,36
a85b5d54-1116-5287-b257-e3e36fb3f021,dip,action_1,low,prior,38
a85b5d54-1116-5287-b257-e3e36fb3f021,drinks,action_2,high,posterior,66
a85b5d54-1116-5287-b257-e3e36fb3f021,drinks,action_2,high,prior,59
a85b5d54-1116-5287-b257-e3e36fb3f021,driving,action_2,high,posterior,80
a85b5d54-1116-5287-b257-e3e36fb3f021,driving,action_2,high,prior,60
a85b5d54-1116-5287-b257-e3e36fb3f021,fair,action_2,high,posterior,75
a85b5d54-1116-5287-b257-e3e36fb3f021,fair,action_2,high,prior,62
a85b5d54-1116-5287-b257-e3e36fb3f021,gala,action_1,high,posterior,46
a85b5d54-1116-5287-b257-e3e36fb3f021,gala,action_1,high,prior,46
a85b5d54-1116-5287-b257-e3e36fb3f021,hike,action_2,low,posterior,92
a85b5d54-1116-5287-b257-e3e36fb3f021,hike,action_2,low,prior,68
a85b5d54-1116-5287-b257-e3e36fb3f021,oysters,action_1,low,posterior,63
a85b5d54-1116-5287-b257-e3e36fb3f021,oysters,action_1,low,prior,66
a85b5d54-1116-5287-b257-e3e36fb3f021,social,action_1,high,posterior,37
a85b5d54-1116-5287-b257-e3e36fb3f021,social,action_1,high,prior,39
a85b5d54-1116-5287-b257-e3e36fb3f021,soup,action_1,low,posterior,67
a85b5d54-1116-5287-b257-e3e36fb3f021,soup,action_1,low,prior,70
a85b5d54-1116-5287-b257-e3e36fb3f021,takeout,action_2,low,posterior,86
a85b5d54-1116-5287-b257-e3e36fb3f021,takeout,action_2,low,prior,65
a85b5d54-1116-5287-b257-e3e36fb3f021,wedding,action_1,high,posterior,39
a85b5d54-1116-5287-b257-e3e36fb3f021,wedding,action_1,high,prior,37
c81f3dcd-d86b-566f-b516-d75fc2f58107,apples,action_1,low,posterior,29
c81f3dcd-d86b-566f-b516-d75fc2f58107,apples,action_1,low,prior,59
c81f3dcd-d86b-566f-b516-d75fc2f58107,basketball,action_2,low,posterior,79
c81f3dcd-d86b-566f-b516-d75fc2f58107,basketball,action_2,low,prior,67
c81f3dcd-d86b-566f-b516-d75fc2f58107,birthday,action_2,high,posterior,65
c81f3dcd-d86b-566f-b516-d75fc2f58107,birthday,action_2,high,prior,46
c81f3dcd-d86b-566f-b516-d75fc2f58107,brunch,action_1,high,posterior,25
c81f3dcd-d86b-566f-b516-d75fc2f58107,brunch,action_1,high,prior,57
c81f3dcd-d86b-566f-b516-d75fc2f58107,cooking,action_2,high,posterior,65
c81f3dcd-d86b-566f-b516-d75fc2f58107,cooking,action_2,high,prior,31
c81f3dcd-d86b-566f-b516-d75fc2f58107,dip,action_1,low,posterior,23
c81f3dcd-d86b-566f-b516-d75fc2f58107,dip,action_1,low,prior,31
c81f3dcd-d86b-566f-b516-d75fc2f58107,drinks,action_1,high,posterior,20
c81f3dcd-d86b-566f-b516-d75fc2f58107,drinks,action_1,high,prior,42
c81f3dcd-d86b-566f-b516-d75fc2f58107,driving,action_2,low,posterior,61
c81f3dcd-d86b-566f-b516-d75fc2f58107,driving,action_2,low,prior,53
c81f3dcd-d86b-566f-b516-d75fc2f58107,fair,action_1,high,posterior,27
c81f3dcd-d86b-566f-b516-d75fc2f58107,fair,action_1,high,prior,59
c81f3dcd-d86b-566f-b516-d75fc2f58107,gala,action_1,high,posterior,40
c81f3dcd-d86b-566f-b516-d75fc2f58107,gala,action_1,high,prior,50
c81f3dcd-d86b-566f-b516-d75fc2f58107,hike,action_2,low,posterior,67
c81f3dcd-d86b-566f-b516-d75fc2f58107,hike,action_2,low,prior,65
c81f3dcd-d86b-566f-b516-d75fc2f58107,oysters,action_2,high,posterior,68
c81f3dcd-d86b-566f-b516-d75fc2f58107,oysters,action_2,high,prior,50
c81f3dcd-d86b-566f-b516-d75fc2f58107,social,action_1,low,posterior,43
c81f3dcd-d86b-566f-b516-d75fc2f58107,social,action_1,low,prior,42
c81f3dcd-d86b-566f-b516-d75fc2f58107,soup,action_2,high,posterior,86
c81f3dcd-d86b-566f-b516-d75fc2f58107,soup,action_2,high,prior,60
c81f3dcd-d86b-566f-b516-d75fc2f58107,takeout,action_1,low,posterior,16
c81f3dcd-d86b-566f-b516-d75fc2f58107,takeout,action_1,low,prior,25
c81f3dcd-d86b-566f-b516-d75fc2f58107,wedding,action_2,low,posterior,62
c81f3dcd-d86b-566f-b516-d75fc2f58107,wedding,action_2,low,prior,54
dd5de63e-19f6-5db2-9532-3231384d8e2d,apples,action_1,low,posterior,18
dd5de63e-19f6-5db2-9532-3231384d8e2d,apples,action_1,low,prior,41
dd5de63e-19f6-5db2-9532-3231384d8e2d,basketball,action_1,high,posterior,14
dd5de63e-19f6-5db2-9532-3231384d8e2d,basketball,action_1,high,prior,34
dd5de63e-19f6-5db2-9532-3231384d8e2d,birthday,action_2,low,posterior,84
dd5de63e-19f6-5db2-9532-3231384d8e2d,birthday,action_2,low,prior,66
dd5de63e-19f6-5db2-9532-3231384d8e2d,brunch,action_1,low,posterior,23
dd5de63e-19f6-5db2-9532-3231384d8e2d,brunch,action_1,low,prior,43
dd5de63e-19f6-5db2-9532-3231384d8e2d,cooking,action_2,high,posterior,76
dd5de63e-19f6-5db2-9532-3231384d8e2d,cooking,action_2,high,prior,61
dd5de63e-19f6-5db2-9532-3231384d8e2d,dip,action_2,high,posterior,34
dd5de63e-19f6-5db2-9532-3231384d8e2d,dip,action_2,high,prior,45
dd5de63e-19f6-5db2-9532-3231384d8e2d,drinks,action_1,low,posterior,16
dd5de63e-19f6-5db2-9532-3231384d8e2d,drinks,action_1,low,prior,70
dd5de63e-19f6-5db2-9532-3231384d8e2d,driving,action_1,high,posterior,50
dd5de63e-19f6-5db2-9532-3231384d8e2d,driving,action_1,high,prior,33
dd5de63e-19f6-5db2-9532-3231384d8e2d,fair,action_1,high,posterior,29
dd5de63e-19f6-5db2-9532-3231384d8e2d,fair,action_1,high,prior,50
dd5de63e-19f6-5db2-9532-3231384d8e2d,gala,action_1,low,posterior,22
dd5de63e-19f6-5db2-9532-3231384d8e2d,gala,action_1,low,prior,30
dd5de63e-19f6-5db2-9532-3231384d8e2d,hike,action_2,low,posterior,61
dd5de63e-19f6-5db2-9532-3231384d8e2d,hike,action_2,low,prior,36
dd5de63e-19f6-5db2-9532-3231384d8e2d,oysters,action_2,low,posterior,92
dd5de63e-19f6-5db2-9532-3231384d8e2d,oysters,action_2,low,prior,44
dd5de63e-19f6-5db2-9532-3231384d8e2d,social,action_2,high,posterior,79
dd5de63e-19f6-5db2-9532-3231384d8e2d,social,action_2,high,prior,40
dd5de63e-19f6-5db2-9532-3231384d8e2d,soup,action_2,low,posterior,77
dd5de63e-19f6-5db2-9532-3231384d8e2d,soup,action_2,low,prior,50
dd5de63e-19f6-5db2-9532-3231384d8e2d,takeout,action_2,high,posterior,65
dd5de63e-19f6-5db2-9532-3231384d8e2d,takeout,action_2,high,prior,45
dd5de63e-19f6-5db2-9532-3231384d8e2d,wedding,action_1,high,posterior,14
dd5de63e-19f6-5db2-9532-3231384d8e2d,wedding,action_1,high,prior,58
df022b59-bfcb-5a2c-9d4c-d73e730841a0,apples,action_1,low,posterior,82
df022b59-bfcb-5a2c-9d4c-d73e730841a0,apples,action_1,low,prior,88
df022b59-bfcb-5a2c-9d4c-d73e730841a0,basketball,action_2,high,posterior,100
df022b59-bfcb-5a2c-9d4c-d73e730841a0,basketball,action_2,high,prior,89
df022b59-bfcb-5a2c-9d4c-d73e730841a0,birthday,action_2,low,posterior,100
df022b59-bfcb-5a2c-9d4c-d73e730841a0,birthday,action_2,low,prior,78
df022b59-bfcb-5a2c-9d4c-d73e730841a0,brunch,action_1,high,posterior,25
df022b59-bfcb-5a2c-9d4c-d73e730841a0,brunch,action_1,high,prior,74
df022b59-bfcb-5a2c-9d4c-d73e730841a0,cooking,action_2,low,posterior,95
df022b59-bfcb-5a2c-9d4c-d73e730841a0,cooking,action_2,low,prior,86
df022b59-bfcb-5a2c-9d4c-d73e730841a0,dip,action_1,low,posterior,62
df022b59-bfcb-5a2c-9d4c-d73e730841a0,dip,action_1,low,prior,64
df022b59-bfcb-5a2c-9d4c-d73e730841a0,drinks,action_2,low,posterior,92
df022b59-bfcb-5a2c-9d4c-d73e730841a0,drinks,action_2,low,prior,90
df022b59-bfcb-5a2c-9d4c-d73e730841a0,driving,action_2,high,posterior,93
df022b59-bfcb-5a2c-9d4c-d73e730841a0,driving,action_2,high,prior,77
df022b59-bfcb-5a2c-9d4c-d73e730841a0,fair,action_2,high,posterior,90
df022b59-bfcb-5a2c-9d4c-d73e730841a0,fair,action_2,high,prior,79
df022b59-bfcb-5a2c-9d4c-d73e730841a0,gala,action_1,high,posterior,63
df022b59-bfcb-5a2c-9d4c-d73e730841a0,gala,action_1,high,prior,78
df022b59-bfcb-5a2c-9d4c-d73e730841a0,hike,action_2,low,posterior,97
df022b59-bfcb-5a2c-9d4c-d73e730841a0,hike,action_2,low,prior,76
df022b59-bfcb-5a2c-9d4c-d73e730841a0,oysters,action_1,low,posterior,55
df022b59-bfcb-5a2c-9d4c-d73e730841a0,oysters,action_1,low,prior,77
df022b59-bfcb-5a2c-9d4c-d73e730841a0,social,action_1,high,posterior,83
df022b59-bfcb-5a2c-9d4c-d73e730841a0,social,action_1,high,prior,85
df022b59-bfcb-5a2c-9d4c-d73e730841a0,soup,action_2,high,posterior,94
df022b59-bfcb-5a2c-9d4c-d73e730841a0,soup,action_2,high,prior,73
df022b59-bfcb-5a2c-9d4c-d73e730841a0,takeout,action_1,high,posterior,75
df022b59-bfcb-5a2c-9d4c-d73e730841a0,takeout,action_1,high,prior,86
df022b59-bfcb-5a2c-9d4c-d73e730841a0,wedding,action_1,low,posterior,24
df022b59-bfcb-5a2c-9d4c-d73e730841a0,wedding,action_1,low,prior,27
e5745996-561c-5eaf-b14a-ba7e4bd48136,apples,action_2,high,posterior,70
e5745996-561c-5eaf-b14a-ba7e4bd48136,apples,action_2,high,prior,58
e5745996-561c-5eaf-b14a-ba7e4bd48136,basketball,action_2,low,posterior,89
e5745996-561c-5eaf-b14a-ba7e4bd48136,basketball,action_2,low,prior,29
e5745996-561c-5eaf-b14a-ba7e4bd48136,birthday,action_1,low,posterior,45
e5745996-561c-5eaf-b14a-ba7e4bd48136,birthday,action_1,low,prior,26
e5745996-561c-5eaf-b14a-ba7e4bd48136,brunch,action_1,low,posterior,23
e5745996-561c-5eaf-b14a-ba7e4bd48136,brunch,action_1,low,prior,35
e5745996-561c-5eaf-b14a-ba7e4bd48136,cooking,action_1,high,posterior,52
e5745996-561c-5eaf-b14a-ba7e4bd48136,cooking,action_1,high,prior,59
e5745996-561c-5eaf-b14a-ba7e4bd48136,dip,action_2,low,posterior,71
e5745996-561c-5eaf-b14a-ba7e4bd48136,dip,action_2,low,prior,60
e5745996-561c-5eaf-b14a-ba7e4bd48136,drinks,action_1,high,posterior,27
e5745996-561c-5eaf-b14a-ba7e4bd48136,drinks,action_1,high,prior,62
e5745996-561c-5eaf-b14a-ba7e4bd48136,driving,action_1,high,posterior,19
e5745996-561c-5eaf-b14a-ba7e4bd48136,driving,action_1,high,prior,41
e5745996-561c-5eaf-b14a-ba7e4bd48136,fair,action_1,high,posterior,42
e5745996-561c-5eaf-b14a-ba7e4bd48136,fair,action_1,high,prior,54
e5745996-561c-5eaf-b14a-ba7e4bd48136,gala,action_2,high,posterior,64
e5745996-561c-5eaf-b14a-ba7e4bd48136,gala,action_2,high,prior,31
e5745996-561c-5eaf-b14a-ba7e4bd48136,hike,action_1,low,posterior,24
e5745996-561c-5eaf-b14a-ba7e4bd48136,hike,action_1,low,prior,36
e5745996-561c-5eaf-b14a-ba7e4bd48136,oysters,action_2,low,posterior,84
e5745996-561c-5eaf-b14a-ba7e4bd48136,oysters,action_2,low,prior,19
e5745996-561c-5eaf-b14a-ba7e4bd48136,social,action_2,high,posterior,69
e5745996-561c-5eaf-b14a-ba7e4bd48136,social,action_2,high,prior,23
e5745996-561c-5eaf-b14a-ba7e4bd48136,soup,action_2,low,posterior,70
e5745996-561c-5eaf-b14a-ba7e4bd48136,soup,action_2,low,prior,26
e5745996-561c-5eaf-b14a-ba7e4bd48136,takeout,action_1,low,posterior,13
e5745996-561c-5eaf-b14a-ba7e4bd48136,takeout,action_1,low,prior,24
e5745996-561c-5eaf-b14a-ba7e4bd48136,wedding,action_2,high,posterior,55
e5745996-561c-5eaf-b14a-ba7e4bd48136,wedding,action_2,high,prior,38
f4697fe0-df28-5c8e-b832-2de8b1af4143,apples,action_2,low,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,apples,action_2,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,basketball,action_1,high,posterior,78
f4697fe0-df28-5c8e-b832-2de8b1af4143,basketball,action_1,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,birthday,action_2,high,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,birthday,action_2,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,brunch,action_2,high,posterior,84
f4697fe0-df28-5c8e-b832-2de8b1af4143,brunch,action_2,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,cooking,action_1,low,posterior,81
f4697fe0-df28-5c8e-b832-2de8b1af4143,cooking,action_1,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,dip,action_1,high,posterior,71
f4697fe0-df28-5c8e-b832-2de8b1af4143,dip,action_1,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,drinks,action_1,low,posterior,63
f4697fe0-df28-5c8e-b832-2de8b1af4143,drinks,action_1,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,driving,action_1,high,posterior,82
f4697fe0-df28-5c8e-b832-2de8b1af4143,driving,action_1,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,fair,action_1,low,posterior,80
f4697fe0-df28-5c8e-b832-2de8b1af4143,fair,action_1,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,gala,action_2,low,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,gala,action_2,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,hike,action_1,low,posterior,87
f4697fe0-df28-5c8e-b832-2de8b1af4143,hike,action_1,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,oysters,action_2,low,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,oysters,action_2,low,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,social,action_2,high,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,social,action_2,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,soup,action_1,high,posterior,84
f4697fe0-df28-5c8e-b832-2de8b1af4143,soup,action_1,high,prior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,takeout,action_2,high,posterior,67
f4697fe0-df28-5c8e-b832-2de8b1af4143,takeout,action_2,high,prior,65
f4697fe0-df28-5c8e-b832-2de8b1af4143,wedding,action_2,low,posterior,100
f4697fe0-df28-5c8e-b832-2de8b1af4143,wedding,action_2,low,prior,100
f4a79782-92b9-5a88-bdfc-c062f9899a2a,apples,action_1,high,posterior,7
f4a79782-92b9-5a88-bdfc-c062f9899a2a,apples,action_1,high,prior,66
f4a79782-92b9-5a88-bdfc-c062f9899a2a,basketball,action_2,low,posterior,87
f4a79782-92b9-5a88-bdfc-c062f9899a2a,basketball,action_2,low,prior,72
f4a79782-92b9-5a88-bdfc-c062f9899a2a,birthday,action_2,high,posterior,53
f4a79782-92b9-5a88-bdfc-c062f9899a2a,birthday,action_2,high,prior,44
f4a79782-92b9-5a88-bdfc-c062f9899a2a,brunch,action_1,high,posterior,11
f4a79782-92b9-5a88-bdfc-c062f9899a2a,brunch,action_1,high,prior,34
f4a79782-92b9-5a88-bdfc-c062f9899a2a,cooking,action_1,low,posterior,11
f4a79782-92b9-5a88-bdfc-c062f9899a2a,cooking,action_1,low,prior,81
f4a79782-92b9-5a88-bdfc-c062f9899a2a,dip,action_1,low,posterior,21
f4a79782-92b9-5a88-bdfc-c062f9899a2a,dip,action_1,low,prior,22
f4a79782-92b9-5a88-bdfc-c062f9899a2a,drinks,action_1,high,posterior,51
f4a79782-92b9-5a88-bdfc-c062f9899a2a,drinks,action_1,high,prior,50
f4a79782-92b9-5a88-bdfc-c062f9899a2a,driving,action_2,low,posterior,50
f4a79782-92b9-5a88-bdfc-c062f9899a2a,driving,action_2,low,prior,46
f4a79782-92b9-5a88-bdfc-c062f9899a2a,fair,action_2,low,posterior,57
f4a79782-92b9-5a88-bdfc-c062f9899a2a,fair,action_2,low,prior,50
f4a79782-92b9-5a88-bdfc-c062f9899a2a,gala,action_1,high,posterior,7
f4a79782-92b9-5a88-bdfc-c062f9899a2a,gala,action_1,high,prior,50
f4a79782-92b9-5a88-bdfc-c062f9899a2a,hike,action_2,high,posterior,46
f4a79782-92b9-5a88-bdfc-c062f9899a2a,hike,action_2,high,prior,44
f4a79782-92b9-5a88-bdfc-c062f9899a2a,oysters,action_2,high,posterior,70
f4a79782-92b9-5a88-bdfc-c062f9899a2a,oysters,action_2,high,prior,47
f4a79782-92b9-5a88-bdfc-c062f9899a2a,social,action_1,low,posterior,10
f4a79782-92b9-5a88-bdfc-c062f9899a2a,social,action_1,low,prior,63
f4a79782-92b9-5a88-bdfc-c062f9899a2a,soup,action_2,high,posterior,46
f4a79782-92b9-5a88-bdfc-c062f9899a2a,soup,action_2,high,prior,45
f4a79782-92b9-5a88-bdfc-c062f9899a2a,takeout,action_1,low,posterior,44
f4a79782-92b9-5a88-bdfc-c062f9899a2a,takeout,action_1,low,prior,21
f4a79782-92b9-5a88-bdfc-c062f9899a2a,wedding,action_2,low,posterior,92
f4a79782-92b9-5a88-bdfc-c062f9899a2a,wedding,action_2,low,prior,37
