scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
birthday,no_share,high,max_formal,1,Lio eats the whole slice and Mitchell does not eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,max_formal,2,Mitchell does not eat any cake and Lio throws away a full slice after not eating it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,max_formal,3,Lio and Mitchell ask for a smaller slice or if the cake can be cut into smaller pieces,0,0.0,0.0,0.0,2.9,0.3,0.4833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,max_formal,4,Lio eats the part of the slice that Mitchell cannot finish,0,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,4.2,0.6,0.7,10,10,10,0,0,0
birthday,no_share,high,neither,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,neither,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,neither,2,Mitchell doesn't eat any cake and Lio eats a whole slice,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,neither,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,max_intimate,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,max_intimate,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,max_intimate,2,Mitchell doesn't eat any cake and Lio eats the whole slice,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,high,max_intimate,3,They ask for a smaller slice or a way to split one,1,0.0,0.0,0.0,2.9,0.3,0.4833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,max_intimate,4,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,max_formal,0,Lio eats the whole slice and Mitchell goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,max_formal,1,Mitchell eats the whole slice and Lio goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,max_formal,2,They leave the slice uneaten and walk away,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,max_intimate,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,max_intimate,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,max_intimate,2,They each get their own slice and eat the whole thing,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,max_intimate,3,They leave the cake untouched and don't eat any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,max_intimate,4,One person eats most of the slice and the other finishes the remaining part,1,5.7,0.9,0.95,1.4,0.1999999999999999,0.2333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,somewhat_intimate,0,each take a full slice and eat alone,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,somewhat_intimate,1,Lio eats a full slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,somewhat_intimate,2,Mitchell eats a full slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,low,somewhat_intimate,3,they decide not to eat the cake at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,max_intimate,0,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,max_intimate,1,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,max_intimate,2,They leave the slice untouched and don't eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,max_intimate,3,They cut the slice into smaller portions and take turns eating from the same plate,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,neither,0,Lio eats the whole slice and Mitchell goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,neither,1,Mitchell eats the whole slice and Lio goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,neither,2,They leave the slice uneaten and walk away,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,neither,3,They ask someone else to join them and split the slice three ways,1,5.4,1.8,0.9,3.9,0.3,0.6499999999999999,4.0,0.0,0.6666666666666666,10,10,10,0,0,0
birthday,high_risk_share,low,max_formal,0,each take a full slice and eat separately,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,max_formal,1,take one slice and use an extra fork and plate to divide it in half to eat separately,0,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,max_formal,2,Lio eats a full slice while Mitchell does not have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,max_formal,3,Mitchell eats a full slice while Lio does not have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,max_formal,4,they ask for a smaller slice or a different serving option,0,0.0,0.0,0.0,2.2,0.3999999999999999,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,somewhat_intimate,0,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,somewhat_intimate,1,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,high,somewhat_intimate,2,They leave the slice uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,somewhat_intimate,3,They cut the slice into smaller portions and take turns eating from the same plate,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,somewhat_intimate,0,each take a full slice and eat it separately,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,somewhat_intimate,1,pick one person to eat the whole slice,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,somewhat_intimate,2,request an extra fork to share the slice but eat from separate plates,1,2.4,1.2,0.3999999999999999,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,somewhat_intimate,3,cut their slice in half and each take half to eat separately,0,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,neither,0,Lio eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,neither,1,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,neither,2,They ask for an extra plate and fork so they can each have half a slice,1,0.0,0.0,0.0,4.45,0.15,0.7416666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,neither,3,One of them eats the slice and the other doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,max_intimate,0,Lio eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,max_intimate,1,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,max_intimate,2,They ask for an extra plate and fork so they can each have half of the slice,1,0.0,0.0,0.0,4.45,0.15,0.7416666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,max_intimate,3,They decide not to eat the cake at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,low,max_intimate,0,each take a full slice and eat it separately,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,max_intimate,1,share a slice but use two separate forks,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,max_intimate,2,Lio eats a full slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,max_intimate,3,Mitchell eats a full slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,neither,0,each take a full slice and eat separately,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,neither,1,Lio eats a full slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,neither,2,Mitchell eats a full slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,low,neither,3,they ask for an extra fork to share the slice,1,3.0,0.0,0.5,1.6,0.1999999999999999,0.2666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,max_formal,0,Lio eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,max_formal,1,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,max_formal,2,They ask for an extra plate and cut the slice in half to eat separately,0,0.0,0.0,0.0,4.45,0.15,0.7416666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,max_formal,3,They leave the slice uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,high,somewhat_intimate,0,Lio eats the whole slice and Mitchell goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,somewhat_intimate,1,Mitchell eats the whole slice and Lio goes without,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,high_risk_share,high,somewhat_intimate,2,They ask for an extra plate and fork so they can each have half of the slice,1,0.0,0.0,0.0,4.45,0.15,0.7416666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,somewhat_intimate,3,They cut the slice in half and eat their halves separately with the single fork,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,neither,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,neither,1,Serina eats the pasta while Liana eats a salad,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,low,neither,2,They order or prepare a different meal that they both eat together,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,neither,3,"Neither of them eats, focusing on the TV show",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,no_share,low,max_formal,0,Liana and Serina share the pasta and salad,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,max_formal,1,They decide to eat in separate rooms,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,low,max_formal,2,Serina eats the pasta and Liana eats a salad together in the living room,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,low,max_formal,3,They put the pasta and salad in the center of the table and serve themselves,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_formal,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_formal,1,serve one person and have them eat alone,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,low,max_formal,2,put the pasta on a large platter and eat from it together,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_formal,3,decide not to eat the pasta,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,no_share,high,somewhat_intimate,0,Wait for the dishwasher cycle to finish to get clean plates and serving spoon for shared pasta,1,3.0,0.0,0.5,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,somewhat_intimate,1,Use paper plates and utensils to share the pasta,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,somewhat_intimate,2,Serina eats the pasta while Liana eats a salad,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,high,max_intimate,0,use paper plates and utensils to serve the pasta,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_intimate,1,wait for the dishwasher cycle to finish to get clean plates and utensils,1,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_intimate,2,"eat in the kitchen, using whatever clean dishes are available",1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_intimate,3,order takeout instead of eating the pasta,0,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,no_share,high,max_intimate,4,Liana eats the pasta in the kitchen while Serina eats her salad in the living room,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,high,neither,0,wait for the dishwasher cycle to finish to get clean plates and utensils to share the pasta,1,3.0,0.0,0.5,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,neither,1,use paper plates or other disposable dishes to share the pasta,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,neither,2,Serina eats the pasta and Liana eats the salad,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,high,neither,3,they order takeout or other food to share instead of eating the pasta and salad,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,no_share,low,somewhat_intimate,0,"Share the pasta, with each taking a portion",1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,somewhat_intimate,1,Order or prepare a second pasta dish so each can eat it separately,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,somewhat_intimate,2,"Eat together, but from separate dishes, one with pasta and one with salad",0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,somewhat_intimate,3,Prepare the pasta and salad together and then serve themselves a mix of both,1,3.0,0.0,0.5,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,max_intimate,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,low,max_intimate,1,Serina eats the pasta while Liana eats a salad,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,low,max_intimate,2,They order or make something else to eat together,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,no_share,low,max_intimate,3,Both Liana and Serina eat the salad,1,0.0,0.0,0.0,0.7,0.4582575694955839,0.1166666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,low,neither,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,neither,1,serve one person entirely before the other,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,low,neither,2,put all the pasta on one plate to share,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,neither,3,decide not to eat together and go to separate rooms,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_formal,0,wait for the dishwasher cycle to finish,1,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_formal,1,use paper plates and disposable utensils,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_formal,2,eat straight from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_formal,3,one person eats while the other waits for clean dishes,0,0.0,0.0,0.0,3.0,0.0,0.5,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,high,max_intimate,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_intimate,1,use dirty plates and spoon from the dishwasher,0,3.0,0.0,0.5,3.7,0.458257569495584,0.6166666666666667,4.2,1.469693845669907,0.7,10,10,10,0,0,0
cooking,low_risk_share,high,max_intimate,2,wait for the dishwasher cycle to finish,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,max_intimate,3,choose a different serving method that doesn't require a clean spoon,0,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_formal,0,Liana and Serina wait for the dishwasher cycle to finish to get clean plates and serving spoon so they can share the pasta together,1,3.0,0.0,0.5,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_formal,1,"Liana eats the pasta and Serina eats the salad, but they switch meals halfway through",0,3.0,0.0,0.5,2.9,0.3,0.4833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,high,max_formal,2,They use dirty or inappropriate items to serve and eat the pasta together,1,6.0,0.0,1.0,3.9,0.3,0.6499999999999999,4.2,1.469693845669907,0.7,10,10,10,0,0,0
cooking,no_share,high,max_formal,3,"Serina joins Liana in eating the pasta, but they have to use utensils and plates that are not clean",1,6.0,0.0,1.0,3.7,0.458257569495584,0.6166666666666667,4.2,1.469693845669907,0.7,10,10,10,0,0,0
cooking,no_share,high,max_formal,4,They order or make alternative meals so they can both eat together in the living room,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_intimate,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_intimate,1,serve one person the entire amount of pasta,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,low,max_intimate,2,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,max_intimate,3,decide not to eat the pasta and watch TV instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_formal,0,use the clean plates and serving spoon to serve individual portions,0,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_formal,1,serve the pasta into two separate bowls,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_formal,2,one person serves the pasta and the other waits to be served,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.3,0.9,0.5499999999999999,10,10,10,0,0,0
cooking,high_risk_share,low,max_formal,3,"eat in the kitchen, with one person serving the other, then switching",0,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,somewhat_intimate,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,somewhat_intimate,1,use dirty plates and wash them by hand,0,3.0,0.0,0.5,3.9,0.3,0.6499999999999999,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,somewhat_intimate,2,wait for the dishwasher cycle to finish,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,somewhat_intimate,3,use one plate and take turns,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,neither,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,neither,1,wait for the dishwasher cycle to finish,0,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,neither,2,use paper plates or alternatives,0,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,high,neither,3,one person eats in the kitchen while the other in the living room,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,low,somewhat_intimate,0,serve the pasta onto one large plate to share,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,somewhat_intimate,1,decide to eat in the kitchen instead of moving to the living room,0,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,low,somewhat_intimate,2,let one person serve and eat alone while the other waits,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,low,somewhat_intimate,3,use a single fork to take turns eating from one plate,1,6.0,0.0,1.0,2.1,0.3,0.35,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_intimate,0,serve the pasta onto individual plates,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_intimate,1,use the serving spoon to serve themselves in turns,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,max_intimate,2,let one person serve the other,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.3,0.9,0.5499999999999999,10,10,10,0,0,0
cooking,high_risk_share,low,max_intimate,3,eat in the kitchen before moving to the living room,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,neither,0,serve the pasta into individual plates,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,neither,1,use the serving spoon to serve pasta onto one plate for one person,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,high_risk_share,low,neither,2,serve the pasta into two plates and eat together from their separate plates,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,neither,3,decide who gets to eat the pasta and let that person eat from the pot alone,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,high_risk_share,low,somewhat_intimate,0,serve the pasta onto individual plates,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,somewhat_intimate,1,use the serving spoon to serve portions onto plates for each person,0,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,somewhat_intimate,2,"eat in the kitchen, but still together",1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,somewhat_intimate,3,one person eats while the other waits and then they switch,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.9,1.374772708486752,0.6499999999999999,10,10,10,0,0,0
