scenario_label,observed_action,desire_condition,effort_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
brunch,no_share,low,low,0,Allison and Dana share the pancakes,1,4.85,1.2257650672131262,0.8083333333333332,1.15,0.22912878474779202,0.19166666666666665,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,low,high,0,Allison and Dana share the pancakes,1,4.85,1.2257650672131262,0.8083333333333332,0.7,0.45825756949558405,0.11666666666666665,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,low,low,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,high,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,low,2,Allison orders a different dessert for herself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,high,2,Allison orders a different dessert for herself,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,low,low,3,"They order the pancakes and Allison eats a small portion, then Dana finishes the rest",1,4.85,1.2257650672131262,0.8083333333333332,1.9400000000000002,0.09165151389911678,0.32333333333333336,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,low,high,3,"They order the pancakes and Allison eats a small portion, then Dana finishes the rest",1,4.85,1.2257650672131262,0.8083333333333332,1.01,0.37,0.16833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,low,low,0,Dana orders the pancakes and eats them alone,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,0,Dana orders the pancakes and eats them alone,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,low,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,low,low,2,Allison and Dana take turns eating the pancakes from a shared plate,1,5.1,1.1357816691600546,0.8499999999999999,2.0599999999999996,0.09165151389911688,0.34333333333333327,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,low,high,2,Allison and Dana take turns eating the pancakes from a shared plate,1,5.1,1.1357816691600546,0.8499999999999999,1.73,0.5967411499134276,0.28833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,0,Allison eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,0,Allison eats the pancakes by herself,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,1,Dana eats the pancakes by herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,1,Dana eats the pancakes by herself,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,low_risk_share,high,low,3,They order the pancakes and take turns eating from the same plate,1,5.1,1.1357816691600546,0.8499999999999999,2.0599999999999996,0.09165151389911688,0.34333333333333327,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low_risk_share,high,high,3,They order the pancakes and take turns eating from the same plate,1,5.1,1.1357816691600546,0.8499999999999999,1.73,0.5967411499134276,0.28833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,0,order two separate stacks of pancakes,0,0.0,0.0,0.0,4.15,0.22912878474779202,0.6916666666666667,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,0,order two separate stacks of pancakes,0,0.0,0.0,0.0,4.220000000000001,0.3944616584663204,0.7033333333333334,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,1,order one stack of pancakes and split it onto two separate plates,1,2.95,0.35,0.4916666666666667,3.0599999999999996,0.09165151389911688,0.5099999999999999,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,1,order one stack of pancakes and split it onto two separate plates,1,2.95,0.35,0.4916666666666667,2.83,0.4583666654546336,0.4716666666666667,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,2,decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,low,3,have one person order and eat a stack of pancakes alone,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,high,high,3,have one person order and eat a stack of pancakes alone,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,low,0,Allison orders the pancakes for herself,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,high,0,Allison orders the pancakes for herself,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,low,1,They order the pancakes to share,1,4.9,1.2,0.8166666666666667,1.35,0.22912878474779202,0.225,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,high,1,They order the pancakes to share,1,4.9,1.2,0.8166666666666667,0.73,0.45398237851264667,0.12166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,low,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,high,2,They decide not to order the pancakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,no_share,high,low,3,Allison and Dana take turns ordering their own separate stacks of pancakes,0,0.0,0.0,0.0,4.8,0.2449489742783178,0.7999999999999999,6.0,0.0,1.0,10,10,10,0,0,0
brunch,no_share,high,high,3,Allison and Dana take turns ordering their own separate stacks of pancakes,0,0.0,0.0,0.0,4.65,0.44999999999999996,0.775,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,low,low,0,Allison lets Dana order and eat the pancakes alone,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,0,Allison lets Dana order and eat the pancakes alone,0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,low,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,1,They decide not to order the pancakes at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
brunch,high_risk_share,low,low,2,Allison and Dana order separate stacks of pancakes,0,0.0,0.0,0.0,4.15,0.22912878474779202,0.6916666666666667,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,2,Allison and Dana order separate stacks of pancakes,0,0.0,0.0,0.0,4.220000000000001,0.3944616584663204,0.7033333333333334,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,low,low,3,They order the pancakes and ask for separate plates to divide them,1,2.3,1.1874342087037917,0.3833333333333333,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high_risk_share,low,high,3,They order the pancakes and ask for separate plates to divide them,1,2.3,1.1874342087037917,0.3833333333333333,3.2800000000000002,0.3789459064299283,0.5466666666666666,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,low,low,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,low,high,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,low,low,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,low,high,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,low,low,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,low,high,2,They share the special cocktail,1,6.0,0.0,1.0,0.55,0.15,0.09166666666666667,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,low,low,0,Noah drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,high,0,Noah drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,low,1,Ria drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,high,1,Ria drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,low,2,They leave the cocktail untouched,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,high,2,They leave the cocktail untouched,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,low,low,3,They ask the bartender to make another serving,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,low,high,3,They ask the bartender to make another serving,1,0.0,0.0,0.0,3.8,1.469693845669907,0.6333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,high,low,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,high,high,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,high,low,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,high,high,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,high,low,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,high,high,2,They share the special cocktail,1,6.0,0.0,1.0,0.55,0.15,0.09166666666666667,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,high,low,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,no_share,high,high,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,low_risk_share,high,low,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,high,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,low,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,high,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,low,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,low_risk_share,high,high,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,low_risk_share,high,low,3,They decide to leave the cocktail untouched and order something else,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,high,3,They decide to leave the cocktail untouched and order something else,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,high,low,4,They ask the bartender to make another one,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,high,high,4,They ask the bartender to make another one,1,0.0,0.0,0.0,3.8,1.469693845669907,0.6333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high_risk_share,low,low,0,Noah drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,high,0,Noah drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,low,1,Ria drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,high,1,Ria drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,low,2,They leave the cocktail untouched,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,high,2,They leave the cocktail untouched,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,low,low,3,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,high_risk_share,low,high,3,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,high_risk_share,high,low,0,Noah drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,high,high,0,Noah drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,high,low,1,Ria drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,high,high,1,Ria drinks the cocktail alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,high,low,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,high_risk_share,high,high,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
drinks,high_risk_share,high,low,3,They ask the bartender to make another serving,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high_risk_share,high,high,3,They ask the bartender to make another serving,1,0.0,0.0,0.0,3.8,1.469693845669907,0.6333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high_risk_share,high,low,4,They decide not to drink the cocktail and order something else instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high_risk_share,high,high,4,They decide not to drink the cocktail and order something else instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,no_share,low,low,0,Haoyu takes bites out of the apple instead of Camille,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,no_share,low,high,0,Haoyu takes bites out of the apple instead of Camille,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,no_share,low,low,1,Camille and Haoyu both take bites out of the apple,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,low,high,1,Camille and Haoyu both take bites out of the apple,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,low,low,2,They put the apple back on the tree and move on to another variety,0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
apples,no_share,low,high,2,They put the apple back on the tree and move on to another variety,0,0.0,0.0,0.0,0.6,0.48989794855663565,0.09999999999999999,0.0,0.0,0.0,10,10,10,0,0,0
apples,no_share,low,low,3,Camille offers the apple to Haoyu and he eats it,0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,no_share,low,high,3,Camille offers the apple to Haoyu and he eats it,0,6.0,0.0,1.0,0.3,0.45825756949558405,0.049999999999999996,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,low,low,0,Camille eats the apple by herself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,low,high,0,Camille eats the apple by herself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,low,low,1,Haoyu eats the apple by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,low,high,1,Haoyu eats the apple by himself,0,0.0,0.0,0.0,0.3,0.45825756949558405,0.049999999999999996,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,low,low,2,They pick another apple and each eat their own,0,0.0,0.0,0.0,0.6,0.2,0.09999999999999999,6.0,0.0,1.0,10,10,10,0,0,0
apples,high_risk_share,low,high,2,They pick another apple and each eat their own,0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
apples,high_risk_share,low,low,3,They leave the apple and move on to another variety,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,high_risk_share,low,high,3,They leave the apple and move on to another variety,0,0.0,0.0,0.0,0.6,0.48989794855663565,0.09999999999999999,0.0,0.0,0.0,10,10,10,0,0,0
apples,high_risk_share,high,low,0,Camille eats the whole apple by herself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,high,high,0,Camille eats the whole apple by herself,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,high,low,1,Haoyu takes the apple from Camille and eats it,0,6.0,0.0,1.0,0.3,0.24494897427831783,0.049999999999999996,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,high,high,1,Haoyu takes the apple from Camille and eats it,0,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
apples,high_risk_share,high,low,2,Each picks their own Jonagold apple to eat,0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,high_risk_share,high,high,2,Each picks their own Jonagold apple to eat,0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
apples,high_risk_share,high,low,3,They put the apple back and look for another variety to taste,0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
apples,high_risk_share,high,high,3,They put the apple back and look for another variety to taste,0,0.0,0.0,0.0,0.6,0.48989794855663565,0.09999999999999999,0.0,0.0,0.0,10,10,10,0,0,0
apples,no_share,high,low,0,Camille and Haoyu take turns biting into the same apple,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,high,high,0,Camille and Haoyu take turns biting into the same apple,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,high,low,1,Camille gives the apple to Haoyu to eat,0,6.0,0.0,1.0,0.3,0.24494897427831783,0.049999999999999996,3.0,0.0,0.5,10,10,10,0,0,0
apples,no_share,high,high,1,Camille gives the apple to Haoyu to eat,0,6.0,0.0,1.0,0.3,0.45825756949558405,0.049999999999999996,3.0,0.0,0.5,10,10,10,0,0,0
apples,no_share,high,low,2,Camille and Haoyu each pick a separate Jonagold apple to taste,1,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,high,high,2,Camille and Haoyu each pick a separate Jonagold apple to taste,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
apples,no_share,high,low,3,They decide not to taste the Jonagold apples at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,no_share,high,high,3,They decide not to taste the Jonagold apples at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,high,low,0,Camille offers Haoyu a bite of her apple,1,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,high,high,0,Camille offers Haoyu a bite of her apple,1,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,high,low,1,Haoyu asks Camille if she can have her apple,0,0.3,0.9000000000000001,0.049999999999999996,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,low_risk_share,high,high,1,Haoyu asks Camille if she can have her apple,0,0.3,0.9000000000000001,0.049999999999999996,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,low_risk_share,high,low,2,They decide not to taste the Jonagold apples at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,high,high,2,They decide not to taste the Jonagold apples at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,high,low,3,Camille and Haoyu cut Camille's apple in half to share,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,high,high,3,Camille and Haoyu cut Camille's apple in half to share,1,6.0,0.0,1.0,2.8,0.39999999999999997,0.4666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,low,low,0,Camille offers Haoyu a bite of her apple,1,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,low,high,0,Camille offers Haoyu a bite of her apple,1,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low_risk_share,low,low,1,They decide to move to a different aisle to try a new variety,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,low,high,1,They decide to move to a different aisle to try a new variety,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,low,low,2,Haoyu asks Camille if she can have her apple,0,0.3,0.9000000000000001,0.049999999999999996,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,low_risk_share,low,high,2,Haoyu asks Camille if she can have her apple,0,0.3,0.9000000000000001,0.049999999999999996,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
apples,low_risk_share,low,low,3,They put the apples back and don't eat any Jonagold,0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
apples,low_risk_share,low,high,3,They put the apples back and don't eat any Jonagold,0,0.0,0.0,0.0,0.6,0.48989794855663565,0.09999999999999999,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,low,low,0,Liana eats the pasta alone,0,0.0,0.0,0.0,0.25,0.25,0.041666666666666664,0.0,0.0,0.0,10,8,10,0,2,0
cooking,high_risk_share,low,high,0,Liana eats the pasta alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,low,low,1,They serve the pasta onto individual plates and eat together,1,1.35,1.36106575888162,0.225,2.1875,0.24206145913796356,0.3645833333333333,6.0,0.0,1.0,10,8,10,0,2,0
cooking,high_risk_share,low,high,1,They serve the pasta onto individual plates and eat together,1,1.35,1.36106575888162,0.225,3.45,0.15,0.575,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,low,low,2,Serina lets Liana have the pasta and they order something else for Serina,0,0.0,0.0,0.0,1.4375,0.582961190818051,0.23958333333333331,3.0,0.0,0.5,10,8,10,0,2,0
cooking,high_risk_share,low,high,2,Serina lets Liana have the pasta and they order something else for Serina,0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,high_risk_share,low,low,3,They put the pasta away for later and order something else to eat together,1,0.0,0.0,0.0,2.625,0.649519052838329,0.4375,0.0,0.0,0.0,10,8,10,0,2,0
cooking,high_risk_share,low,high,3,They put the pasta away for later and order something else to eat together,1,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,low,low,0,Serina lets Liana have the entire pasta to herself,0,0.0,0.0,0.0,0.25,0.25,0.041666666666666664,0.0,0.0,0.0,10,8,10,0,2,0
cooking,low_risk_share,low,high,0,Serina lets Liana have the entire pasta to herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,low,low,1,They decide to put the pasta away for another day and order takeout instead,0,0.0,0.0,0.0,2.625,0.649519052838329,0.4375,0.0,0.0,0.0,10,8,10,0,2,0
cooking,low_risk_share,low,high,1,They decide to put the pasta away for another day and order takeout instead,0,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,low,low,2,Liana and Serina eat the pasta together in the kitchen,1,1.35,1.36106575888162,0.225,1.0625,0.16535945694153692,0.17708333333333331,6.0,0.0,1.0,10,8,10,0,2,0
cooking,low_risk_share,low,high,2,Liana and Serina eat the pasta together in the kitchen,1,1.35,1.36106575888162,0.225,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
