subject_id,scenario_label,stimulus_index,action_condition,desire,effort,stage,intimacy_rating
54a7b987-bc67-5009-96c4-a6d8ba1398f9,dip,5,low_risk_share,low,high,prior,0.91
54a7b987-bc67-5009-96c4-a6d8ba1398f9,drinks,15,no_share,high,low,posterior,0.64
54a7b987-bc67-5009-96c4-a6d8ba1398f9,drinks,15,no_share,high,low,prior,0.65
54a7b987-bc67-5009-96c4-a6d8ba1398f9,driving,8,high_risk_share,low,low,posterior,0.95
54a7b987-bc67-5009-96c4-a6d8ba1398f9,driving,8,high_risk_share,low,low,prior,0.78
54a7b987-bc67-5009-96c4-a6d8ba1398f9,fair,12,no_share,high,low,posterior,0.62
54a7b987-bc67-5009-96c4-a6d8ba1398f9,fair,12,no_share,high,low,prior,0.76
54a7b987-bc67-5009-96c4-a6d8ba1398f9,gala,0,low_risk_share,high,high,posterior,0.72
54a7b987-bc67-5009-96c4-a6d8ba1398f9,gala,0,low_risk_share,high,high,prior,0.68
54a7b987-bc67-5009-96c4-a6d8ba1398f9,hike,14,no_share,low,high,posterior,0.62
54a7b987-bc67-5009-96c4-a6d8ba1398f9,hike,14,no_share,low,high,prior,0.76
54a7b987-bc67-5009-96c4-a6d8ba1398f9,oysters,2,no_share,high,high,posterior,0.57
54a7b987-bc67-5009-96c4-a6d8ba1398f9,oysters,2,no_share,high,high,prior,0.57
54a7b987-bc67-5009-96c4-a6d8ba1398f9,social,10,high_risk_share,low,high,posterior,0.92
54a7b987-bc67-5009-96c4-a6d8ba1398f9,social,10,high_risk_share,low,high,prior,0.52
54a7b987-bc67-5009-96c4-a6d8ba1398f9,soup,11,low_risk_share,high,low,posterior,0.74
54a7b987-bc67-5009-96c4-a6d8ba1398f9,soup,11,low_risk_share,high,low,prior,0.73
54a7b987-bc67-5009-96c4-a6d8ba1398f9,takeout,6,high_risk_share,high,low,posterior,0.77
54a7b987-bc67-5009-96c4-a6d8ba1398f9,takeout,6,high_risk_share,high,low,prior,0.56
54a7b987-bc67-5009-96c4-a6d8ba1398f9,wedding,3,high_risk_share,high,high,posterior,0.86
54a7b987-bc67-5009-96c4-a6d8ba1398f9,wedding,3,high_risk_share,high,high,prior,0.5
55117cdd-314d-53ac-bc9b-dee49f187db9,apples,3,high_risk_share,high,low,posterior,0.7
55117cdd-314d-53ac-bc9b-dee49f187db9,apples,3,high_risk_share,high,low,prior,0.48
55117cdd-314d-53ac-bc9b-dee49f187db9,basketball,2,no_share,low,high,posterior,0.71
55117cdd-314d-53ac-bc9b-dee49f187db9,basketball,2,no_share,low,high,prior,0.59
55117cdd-314d-53ac-bc9b-dee49f187db9,birthday,1,no_share,high,low,posterior,0.49
55117cdd-314d-53ac-bc9b-dee49f187db9,birthday,1,no_share,high,low,prior,0.49
55117cdd-314d-53ac-bc9b-dee49f187db9,brunch,9,high_risk_share,low,low,posterior,0.61
55117cdd-314d-53ac-bc9b-dee49f187db9,brunch,9,high_risk_share,low,low,prior,0.54
55117cdd-314d-53ac-bc9b-dee49f187db9,cooking,6,low_risk_share,low,high,posterior,0.56
55117cdd-314d-53ac-bc9b-dee49f187db9,cooking,6,low_risk_share,low,high,prior,0.56
55117cdd-314d-53ac-bc9b-dee49f187db9,dip,5,high_risk_share,low,high,posterior,0.52
55117cdd-314d-53ac-bc9b-dee49f187db9,dip,5,high_risk_share,low,high,prior,0.51
55117cdd-314d-53ac-bc9b-dee49f187db9,drinks,4,high_risk_share,high,low,posterior,0.9
55117cdd-314d-53ac-bc9b-dee49f187db9,drinks,4,high_risk_share,high,low,prior,0.52
55117cdd-314d-53ac-bc9b-dee49f187db9,driving,0,low_risk_share,low,low,posterior,0.59
55117cdd-314d-53ac-bc9b-dee49f187db9,driving,0,low_risk_share,low,low,prior,0.59
55117cdd-314d-53ac-bc9b-dee49f187db9,fair,12,no_share,high,high,posterior,0.72
55117cdd-314d-53ac-bc9b-dee49f187db9,fair,12,no_share,high,high,prior,0.59
55117cdd-314d-53ac-bc9b-dee49f187db9,gala,11,low_risk_share,high,low,posterior,0.59
55117cdd-314d-53ac-bc9b-dee49f187db9,gala,11,low_risk_share,high,low,prior,0.57
55117cdd-314d-53ac-bc9b-dee49f187db9,hike,14,high_risk_share,low,high,posterior,0.73
55117cdd-314d-53ac-bc9b-dee49f187db9,hike,14,high_risk_share,low,high,prior,0.61
55117cdd-314d-53ac-bc9b-dee49f187db9,oysters,13,low_risk_share,low,high,posterior,0.61
55117cdd-314d-53ac-bc9b-dee49f187db9,oysters,13,low_risk_share,low,high,prior,0.57
55117cdd-314d-53ac-bc9b-dee49f187db9,social,7,low_risk_share,high,high,posterior,0.57
55117cdd-314d-53ac-bc9b-dee49f187db9,social,7,low_risk_share,high,high,prior,0.54
55117cdd-314d-53ac-bc9b-dee49f187db9,soup,15,no_share,low,low,posterior,0.68
55117cdd-314d-53ac-bc9b-dee49f187db9,soup,15,no_share,low,low,prior,0.61
55117cdd-314d-53ac-bc9b-dee49f187db9,takeout,8,no_share,high,low,posterior,0.54
55117cdd-314d-53ac-bc9b-dee49f187db9,takeout,8,no_share,high,low,prior,0.56
55117cdd-314d-53ac-bc9b-dee49f187db9,wedding,10,high_risk_share,high,high,posterior,0.84
55117cdd-314d-53ac-bc9b-dee49f187db9,wedding,10,high_risk_share,high,high,prior,0.61
563a0e95-de47-5f76-af28-27ce90b9c670,apples,2,low_risk_share,high,low,posterior,0.25
563a0e95-de47-5f76-af28-27ce90b9c670,apples,2,low_risk_share,high,low,prior,0.7
563a0e95-de47-5f76-af28-27ce90b9c670,basketball,9,high_risk_share,low,low,posterior,1.0
563a0e95-de47-5f76-af28-27ce90b9c670,basketball,9,high_risk_share,low,low,prior,0.75
563a0e95-de47-5f76-af28-27ce90b9c670,birthday,13,no_share,low,low,posterior,0.08
563a0e95-de47-5f76-af28-27ce90b9c670,birthday,13,no_share,low,low,prior,0.18
563a0e95-de47-5f76-af28-27ce90b9c670,brunch,3,high_risk_share,high,low,posterior,0.89
563a0e95-de47-5f76-af28-27ce90b9c670,brunch,3,high_risk_share,high,low,prior,0.26
563a0e95-de47-5f76-af28-27ce90b9c670,cooking,11,no_share,high,high,posterior,0.5
563a0e95-de47-5f76-af28-27ce90b9c670,cooking,11,no_share,high,high,prior,0.73
563a0e95-de47-5f76-af28-27ce90b9c670,dip,7,low_risk_share,low,high,posterior,0.39
563a0e95-de47-5f76-af28-27ce90b9c670,dip,7,low_risk_share,low,high,prior,0.83
563a0e95-de47-5f76-af28-27ce90b9c670,drinks,4,no_share,high,low,posterior,0.04
563a0e95-de47-5f76-af28-27ce90b9c670,drinks,4,no_share,high,low,prior,0.27
563a0e95-de47-5f76-af28-27ce90b9c670,driving,10,no_share,high,high,posterior,0.5
563a0e95-de47-5f76-af28-27ce90b9c670,driving,10,no_share,high,high,prior,0.66
563a0e95-de47-5f76-af28-27ce90b9c670,fair,12,low_risk_share,low,low,posterior,0.74
563a0e95-de47-5f76-af28-27ce90b9c670,fair,12,low_risk_share,low,low,prior,0.75
563a0e95-de47-5f76-af28-27ce90b9c670,gala,8,low_risk_share,high,high,posterior,0.0
563a0e95-de47-5f76-af28-27ce90b9c670,gala,8,low_risk_share,high,high,prior,0.43
563a0e95-de47-5f76-af28-27ce90b9c670,hike,0,high_risk_share,low,high,posterior,1.0
563a0e95-de47-5f76-af28-27ce90b9c670,hike,0,high_risk_share,low,high,prior,0.67
563a0e95-de47-5f76-af28-27ce90b9c670,oysters,6,high_risk_share,high,high,posterior,1.0
563a0e95-de47-5f76-af28-27ce90b9c670,oysters,6,high_risk_share,high,high,prior,0.83
563a0e95-de47-5f76-af28-27ce90b9c670,social,14,low_risk_share,high,high,posterior,0.89
563a0e95-de47-5f76-af28-27ce90b9c670,social,14,low_risk_share,high,high,prior,0.61
563a0e95-de47-5f76-af28-27ce90b9c670,soup,15,no_share,low,high,posterior,0.57
563a0e95-de47-5f76-af28-27ce90b9c670,soup,15,no_share,low,high,prior,0.78
563a0e95-de47-5f76-af28-27ce90b9c670,takeout,5,no_share,low,low,posterior,0.0
563a0e95-de47-5f76-af28-27ce90b9c670,takeout,5,no_share,low,low,prior,0.0
563a0e95-de47-5f76-af28-27ce90b9c670,wedding,1,high_risk_share,low,low,posterior,0.95
563a0e95-de47-5f76-af28-27ce90b9c670,wedding,1,high_risk_share,low,low,prior,0.18
57956473-6783-5468-bfe6-e24089d4d6aa,apples,1,no_share,high,high,posterior,0.34
57956473-6783-5468-bfe6-e24089d4d6aa,apples,1,no_share,high,high,prior,0.69
57956473-6783-5468-bfe6-e24089d4d6aa,basketball,10,no_share,low,high,posterior,0.74
57956473-6783-5468-bfe6-e24089d4d6aa,basketball,10,no_share,low,high,prior,0.79
57956473-6783-5468-bfe6-e24089d4d6aa,birthday,15,high_risk_share,high,low,posterior,0.79
57956473-6783-5468-bfe6-e24089d4d6aa,birthday,15,high_risk_share,high,low,prior,0.72
57956473-6783-5468-bfe6-e24089d4d6aa,brunch,9,low_risk_share,low,low,posterior,0.58
57956473-6783-5468-bfe6-e24089d4d6aa,brunch,9,low_risk_share,low,low,prior,0.58
57956473-6783-5468-bfe6-e24089d4d6aa,cooking,8,high_risk_share,high,high,posterior,0.81
57956473-6783-5468-bfe6-e24089d4d6aa,cooking,8,high_risk_share,high,high,prior,0.74
57956473-6783-5468-bfe6-e24089d4d6aa,dip,3,low_risk_share,high,high,posterior,0.58
57956473-6783-5468-bfe6-e24089d4d6aa,dip,3,low_risk_share,high,high,prior,0.72
57956473-6783-5468-bfe6-e24089d4d6aa,drinks,5,high_risk_share,low,high,posterior,0.85
57956473-6783-5468-bfe6-e24089d4d6aa,drinks,5,high_risk_share,low,high,prior,0.5
57956473-6783-5468-bfe6-e24089d4d6aa,driving,6,no_share,high,low,posterior,0.47
57956473-6783-5468-bfe6-e24089d4d6aa,driving,6,no_share,high,low,prior,0.81
57956473-6783-5468-bfe6-e24089d4d6aa,fair,13,high_risk_share,low,high,posterior,0.79
57956473-6783-5468-bfe6-e24089d4d6aa,fair,13,high_risk_share,low,high,prior,0.75
57956473-6783-5468-bfe6-e24089d4d6aa,gala,12,high_risk_share,low,low,posterior,0.86
57956473-6783-5468-bfe6-e24089d4d6aa,gala,12,high_risk_share,low,low,prior,0.62
57956473-6783-5468-bfe6-e24089d4d6aa,hike,2,low_risk_share,high,low,posterior,0.61
57956473-6783-5468-bfe6-e24089d4d6aa,hike,2,low_risk_share,high,low,prior,0.65
57956473-6783-5468-bfe6-e24089d4d6aa,oysters,0,low_risk_share,low,high,posterior,0.79
57956473-6783-5468-bfe6-e24089d4d6aa,oysters,0,low_risk_share,low,high,prior,0.73
57956473-6783-5468-bfe6-e24089d4d6aa,social,14,low_risk_share,low,high,posterior,0.76
57956473-6783-5468-bfe6-e24089d4d6aa,social,14,low_risk_share,low,high,prior,0.3
57956473-6783-5468-bfe6-e24089d4d6aa,soup,7,no_share,low,low,posterior,0.63
57956473-6783-5468-bfe6-e24089d4d6aa,soup,7,no_share,low,low,prior,0.71
57956473-6783-5468-bfe6-e24089d4d6aa,takeout,4,no_share,high,low,posterior,0.39
57956473-6783-5468-bfe6-e24089d4d6aa,takeout,4,no_share,high,low,prior,0.42
57956473-6783-5468-bfe6-e24089d4d6aa,wedding,11,high_risk_share,high,low,posterior,0.8
57956473-6783-5468-bfe6-e24089d4d6aa,wedding,11,high_risk_share,high,low,prior,0.47
583db293-7fbc-5ffb-8e75-0581ce7fa828,apples,3,high_risk_share,high,high,posterior,0.17
583db293-7fbc-5ffb-8e75-0581ce7fa828,apples,3,high_risk_share,high,high,prior,0.29
583db293-7fbc-5ffb-8e75-0581ce7fa828,basketball,7,low_risk_share,low,high,posterior,0.61
583db293-7fbc-5ffb-8e75-0581ce7fa828,basketball,7,low_risk_share,low,high,prior,0.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,birthday,11,high_risk_share,low,high,posterior,0.6
583db293-7fbc-5ffb-8e75-0581ce7fa828,birthday,11,high_risk_share,low,high,prior,0.07
583db293-7fbc-5ffb-8e75-0581ce7fa828,brunch,2,low_risk_share,low,low,posterior,0.09
583db293-7fbc-5ffb-8e75-0581ce7fa828,brunch,2,low_risk_share,low,low,prior,0.29
583db293-7fbc-5ffb-8e75-0581ce7fa828,cooking,8,no_share,high,high,posterior,1.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,cooking,8,no_share,high,high,prior,1.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,dip,9,no_share,low,high,posterior,1.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,dip,9,no_share,low,high,prior,1.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,drinks,4,high_risk_share,high,low,posterior,0.51
583db293-7fbc-5ffb-8e75-0581ce7fa828,drinks,4,high_risk_share,high,low,prior,0.5
583db293-7fbc-5ffb-8e75-0581ce7fa828,driving,15,low_risk_share,high,high,posterior,0.14
583db293-7fbc-5ffb-8e75-0581ce7fa828,driving,15,low_risk_share,high,high,prior,0.14
583db293-7fbc-5ffb-8e75-0581ce7fa828,fair,12,high_risk_share,low,low,posterior,0.61
583db293-7fbc-5ffb-8e75-0581ce7fa828,fair,12,high_risk_share,low,low,prior,0.5
583db293-7fbc-5ffb-8e75-0581ce7fa828,gala,6,no_share,high,low,posterior,0.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,gala,6,no_share,high,low,prior,0.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,hike,14,low_risk_share,high,low,posterior,0.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,hike,14,low_risk_share,high,low,prior,0.17
583db293-7fbc-5ffb-8e75-0581ce7fa828,oysters,1,low_risk_share,low,high,posterior,1.0
583db293-7fbc-5ffb-8e75-0581ce7fa828,oysters,1,low_risk_share,low,high,prior,0.72
583db293-7fbc-5ffb-8e75-0581ce7fa828,social,0,high_risk_share,low,high,posterior,0.82
583db293-7fbc-5ffb-8e75-0581ce7fa828,social,0,high_risk_share,low,high,prior,0.5
583db293-7fbc-5ffb-8e75-0581ce7fa828,soup,10,no_share,high,low,posterior,0.22
583db293-7fbc-5ffb-8e75-0581ce7fa828,soup,10,no_share,high,low,prior,0.26
583db293-7fbc-5ffb-8e75-0581ce7fa828,takeout,13,high_risk_share,high,low,posterior,0.5
583db293-7fbc-5ffb-8e75-0581ce7fa828,takeout,13,high_risk_share,high,low,prior,0.32
583db293-7fbc-5ffb-8e75-0581ce7fa828,wedding,5,no_share,low,low,posterior,0.64
583db293-7fbc-5ffb-8e75-0581ce7fa828,wedding,5,no_share,low,low,prior,0.68
5ab55c09-8c77-5433-9f6c-ad85479bf679,apples,15,no_share,low,low,posterior,0.42
5ab55c09-8c77-5433-9f6c-ad85479bf679,apples,15,no_share,low,low,prior,0.5
5ab55c09-8c77-5433-9f6c-ad85479bf679,basketball,12,no_share,high,high,posterior,0.41
5ab55c09-8c77-5433-9f6c-ad85479bf679,basketball,12,no_share,high,high,prior,0.54
5ab55c09-8c77-5433-9f6c-ad85479bf679,birthday,14,high_risk_share,high,high,posterior,1.0
5ab55c09-8c77-5433-9f6c-ad85479bf679,birthday,14,high_risk_share,high,high,prior,0.63
5ab55c09-8c77-5433-9f6c-ad85479bf679,brunch,10,no_share,low,high,posterior,0.5
5ab55c09-8c77-5433-9f6c-ad85479bf679,brunch,10,no_share,low,high,prior,0.71
5ab55c09-8c77-5433-9f6c-ad85479bf679,cooking,4,low_risk_share,low,low,posterior,0.23
5ab55c09-8c77-5433-9f6c-ad85479bf679,cooking,4,low_risk_share,low,low,prior,0.7
5ab55c09-8c77-5433-9f6c-ad85479bf679,dip,11,no_share,low,low,posterior,0.18
5ab55c09-8c77-5433-9f6c-ad85479bf679,dip,11,no_share,low,low,prior,0.58
5ab55c09-8c77-5433-9f6c-ad85479bf679,drinks,8,high_risk_share,low,high,posterior,1.0
5ab55c09-8c77-5433-9f6c-ad85479bf679,drinks,8,high_risk_share,low,high,prior,0.71
5ab55c09-8c77-5433-9f6c-ad85479bf679,driving,7,no_share,high,high,posterior,0.4
5ab55c09-8c77-5433-9f6c-ad85479bf679,driving,7,no_share,high,high,prior,0.61
5ab55c09-8c77-5433-9f6c-ad85479bf679,fair,3,high_risk_share,low,low,posterior,0.98
5ab55c09-8c77-5433-9f6c-ad85479bf679,fair,3,high_risk_share,low,low,prior,0.73
5ab55c09-8c77-5433-9f6c-ad85479bf679,gala,1,low_risk_share,high,high,posterior,0.15
5ab55c09-8c77-5433-9f6c-ad85479bf679,gala,1,low_risk_share,high,high,prior,0.57
5ab55c09-8c77-5433-9f6c-ad85479bf679,hike,2,low_risk_share,high,low,posterior,0.69
5ab55c09-8c77-5433-9f6c-ad85479bf679,hike,2,low_risk_share,high,low,prior,0.68
5ab55c09-8c77-5433-9f6c-ad85479bf679,oysters,6,low_risk_share,low,high,posterior,0.68
5ab55c09-8c77-5433-9f6c-ad85479bf679,oysters,6,low_risk_share,low,high,prior,0.63
5ab55c09-8c77-5433-9f6c-ad85479bf679,social,5,low_risk_share,high,high,posterior,0.51
5ab55c09-8c77-5433-9f6c-ad85479bf679,social,5,low_risk_share,high,high,prior,0.51
5ab55c09-8c77-5433-9f6c-ad85479bf679,soup,0,high_risk_share,high,low,posterior,0.96
5ab55c09-8c77-5433-9f6c-ad85479bf679,soup,0,high_risk_share,high,low,prior,0.41
5ab55c09-8c77-5433-9f6c-ad85479bf679,takeout,9,no_share,high,low,posterior,0.18
5ab55c09-8c77-5433-9f6c-ad85479bf679,takeout,9,no_share,high,low,prior,0.75
5ab55c09-8c77-5433-9f6c-ad85479bf679,wedding,13,high_risk_share,low,low,posterior,0.92
5ab55c09-8c77-5433-9f6c-ad85479bf679,wedding,13,high_risk_share,low,low,prior,0.54
5af2f2a1-2788-5d21-8b30-9bf58b15b762,apples,2,no_share,low,high,posterior,0.73
5af2f2a1-2788-5d21-8b30-9bf58b15b762,apples,2,no_share,low,high,prior,0.68
5af2f2a1-2788-5d21-8b30-9bf58b15b762,basketball,10,high_risk_share,high,low,posterior,0.89
5af2f2a1-2788-5d21-8b30-9bf58b15b762,basketball,10,high_risk_share,high,low,prior,0.5
5af2f2a1-2788-5d21-8b30-9bf58b15b762,birthday,9,no_share,low,low,posterior,0.27
5af2f2a1-2788-5d21-8b30-9bf58b15b762,birthday,9,no_share,low,low,prior,0.34
5af2f2a1-2788-5d21-8b30-9bf58b15b762,brunch,12,low_risk_share,low,low,posterior,0.78
5af2f2a1-2788-5d21-8b30-9bf58b15b762,brunch,12,low_risk_share,low,low,prior,0.67
5af2f2a1-2788-5d21-8b30-9bf58b15b762,cooking,3,no_share,high,high,posterior,0.51
5af2f2a1-2788-5d21-8b30-9bf58b15b762,cooking,3,no_share,high,high,prior,0.51
5af2f2a1-2788-5d21-8b30-9bf58b15b762,dip,1,high_risk_share,high,high,posterior,0.53
5af2f2a1-2788-5d21-8b30-9bf58b15b762,dip,1,high_risk_share,high,high,prior,0.51
5af2f2a1-2788-5d21-8b30-9bf58b15b762,drinks,8,no_share,high,low,posterior,0.51
5af2f2a1-2788-5d21-8b30-9bf58b15b762,drinks,8,no_share,high,low,prior,0.5
5af2f2a1-2788-5d21-8b30-9bf58b15b762,driving,15,no_share,low,high,posterior,0.28
5af2f2a1-2788-5d21-8b30-9bf58b15b762,driving,15,no_share,low,high,prior,0.35
5af2f2a1-2788-5d21-8b30-9bf58b15b762,fair,13,high_risk_share,high,high,posterior,0.78
5af2f2a1-2788-5d21-8b30-9bf58b15b762,fair,13,high_risk_share,high,high,prior,0.5
5af2f2a1-2788-5d21-8b30-9bf58b15b762,gala,6,low_risk_share,high,high,posterior,0.59
5af2f2a1-2788-5d21-8b30-9bf58b15b762,gala,6,low_risk_share,high,high,prior,0.5
5af2f2a1-2788-5d21-8b30-9bf58b15b762,hike,4,low_risk_share,high,low,posterior,0.2
5af2f2a1-2788-5d21-8b30-9bf58b15b762,hike,4,low_risk_share,high,low,prior,0.26
5af2f2a1-2788-5d21-8b30-9bf58b15b762,oysters,5,high_risk_share,low,high,posterior,0.79
5af2f2a1-2788-5d21-8b30-9bf58b15b762,oysters,5,high_risk_share,low,high,prior,0.74
5af2f2a1-2788-5d21-8b30-9bf58b15b762,social,11,low_risk_share,low,low,posterior,0.29
5af2f2a1-2788-5d21-8b30-9bf58b15b762,social,11,low_risk_share,low,low,prior,0.36
5af2f2a1-2788-5d21-8b30-9bf58b15b762,soup,14,high_risk_share,low,low,posterior,0.52
5af2f2a1-2788-5d21-8b30-9bf58b15b762,soup,14,high_risk_share,low,low,prior,0.5
5af2f2a1-2788-5d21-8b30-9bf58b15b762,takeout,7,low_risk_share,low,high,posterior,0.23
5af2f2a1-2788-5d21-8b30-9bf58b15b762,takeout,7,low_risk_share,low,high,prior,0.41
5af2f2a1-2788-5d21-8b30-9bf58b15b762,wedding,0,low_risk_share,high,low,posterior,0.39
5af2f2a1-2788-5d21-8b30-9bf58b15b762,wedding,0,low_risk_share,high,low,prior,0.33
5b23b8b9-2776-5c66-9281-76cc5def9bd4,apples,11,no_share,high,low,posterior,0.5
5b23b8b9-2776-5c66-9281-76cc5def9bd4,apples,11,no_share,high,low,prior,0.47
5b23b8b9-2776-5c66-9281-76cc5def9bd4,basketball,13,low_risk_share,low,low,posterior,0.51
5b23b8b9-2776-5c66-9281-76cc5def9bd4,basketball,13,low_risk_share,low,low,prior,0.67
5b23b8b9-2776-5c66-9281-76cc5def9bd4,birthday,14,no_share,low,low,posterior,0.5
5b23b8b9-2776-5c66-9281-76cc5def9bd4,birthday,14,no_share,low,low,prior,0.5
5b23b8b9-2776-5c66-9281-76cc5def9bd4,brunch,8,no_share,high,high,posterior,0.57
5b23b8b9-2776-5c66-9281-76cc5def9bd4,brunch,8,no_share,high,high,prior,0.55
5b23b8b9-2776-5c66-9281-76cc5def9bd4,cooking,6,no_share,low,high,posterior,0.34
5b23b8b9-2776-5c66-9281-76cc5def9bd4,cooking,6,no_share,low,high,prior,0.36
5b23b8b9-2776-5c66-9281-76cc5def9bd4,dip,10,high_risk_share,low,high,posterior,0.67
5b23b8b9-2776-5c66-9281-76cc5def9bd4,dip,10,high_risk_share,low,high,prior,0.65
5b23b8b9-2776-5c66-9281-76cc5def9bd4,drinks,7,high_risk_share,high,high,posterior,0.59
5b23b8b9-2776-5c66-9281-76cc5def9bd4,drinks,7,high_risk_share,high,high,prior,0.59
5b23b8b9-2776-5c66-9281-76cc5def9bd4,driving,15,low_risk_share,high,high,posterior,0.59
5b23b8b9-2776-5c66-9281-76cc5def9bd4,driving,15,low_risk_share,high,high,prior,0.57
5b23b8b9-2776-5c66-9281-76cc5def9bd4,fair,2,high_risk_share,low,low,posterior,0.9
5b23b8b9-2776-5c66-9281-76cc5def9bd4,fair,2,high_risk_share,low,low,prior,0.84
5b23b8b9-2776-5c66-9281-76cc5def9bd4,gala,5,low_risk_share,high,low,posterior,0.18
5b23b8b9-2776-5c66-9281-76cc5def9bd4,gala,5,low_risk_share,high,low,prior,0.69
5b23b8b9-2776-5c66-9281-76cc5def9bd4,hike,0,no_share,high,high,posterior,0.25
5b23b8b9-2776-5c66-9281-76cc5def9bd4,hike,0,no_share,high,high,prior,0.69
5b23b8b9-2776-5c66-9281-76cc5def9bd4,oysters,1,no_share,low,low,posterior,0.15
5b23b8b9-2776-5c66-9281-76cc5def9bd4,oysters,1,no_share,low,low,prior,0.62
5b23b8b9-2776-5c66-9281-76cc5def9bd4,social,3,high_risk_share,high,low,posterior,0.93
5b23b8b9-2776-5c66-9281-76cc5def9bd4,social,3,high_risk_share,high,low,prior,0.55
5b23b8b9-2776-5c66-9281-76cc5def9bd4,soup,4,low_risk_share,low,high,posterior,0.5
5b23b8b9-2776-5c66-9281-76cc5def9bd4,soup,4,low_risk_share,low,high,prior,0.17
5b23b8b9-2776-5c66-9281-76cc5def9bd4,takeout,9,low_risk_share,high,high,posterior,0.41
5b23b8b9-2776-5c66-9281-76cc5def9bd4,takeout,9,low_risk_share,high,high,prior,0.41
5b23b8b9-2776-5c66-9281-76cc5def9bd4,wedding,12,high_risk_share,low,low,posterior,0.74
5b23b8b9-2776-5c66-9281-76cc5def9bd4,wedding,12,high_risk_share,low,low,prior,0.59
5c16b1ea-df2b-5480-9142-95acc8978cff,apples,8,low_risk_share,low,high,posterior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,apples,8,low_risk_share,low,high,prior,0.7
5c16b1ea-df2b-5480-9142-95acc8978cff,basketball,3,low_risk_share,low,low,posterior,0.8
5c16b1ea-df2b-5480-9142-95acc8978cff,basketball,3,low_risk_share,low,low,prior,0.73
5c16b1ea-df2b-5480-9142-95acc8978cff,birthday,14,high_risk_share,low,low,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,birthday,14,high_risk_share,low,low,prior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,brunch,15,no_share,low,high,posterior,0.78
5c16b1ea-df2b-5480-9142-95acc8978cff,brunch,15,no_share,low,high,prior,0.78
5c16b1ea-df2b-5480-9142-95acc8978cff,cooking,4,high_risk_share,low,low,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,cooking,4,high_risk_share,low,low,prior,0.81
5c16b1ea-df2b-5480-9142-95acc8978cff,dip,11,high_risk_share,high,low,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,dip,11,high_risk_share,high,low,prior,0.67
5c16b1ea-df2b-5480-9142-95acc8978cff,drinks,2,no_share,low,low,posterior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,drinks,2,no_share,low,low,prior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,driving,7,no_share,high,high,posterior,0.26
5c16b1ea-df2b-5480-9142-95acc8978cff,driving,7,no_share,high,high,prior,0.74
5c16b1ea-df2b-5480-9142-95acc8978cff,fair,12,high_risk_share,high,high,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,fair,12,high_risk_share,high,high,prior,0.74
5c16b1ea-df2b-5480-9142-95acc8978cff,gala,6,no_share,low,low,posterior,0.22
5c16b1ea-df2b-5480-9142-95acc8978cff,gala,6,no_share,low,low,prior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,hike,5,no_share,high,low,posterior,0.22
5c16b1ea-df2b-5480-9142-95acc8978cff,hike,5,no_share,high,low,prior,0.67
5c16b1ea-df2b-5480-9142-95acc8978cff,oysters,1,no_share,high,high,posterior,0.11
5c16b1ea-df2b-5480-9142-95acc8978cff,oysters,1,no_share,high,high,prior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,social,13,low_risk_share,high,high,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,social,13,low_risk_share,high,high,prior,0.77
5c16b1ea-df2b-5480-9142-95acc8978cff,soup,9,low_risk_share,high,low,posterior,0.74
5c16b1ea-df2b-5480-9142-95acc8978cff,soup,9,low_risk_share,high,low,prior,0.68
5c16b1ea-df2b-5480-9142-95acc8978cff,takeout,10,low_risk_share,high,high,posterior,0.5
5c16b1ea-df2b-5480-9142-95acc8978cff,takeout,10,low_risk_share,high,high,prior,0.64
5c16b1ea-df2b-5480-9142-95acc8978cff,wedding,0,high_risk_share,low,high,posterior,1.0
5c16b1ea-df2b-5480-9142-95acc8978cff,wedding,0,high_risk_share,low,high,prior,0.58
5ec5e0f7-daa3-5ae8-9354-c120260e56d9,apples,3,high_risk_share,low,low,posterior,0.93
5ec5e0f7-daa3-5ae8-9354-c120260e56d9,apples,3,high_risk_share,low,low,prior,0.64
5ec5e0f7-daa3-5ae8-9354-c120260e56d9,basketball,4,no_share,high,low,posterior,0.09
5ec5e0f7-daa3-5ae8-9354-c120260e56d9,basketball,4,no_share,high,low,prior,0.75
