scenario_label,observed_action,intimacy_condition,effort_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
takeout,no_share,somewhat_intimate,high,3,They decide to order additional dipping sauce from the restaurant or another delivery place,0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,somewhat_intimate,low,4,They mix the honey mustard sauce with ketchup to create a shared dipping sauce,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,somewhat_intimate,high,4,They mix the honey mustard sauce with ketchup to create a shared dipping sauce,1,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,neither,low,0,use the ketchup packets instead of the honey mustard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,neither,high,0,use the ketchup packets instead of the honey mustard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,neither,low,1,take turns using the honey mustard sauce,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,neither,high,1,take turns using the honey mustard sauce,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,neither,low,2,Emily uses the honey mustard and Elizabeth uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,neither,high,2,Emily uses the honey mustard and Elizabeth uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,neither,low,3,Elizabeth uses the honey mustard and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,neither,high,3,Elizabeth uses the honey mustard and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,neither,low,4,they decide to order more dipping sauce,1,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,neither,high,4,they decide to order more dipping sauce,1,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,low,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,high,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,low,1,Serina eats the pasta and Liana eats a boxed salad,0,0.0,0.0,0.0,0.25,0.3354101966249684,0.0416666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,max_formal,high,1,Serina eats the pasta and Liana eats a boxed salad,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,max_formal,low,2,They order takeout and eat together,1,3.0,0.0,0.5,4.1,0.3,0.6833333333333332,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,high,2,They order takeout and eat together,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,low,3,Liana eats in the kitchen while Serina eats in the living room,0,0.0,0.0,0.0,0.45,0.5678908345800274,0.075,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_formal,high,3,Liana eats in the kitchen while Serina eats in the living room,0,0.0,0.0,0.0,0.95,0.15,0.1583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,low,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,high,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,low,1,"Serina joins Liana in eating the pasta, and they order takeout for the salad",1,3.0,0.0,0.5,4.3,0.458257569495584,0.7166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,high,1,"Serina joins Liana in eating the pasta, and they order takeout for the salad",1,3.0,0.0,0.5,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,low,2,Liana eats the boxed salad and Serina eats the pasta,0,0.0,0.0,0.0,0.25,0.3354101966249684,0.0416666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,neither,high,2,Liana eats the boxed salad and Serina eats the pasta,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,neither,low,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.2,0.2449489742783178,0.5333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,neither,high,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,low,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,high,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,low,1,"Serina joins Liana in eating the pasta, abandoning her salad",0,3.0,0.0,0.5,1.9,0.3,0.3166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,high,1,"Serina joins Liana in eating the pasta, abandoning her salad",0,3.0,0.0,0.5,1.1,0.3,0.1833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,low,2,Liana eats the salad and Serina eats the pasta,0,0.0,0.0,0.0,0.25,0.3354101966249684,0.0416666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,max_intimate,high,2,Liana eats the salad and Serina eats the pasta,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,max_intimate,low,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.2,0.2449489742783178,0.5333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,max_intimate,high,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,low,0,eat directly from the pot,1,6.0,0.0,1.0,1.3,0.9000000000000001,0.2166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,high,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,low,1,serve one person the entire dish,0,0.0,0.0,0.0,2.2,0.2449489742783178,0.3666666666666667,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,neither,high,1,serve one person the entire dish,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,neither,low,2,leave the pasta in the kitchen and eat at the table,0,0.5,0.0,0.0833333333333333,1.25,0.3354101966249684,0.2083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,high,2,leave the pasta in the kitchen and eat at the table,0,0.5,0.0,0.0833333333333333,1.45,0.15,0.2416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,low,3,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,2.85,0.229128784747792,0.475,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,neither,high,3,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,low,0,eat directly from the pot,1,6.0,0.0,1.0,1.3,0.9000000000000001,0.2166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,high,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,low,1,serve one person entirely and let them eat in the living room alone,0,0.0,0.0,0.0,2.2,0.2449489742783178,0.3666666666666667,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,high,1,serve one person entirely and let them eat in the living room alone,0,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,low,2,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,2.85,0.229128784747792,0.475,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,high,2,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,low,3,decide not to eat the pasta and watch TV instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,somewhat_intimate,high,3,decide not to eat the pasta and watch TV instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,low,0,serve the pasta into individual plates,0,0.5,0.0,0.0833333333333333,2.2,0.2449489742783178,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,high,0,serve the pasta into individual plates,0,0.5,0.0,0.0833333333333333,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,low,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.4,0.4898979485566356,0.2333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,high,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.95,0.15,0.3249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,low,2,use a serving dish and pass it back and forth,1,3.5,0.5,0.5833333333333333,2.75,0.25,0.4583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_formal,high,2,use a serving dish and pass it back and forth,1,3.5,0.5,0.5833333333333333,2.95,0.15,0.4916666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,low,0,serve the pasta into individual plates and eat from their own plates,0,0.5,0.0,0.0833333333333333,2.2,0.2449489742783178,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,high,0,serve the pasta into individual plates and eat from their own plates,0,0.5,0.0,0.0833333333333333,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,low,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.4,0.4898979485566356,0.2333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,high,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.95,0.15,0.3249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,low,2,"use a serving dish to share the pasta, but with utensils to serve themselves",1,3.5,0.5,0.5833333333333333,2.8,0.2449489742783178,0.4666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,neither,high,2,"use a serving dish to share the pasta, but with utensils to serve themselves",1,3.5,0.5,0.5833333333333333,3.45,0.15,0.575,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,low,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,high,0,Liana and Serina share the pasta,1,3.0,0.0,0.5,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,low,1,"Serina joins Liana in eating the pasta, and they order takeout or find something else for the salad",1,3.0,0.0,0.5,4.3,0.458257569495584,0.7166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,high,1,"Serina joins Liana in eating the pasta, and they order takeout or find something else for the salad",1,3.0,0.0,0.5,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,low,2,Liana eats the boxed salad and Serina eats the pasta,0,0.0,0.0,0.0,0.25,0.3354101966249684,0.0416666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,high,2,Liana eats the boxed salad and Serina eats the pasta,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,low,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.2,0.2449489742783178,0.5333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,no_share,somewhat_intimate,high,3,They put the pasta and salad together and make a combined meal to share,1,3.0,0.0,0.5,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,low,0,serve individual portions onto separate plates,0,0.5,0.0,0.0833333333333333,2.2,0.2449489742783178,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,high,0,serve individual portions onto separate plates,0,0.5,0.0,0.0833333333333333,3.05,0.15,0.5083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,low,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.4,0.4898979485566356,0.2333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,high,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.95,0.15,0.3249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,low,2,use a shared plate or platter to eat from,1,6.0,0.0,1.0,2.0,0.2236067977499789,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,max_intimate,high,2,use a shared plate or platter to eat from,1,6.0,0.0,1.0,2.45,0.15,0.4083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,low,0,eat directly from the pot,1,6.0,0.0,1.0,1.3,0.9000000000000001,0.2166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,high,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,low,1,serve one person entirely and let them eat in the living room while the other stays in the kitchen,0,0.0,0.0,0.0,2.2,0.2449489742783178,0.3666666666666667,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,max_formal,high,1,serve one person entirely and let them eat in the living room while the other stays in the kitchen,0,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,max_formal,low,2,put all the pasta on one large platter and eat from it together in the living room,1,6.0,0.0,1.0,2.85,0.229128784747792,0.475,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,high,2,put all the pasta on one large platter and eat from it together in the living room,1,6.0,0.0,1.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,low,3,decide not to eat together and go to separate rooms,0,0.0,0.0,0.0,0.3,0.3999999999999999,0.0499999999999999,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,max_formal,high,3,decide not to eat together and go to separate rooms,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,low,0,eat directly from the pot,1,6.0,0.0,1.0,1.3,0.9000000000000001,0.2166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,high,0,eat directly from the pot,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,low,1,serve one person entirely and let them eat in the living room alone,0,0.0,0.0,0.0,2.2,0.2449489742783178,0.3666666666666667,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,high,1,serve one person entirely and let them eat in the living room alone,0,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,low,2,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,2.85,0.229128784747792,0.475,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,high,2,put the pasta on a large platter and eat from it together in the living room,1,6.0,0.0,1.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,low,3,decide not to eat the pasta and watch TV instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,low_risk_share,max_intimate,high,3,decide not to eat the pasta and watch TV instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,low,0,serve individual portions onto separate plates,0,0.5,0.0,0.0833333333333333,2.2,0.2449489742783178,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,high,0,serve individual portions onto separate plates,0,0.5,0.0,0.0833333333333333,3.05,0.15,0.5083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,low,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.4,0.4898979485566356,0.2333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,high,1,eat in the kitchen before moving to the living room,0,0.5,0.0,0.0833333333333333,1.95,0.15,0.3249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,low,2,use the pot as a serving dish and take turns scooping pasta onto their own plates,1,3.5,0.5,0.5833333333333333,2.35,0.45,0.3916666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,high,2,use the pot as a serving dish and take turns scooping pasta onto their own plates,1,3.5,0.5,0.5833333333333333,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,low,3,order takeout instead of cooking,0,2.7,0.9,0.45,4.1,0.3,0.6833333333333332,0.0,0.0,0.0,10,10,10,0,0,0
cooking,high_risk_share,somewhat_intimate,high,3,order takeout instead of cooking,0,2.7,0.9,0.45,4.0,0.0,0.6666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,low,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,high,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,low,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,high,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,low,2,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,high,2,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,0.85,0.2291287847477919,0.1416666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,max_formal,low,3,They ask the bartender to split the special cocktail into two servings,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,max_formal,high,3,They ask the bartender to split the special cocktail into two servings,1,3.0,0.0,0.5,3.4,1.4282856857085702,0.5666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,neither,low,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,neither,high,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,neither,low,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,neither,high,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,neither,low,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.0833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,neither,high,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.0833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,neither,low,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,neither,high,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,0.85,0.2291287847477919,0.1416666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,low,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,high,0,Noah drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,low,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,high,1,Ria drinks the special cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,low,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.0833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,high,2,They share the special cocktail,1,6.0,0.0,1.0,0.5,0.0,0.0833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,low,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,no_share,somewhat_intimate,high,3,They flip a coin to decide who gets the special cocktail,0,0.0,0.0,0.0,0.85,0.2291287847477919,0.1416666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,low,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,high,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,low,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,high,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,low,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,high,2,They flip a coin to decide who gets the cocktail,0,0.0,0.0,0.0,0.85,0.2291287847477919,0.1416666666666666,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,low,3,They decide not to drink the cocktail and leave it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,high,3,They decide not to drink the cocktail and leave it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,low,4,They ask the bartender to make another one,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,max_formal,high,4,They ask the bartender to make another one,1,0.0,0.0,0.0,3.4,1.4282856857085702,0.5666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,low,0,Noah drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,high,0,Noah drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,low,1,Ria drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,high,1,Ria drinks the whole cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,low,2,They decide not to drink the cocktail and leave it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,high,2,They decide not to drink the cocktail and leave it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,low,3,They ask the bartender to make another one,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,somewhat_intimate,high,3,They ask the bartender to make another one,1,0.0,0.0,0.0,3.4,1.4282856857085702,0.5666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low_risk_share,max_intimate,low,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_intimate,high,0,Noah drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_intimate,low,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_intimate,high,1,Ria drinks the entire cocktail,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low_risk_share,max_intimate,low,2,They decide not to drink the cocktail and leave it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
