subject_id,scenario_label,intimacy,effort,action,p_action
81685221-69c7-5d43-aa79-162f1b645d80,brunch,0,low,1,1.0
81685221-69c7-5d43-aa79-162f1b645d80,brunch,0,low,2,0.0
81685221-69c7-5d43-aa79-162f1b645d80,cooking,100,low,1,0.85
81685221-69c7-5d43-aa79-162f1b645d80,cooking,100,low,2,0.15
81685221-69c7-5d43-aa79-162f1b645d80,dip,50,high,1,0.8
81685221-69c7-5d43-aa79-162f1b645d80,dip,50,high,2,0.2
81685221-69c7-5d43-aa79-162f1b645d80,drinks,50,low,1,0.8
81685221-69c7-5d43-aa79-162f1b645d80,drinks,50,low,2,0.2
81685221-69c7-5d43-aa79-162f1b645d80,driving,75,low,1,0.9
81685221-69c7-5d43-aa79-162f1b645d80,driving,75,low,2,0.1
81685221-69c7-5d43-aa79-162f1b645d80,fair,75,low,1,0.3
81685221-69c7-5d43-aa79-162f1b645d80,fair,75,low,2,0.7
81685221-69c7-5d43-aa79-162f1b645d80,gala,0,low,1,1.0
81685221-69c7-5d43-aa79-162f1b645d80,gala,0,low,2,0.0
81685221-69c7-5d43-aa79-162f1b645d80,hike,100,high,1,0.25
81685221-69c7-5d43-aa79-162f1b645d80,hike,100,high,2,0.75
81685221-69c7-5d43-aa79-162f1b645d80,oysters,100,low,1,1.0
81685221-69c7-5d43-aa79-162f1b645d80,oysters,100,low,2,0.0
81685221-69c7-5d43-aa79-162f1b645d80,social,100,high,1,0.45
81685221-69c7-5d43-aa79-162f1b645d80,social,100,high,2,0.55
81685221-69c7-5d43-aa79-162f1b645d80,soup,50,high,1,0.9
81685221-69c7-5d43-aa79-162f1b645d80,soup,50,high,2,0.1
81685221-69c7-5d43-aa79-162f1b645d80,takeout,0,high,1,1.0
81685221-69c7-5d43-aa79-162f1b645d80,takeout,0,high,2,0.0
81685221-69c7-5d43-aa79-162f1b645d80,wedding,0,high,1,0.9
81685221-69c7-5d43-aa79-162f1b645d80,wedding,0,high,2,0.1
9747dd5a-241d-5a91-ab57-7b552e481223,apples,0,low,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,apples,0,low,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,basketball,50,high,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,basketball,50,high,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,birthday,50,high,1,0.2
9747dd5a-241d-5a91-ab57-7b552e481223,birthday,50,high,2,0.8
9747dd5a-241d-5a91-ab57-7b552e481223,brunch,100,low,1,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,brunch,100,low,2,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,cooking,75,low,1,0.75
9747dd5a-241d-5a91-ab57-7b552e481223,cooking,75,low,2,0.25
9747dd5a-241d-5a91-ab57-7b552e481223,dip,0,high,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,dip,0,high,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,drinks,0,low,1,0.25
9747dd5a-241d-5a91-ab57-7b552e481223,drinks,0,low,2,0.75
9747dd5a-241d-5a91-ab57-7b552e481223,driving,50,low,1,0.5
9747dd5a-241d-5a91-ab57-7b552e481223,driving,50,low,2,0.5
9747dd5a-241d-5a91-ab57-7b552e481223,fair,50,low,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,fair,50,low,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,gala,100,low,1,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,gala,100,low,2,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,hike,75,high,1,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,hike,75,high,2,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,oysters,75,low,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,oysters,75,low,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,social,75,high,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,social,75,high,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,soup,0,high,1,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,soup,0,high,2,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,takeout,100,high,1,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,takeout,100,high,2,1.0
9747dd5a-241d-5a91-ab57-7b552e481223,wedding,100,high,1,0.0
9747dd5a-241d-5a91-ab57-7b552e481223,wedding,100,high,2,1.0
a826959a-6fdc-56fe-90c3-6be3245f94b7,apples,50,high,1,0.45
a826959a-6fdc-56fe-90c3-6be3245f94b7,apples,50,high,2,0.55
a826959a-6fdc-56fe-90c3-6be3245f94b7,basketball,0,high,1,0.7
a826959a-6fdc-56fe-90c3-6be3245f94b7,basketball,0,high,2,0.3
a826959a-6fdc-56fe-90c3-6be3245f94b7,birthday,0,high,1,0.4
a826959a-6fdc-56fe-90c3-6be3245f94b7,birthday,0,high,2,0.6
a826959a-6fdc-56fe-90c3-6be3245f94b7,brunch,50,low,1,0.75
a826959a-6fdc-56fe-90c3-6be3245f94b7,brunch,50,low,2,0.25
a826959a-6fdc-56fe-90c3-6be3245f94b7,cooking,50,high,1,0.65
a826959a-6fdc-56fe-90c3-6be3245f94b7,cooking,50,high,2,0.35
a826959a-6fdc-56fe-90c3-6be3245f94b7,dip,75,low,1,0.7
a826959a-6fdc-56fe-90c3-6be3245f94b7,dip,75,low,2,0.3
a826959a-6fdc-56fe-90c3-6be3245f94b7,drinks,75,low,1,0.3
a826959a-6fdc-56fe-90c3-6be3245f94b7,drinks,75,low,2,0.7
a826959a-6fdc-56fe-90c3-6be3245f94b7,driving,75,high,1,0.4
a826959a-6fdc-56fe-90c3-6be3245f94b7,driving,75,high,2,0.6
a826959a-6fdc-56fe-90c3-6be3245f94b7,fair,75,high,1,0.2
a826959a-6fdc-56fe-90c3-6be3245f94b7,fair,75,high,2,0.8
a826959a-6fdc-56fe-90c3-6be3245f94b7,gala,100,low,1,0.05
a826959a-6fdc-56fe-90c3-6be3245f94b7,gala,100,low,2,0.95
a826959a-6fdc-56fe-90c3-6be3245f94b7,hike,100,low,1,0.3
a826959a-6fdc-56fe-90c3-6be3245f94b7,hike,100,low,2,0.7
a826959a-6fdc-56fe-90c3-6be3245f94b7,oysters,100,high,1,0.15
a826959a-6fdc-56fe-90c3-6be3245f94b7,oysters,100,high,2,0.85
a826959a-6fdc-56fe-90c3-6be3245f94b7,social,100,high,1,0.35
a826959a-6fdc-56fe-90c3-6be3245f94b7,social,100,high,2,0.65
a826959a-6fdc-56fe-90c3-6be3245f94b7,soup,0,low,1,0.9
a826959a-6fdc-56fe-90c3-6be3245f94b7,soup,0,low,2,0.1
a826959a-6fdc-56fe-90c3-6be3245f94b7,takeout,50,low,1,0.65
a826959a-6fdc-56fe-90c3-6be3245f94b7,takeout,50,low,2,0.35
a826959a-6fdc-56fe-90c3-6be3245f94b7,wedding,0,low,1,0.85
a826959a-6fdc-56fe-90c3-6be3245f94b7,wedding,0,low,2,0.15
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,apples,75,low,1,0.84
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,apples,75,low,2,0.16
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,basketball,100,low,1,0.5
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,basketball,100,low,2,0.5
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,birthday,100,high,1,0.84
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,birthday,100,high,2,0.16
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,brunch,0,high,1,0.05
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,brunch,0,high,2,0.95
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,cooking,100,high,1,0.8
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,cooking,100,high,2,0.2
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,dip,75,high,1,0.56
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,dip,75,high,2,0.44
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,drinks,50,high,1,0.09
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,drinks,50,high,2,0.91
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,driving,75,high,1,0.18
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,driving,75,high,2,0.82
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,fair,100,low,1,0.55
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,fair,100,low,2,0.45
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,gala,50,low,1,0.42
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,gala,50,low,2,0.58
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,hike,0,high,1,0.17
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,hike,0,high,2,0.83
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,oysters,0,low,1,0.8
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,oysters,0,low,2,0.2
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,social,0,low,1,0.7
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,social,0,low,2,0.3
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,soup,75,low,1,0.47
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,soup,75,low,2,0.53
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,takeout,50,high,1,0.85
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,takeout,50,high,2,0.15
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,wedding,50,low,1,0.57
aa8d17ef-a7c9-52b7-aff8-0cb48e7faf45,wedding,50,low,2,0.43
ca19059e-1f9e-561e-9097-e83562f50d37,apples,75,low,1,0.9
ca19059e-1f9e-561e-9097-e83562f50d37,apples,75,low,2,0.1
ca19059e-1f9e-561e-9097-e83562f50d37,basketball,0,high,1,1.0
ca19059e-1f9e-561e-9097-e83562f50d37,basketball,0,high,2,0.0
ca19059e-1f9e-561e-9097-e83562f50d37,birthday,50,low,1,0.98
ca19059e-1f9e-561e-9097-e83562f50d37,birthday,50,low,2,0.02
ca19059e-1f9e-561e-9097-e83562f50d37,brunch,50,low,1,0.98
ca19059e-1f9e-561e-9097-e83562f50d37,brunch,50,low,2,0.02
ca19059e-1f9e-561e-9097-e83562f50d37,cooking,50,high,1,0.85
ca19059e-1f9e-561e-9097-e83562f50d37,cooking,50,high,2,0.15
ca19059e-1f9e-561e-9097-e83562f50d37,dip,75,low,1,0.6
ca19059e-1f9e-561e-9097-e83562f50d37,dip,75,low,2,0.4
ca19059e-1f9e-561e-9097-e83562f50d37,drinks,75,high,1,0.68
ca19059e-1f9e-561e-9097-e83562f50d37,drinks,75,high,2,0.32
ca19059e-1f9e-561e-9097-e83562f50d37,driving,75,high,1,0.6
ca19059e-1f9e-561e-9097-e83562f50d37,driving,75,high,2,0.4
ca19059e-1f9e-561e-9097-e83562f50d37,fair,100,low,1,0.45
ca19059e-1f9e-561e-9097-e83562f50d37,fair,100,low,2,0.55
ca19059e-1f9e-561e-9097-e83562f50d37,gala,100,low,1,0.0
ca19059e-1f9e-561e-9097-e83562f50d37,gala,100,low,2,1.0
ca19059e-1f9e-561e-9097-e83562f50d37,hike,100,high,1,0.15
ca19059e-1f9e-561e-9097-e83562f50d37,hike,100,high,2,0.85
ca19059e-1f9e-561e-9097-e83562f50d37,oysters,100,high,1,0.08
ca19059e-1f9e-561e-9097-e83562f50d37,oysters,100,high,2,0.92
ca19059e-1f9e-561e-9097-e83562f50d37,social,0,low,1,0.99
ca19059e-1f9e-561e-9097-e83562f50d37,social,0,low,2,0.01
ca19059e-1f9e-561e-9097-e83562f50d37,soup,0,low,1,1.0
ca19059e-1f9e-561e-9097-e83562f50d37,soup,0,low,2,0.0
ca19059e-1f9e-561e-9097-e83562f50d37,takeout,50,high,1,0.95
ca19059e-1f9e-561e-9097-e83562f50d37,takeout,50,high,2,0.05
ca19059e-1f9e-561e-9097-e83562f50d37,wedding,0,high,1,0.96
ca19059e-1f9e-561e-9097-e83562f50d37,wedding,0,high,2,0.04
d42239d7-9304-5270-b2c6-19252fe638c8,apples,75,high,1,0.45
d42239d7-9304-5270-b2c6-19252fe638c8,apples,75,high,2,0.55
d42239d7-9304-5270-b2c6-19252fe638c8,basketball,50,high,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,basketball,50,high,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,birthday,50,high,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,birthday,50,high,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,brunch,75,low,1,0.7
d42239d7-9304-5270-b2c6-19252fe638c8,brunch,75,low,2,0.3
d42239d7-9304-5270-b2c6-19252fe638c8,cooking,75,high,1,0.41
d42239d7-9304-5270-b2c6-19252fe638c8,cooking,75,high,2,0.59
d42239d7-9304-5270-b2c6-19252fe638c8,dip,100,low,1,0.1
d42239d7-9304-5270-b2c6-19252fe638c8,dip,100,low,2,0.9
d42239d7-9304-5270-b2c6-19252fe638c8,drinks,100,low,1,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,drinks,100,low,2,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,driving,100,high,1,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,driving,100,high,2,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,fair,100,high,1,0.05
d42239d7-9304-5270-b2c6-19252fe638c8,fair,100,high,2,0.95
d42239d7-9304-5270-b2c6-19252fe638c8,gala,0,low,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,gala,0,low,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,hike,0,low,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,hike,0,low,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,oysters,0,high,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,oysters,0,high,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,social,0,high,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,social,0,high,2,0.0
d42239d7-9304-5270-b2c6-19252fe638c8,soup,50,low,1,0.25
d42239d7-9304-5270-b2c6-19252fe638c8,soup,50,low,2,0.75
d42239d7-9304-5270-b2c6-19252fe638c8,takeout,75,low,1,0.6
d42239d7-9304-5270-b2c6-19252fe638c8,takeout,75,low,2,0.4
d42239d7-9304-5270-b2c6-19252fe638c8,wedding,50,low,1,1.0
d42239d7-9304-5270-b2c6-19252fe638c8,wedding,50,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,apples,75,low,1,0.3
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,apples,75,low,2,0.7
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,basketball,50,low,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,basketball,50,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,birthday,50,low,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,birthday,50,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,brunch,50,high,1,0.8
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,brunch,50,high,2,0.2
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,cooking,75,low,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,cooking,75,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,dip,75,high,1,0.6
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,dip,75,high,2,0.4
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,drinks,75,high,1,0.25
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,drinks,75,high,2,0.75
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,driving,100,low,1,0.05
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,driving,100,low,2,0.95
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,fair,100,low,1,0.3
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,fair,100,low,2,0.7
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,gala,100,high,1,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,gala,100,high,2,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,hike,100,high,1,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,hike,100,high,2,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,oysters,0,low,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,oysters,0,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,social,0,low,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,social,0,low,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,soup,0,high,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,soup,0,high,2,0.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,takeout,50,high,1,0.7
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,takeout,50,high,2,0.3
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,wedding,0,high,1,1.0
e28b36b9-9dcb-5bd2-97a5-c44f3ef4fb08,wedding,0,high,2,0.0
