scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,motivation_query,v_raw,v_raw_std,v,n_runs,n_failures
takeout,action_2,low,75,0,high,2.9,0.19999999999999998,0.9666666666666667,10,0
takeout,action_2,low,75,1,low,3.0,0.0,1.0,10,0
takeout,action_2,low,75,1,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,low,75,2,low,-3.0,0.0,-1.0,10,0
takeout,action_2,low,75,2,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,low,75,3,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,low,75,3,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_1,high,100,0,low,1.3,0.45825756949558394,0.43333333333333335,10,0
takeout,action_1,high,100,0,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_1,high,100,1,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_1,high,100,1,high,-0.9,0.30000000000000004,-0.3,10,0
takeout,action_1,high,100,2,low,1.85,1.0012492197250393,0.6166666666666667,10,0
takeout,action_1,high,100,2,high,2.1,0.19999999999999998,0.7000000000000001,10,0
takeout,action_1,high,100,3,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_1,high,100,3,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,low,50,0,low,2.3,0.45825756949558405,0.7666666666666666,10,0
takeout,action_2,low,50,0,high,2.9,0.19999999999999998,0.9666666666666667,10,0
takeout,action_2,low,50,1,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,low,50,1,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,low,50,2,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_2,low,50,2,high,0.0,0.0,0.0,10,0
takeout,action_2,low,50,3,low,3.0,0.0,1.0,10,0
takeout,action_2,low,50,3,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,low,50,4,low,-3.0,0.0,-1.0,10,0
takeout,action_2,low,50,4,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,high,0,0,low,1.35,0.45,0.45,10,0
takeout,action_2,high,0,0,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_2,high,0,1,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,high,0,1,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,high,0,2,low,0.85,0.7762087348130011,0.2833333333333333,10,0
takeout,action_2,high,0,2,high,1.9,0.19999999999999998,0.6333333333333333,10,0
takeout,action_2,high,0,3,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_2,high,0,3,high,-0.9,0.30000000000000004,-0.3,10,0
takeout,action_2,high,100,0,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,high,100,0,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,high,100,1,low,0.85,0.7762087348130011,0.2833333333333333,10,0
takeout,action_2,high,100,1,high,1.9,0.19999999999999998,0.6333333333333333,10,0
takeout,action_2,high,100,2,low,3.0,0.0,1.0,10,0
takeout,action_2,high,100,2,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,high,100,3,low,-3.0,0.0,-1.0,10,0
takeout,action_2,high,100,3,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,high,100,4,low,-2.0,0.0,-0.6666666666666666,10,0
takeout,action_2,high,100,4,high,-3.0,0.0,-1.0,10,0
takeout,action_1,high,0,0,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_1,high,0,0,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_1,high,0,1,low,1.35,0.45,0.45,10,0
takeout,action_1,high,0,1,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_1,high,0,2,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_1,high,0,2,high,-0.9,0.30000000000000004,-0.3,10,0
takeout,action_1,high,0,3,low,2.05,1.1056672193747992,0.6833333333333332,10,0
takeout,action_1,high,0,3,high,2.15,0.32015621187164245,0.7166666666666667,10,0
takeout,action_1,high,0,4,low,-2.0,0.0,-0.6666666666666666,10,0
takeout,action_1,high,0,4,high,-3.0,0.0,-1.0,10,0
takeout,action_1,high,75,0,low,1.35,0.45,0.45,10,0
takeout,action_1,high,75,0,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_1,high,75,1,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_1,high,75,1,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_1,high,75,2,low,1.3,0.7810249675906655,0.43333333333333335,10,0
takeout,action_1,high,75,2,high,1.6,0.43588989435406733,0.5333333333333333,10,0
takeout,action_1,high,75,3,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_1,high,75,3,high,-0.9,0.30000000000000004,-0.3,10,0
takeout,action_2,high,50,0,low,1.35,0.45,0.45,10,0
takeout,action_2,high,50,0,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_2,high,50,1,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,high,50,1,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,high,50,2,low,0.85,0.7762087348130011,0.2833333333333333,10,0
takeout,action_2,high,50,2,high,1.9,0.19999999999999998,0.6333333333333333,10,0
takeout,action_2,high,50,3,low,3.0,0.0,1.0,10,0
takeout,action_2,high,50,3,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,high,50,4,low,-3.0,0.0,-1.0,10,0
takeout,action_2,high,50,4,high,-1.3,0.6,-0.43333333333333335,10,0
takeout,action_2,high,75,0,low,1.35,0.45,0.45,10,0
takeout,action_2,high,75,0,high,2.0,0.0,0.6666666666666666,10,0
takeout,action_2,high,75,1,low,1.3,0.7810249675906655,0.43333333333333335,10,0
takeout,action_2,high,75,1,high,1.7,0.4,0.5666666666666667,10,0
takeout,action_2,high,75,2,low,-1.0,0.0,-0.3333333333333333,10,0
takeout,action_2,high,75,2,high,-2.7,0.45825756949558405,-0.9,10,0
takeout,action_2,high,75,3,low,0.2,0.4000000000000001,0.06666666666666667,10,0
takeout,action_2,high,75,3,high,-0.9,0.30000000000000004,-0.3,10,0
cooking,action_0,low,50,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_0,low,50,0,high,3.0,0.0,1.0,10,0
cooking,action_0,low,50,1,low,-3.0,0.0,-1.0,10,0
cooking,action_0,low,50,1,high,-3.0,0.0,-1.0,10,0
cooking,action_0,low,50,2,low,1.3,0.45825756949558394,0.43333333333333335,10,0
cooking,action_0,low,50,2,high,0.0,0.0,0.0,10,0
cooking,action_0,low,50,3,low,2.6,0.48989794855663565,0.8666666666666667,10,0
cooking,action_0,low,50,3,high,-3.0,0.0,-1.0,10,0
cooking,action_0,low,0,0,low,0.0,0.7745966692414834,0.0,10,0
cooking,action_0,low,0,0,high,1.8,0.6000000000000001,0.6,10,0
cooking,action_0,low,0,1,low,0.0,0.0,0.0,10,0
cooking,action_0,low,0,1,high,-2.4,0.48989794855663565,-0.7999999999999999,10,0
cooking,action_0,low,0,2,low,2.6,0.48989794855663565,0.8666666666666667,10,0
cooking,action_0,low,0,2,high,-1.4,0.8,-0.4666666666666666,10,0
cooking,action_0,low,0,3,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,low,0,3,high,2.7,0.45825756949558405,0.9,10,0
cooking,action_1,low,0,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,0,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,low,0,1,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_1,low,0,1,high,-2.3,0.45825756949558405,-0.7666666666666666,10,0
cooking,action_1,low,0,2,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,0,2,high,3.0,0.0,1.0,10,0
cooking,action_1,low,0,3,low,3.0,0.0,1.0,10,0
cooking,action_1,low,0,3,high,-3.0,0.0,-1.0,10,0
cooking,action_0,high,75,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_0,high,75,0,high,0.8,0.4,0.26666666666666666,10,0
cooking,action_0,high,75,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,high,75,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_0,high,75,2,low,-3.0,0.0,-1.0,10,0
cooking,action_0,high,75,2,high,-3.0,0.0,-1.0,10,0
cooking,action_0,high,100,0,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,high,100,0,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_0,high,100,1,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_0,high,100,1,high,0.0,0.0,0.0,10,0
cooking,action_0,high,100,2,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,high,100,2,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_0,high,100,3,low,1.8,0.4,0.6,10,0
cooking,action_0,high,100,3,high,-1.1,1.044030650891055,-0.3666666666666667,10,0
cooking,action_0,high,100,4,low,2.3,0.45825756949558405,0.7666666666666666,10,0
cooking,action_0,high,100,4,high,-2.2,0.6,-0.7333333333333334,10,0
cooking,action_0,high,50,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_0,high,50,0,high,0.8,0.4,0.26666666666666666,10,0
cooking,action_0,high,50,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,high,50,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_0,high,50,2,low,2.6,0.48989794855663565,0.8666666666666667,10,0
cooking,action_0,high,50,2,high,-3.0,0.0,-1.0,10,0
cooking,action_0,high,50,3,low,1.8,0.4,0.6,10,0
cooking,action_0,high,50,3,high,-0.2,0.4000000000000001,-0.06666666666666667,10,0
cooking,action_0,low,75,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_0,low,75,0,high,3.0,0.0,1.0,10,0
cooking,action_0,low,75,1,low,-0.2,0.4000000000000001,-0.06666666666666667,10,0
cooking,action_0,low,75,1,high,0.0,0.0,0.0,10,0
cooking,action_0,low,75,2,low,1.1,0.7,0.3666666666666667,10,0
cooking,action_0,low,75,2,high,0.5,0.5,0.16666666666666666,10,0
cooking,action_0,low,75,3,low,0.5,0.5,0.16666666666666666,10,0
cooking,action_0,low,75,3,high,1.8,0.6000000000000001,0.6,10,0
cooking,action_0,low,100,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_0,low,100,0,high,3.0,0.0,1.0,10,0
cooking,action_0,low,100,1,low,-3.0,0.0,-1.0,10,0
cooking,action_0,low,100,1,high,-3.0,0.0,-1.0,10,0
cooking,action_0,low,100,2,low,1.8,0.4,0.6,10,0
cooking,action_0,low,100,2,high,-0.2,0.4000000000000001,-0.06666666666666667,10,0
cooking,action_0,low,100,3,low,2.6,0.48989794855663565,0.8666666666666667,10,0
cooking,action_0,low,100,3,high,-2.8,0.39999999999999997,-0.9333333333333332,10,0
cooking,action_1,low,50,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,50,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,low,50,1,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_1,low,50,1,high,-1.4,0.8,-0.4666666666666666,10,0
cooking,action_1,low,50,2,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,50,2,high,2.2,0.39999999999999997,0.7333333333333334,10,0
cooking,action_1,low,50,3,low,0.0,0.0,0.0,10,0
cooking,action_1,low,50,3,high,-3.0,0.0,-1.0,10,0
cooking,action_1,high,0,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_1,high,0,0,high,0.0,0.0,0.0,10,0
cooking,action_1,high,0,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_1,high,0,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_1,high,0,2,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,high,0,2,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,high,0,3,low,-0.5,0.5,-0.16666666666666666,10,0
cooking,action_1,high,0,3,high,-1.2,0.6000000000000001,-0.39999999999999997,10,0
cooking,action_1,high,100,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,high,100,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,high,100,1,low,-1.2,0.4,-0.39999999999999997,10,0
cooking,action_1,high,100,1,high,-2.0,0.4472135954999579,-0.6666666666666666,10,0
cooking,action_1,high,100,2,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_1,high,100,2,high,0.0,0.0,0.0,10,0
cooking,action_1,high,100,3,low,-0.2,0.4000000000000001,-0.06666666666666667,10,0
cooking,action_1,high,100,3,high,1.0,0.4472135954999579,0.3333333333333333,10,0
cooking,action_0,high,0,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_0,high,0,0,high,1.4,0.8,0.4666666666666666,10,0
cooking,action_0,high,0,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_0,high,0,1,high,0.4,0.48989794855663565,0.13333333333333333,10,0
cooking,action_0,high,0,2,low,-2.1,0.3,-0.7000000000000001,10,0
cooking,action_0,high,0,2,high,-2.0,0.4472135954999579,-0.6666666666666666,10,0
cooking,action_0,high,0,3,low,-2.2,0.39999999999999997,-0.7333333333333334,10,0
cooking,action_0,high,0,3,high,-1.3,0.6403124237432849,-0.43333333333333335,10,0
cooking,action_0,high,0,4,low,1.8,0.4,0.6,10,0
cooking,action_0,high,0,4,high,-0.2,0.4000000000000001,-0.06666666666666667,10,0
cooking,action_1,low,100,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,100,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,low,100,1,low,-1.9,0.3,-0.6333333333333333,10,0
cooking,action_1,low,100,1,high,-1.4,0.8,-0.4666666666666666,10,0
cooking,action_1,low,100,2,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,100,2,high,3.0,0.0,1.0,10,0
cooking,action_1,low,100,3,low,3.0,0.0,1.0,10,0
cooking,action_1,low,100,3,high,-3.0,0.0,-1.0,10,0
cooking,action_2,low,0,0,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,0,0,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,0,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,0,1,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,0,2,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_2,low,0,2,high,0.8,1.3266499161421599,0.26666666666666666,10,0
cooking,action_2,low,0,3,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,0,3,high,2.0,0.4472135954999579,0.6666666666666666,10,0
cooking,action_1,high,75,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,high,75,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,high,75,1,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_1,high,75,1,high,0.1,0.30000000000000004,0.03333333333333333,10,0
cooking,action_1,high,75,2,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_1,high,75,2,high,0.0,0.0,0.0,10,0
cooking,action_1,high,75,3,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,high,75,3,high,1.9,0.5385164807134505,0.6333333333333333,10,0
cooking,action_1,high,50,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,high,50,0,high,2.5,0.5,0.8333333333333334,10,0
cooking,action_1,high,50,1,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_1,high,50,1,high,0.0,0.0,0.0,10,0
cooking,action_1,high,50,2,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_1,high,50,2,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_1,high,50,3,low,0.2,0.6000000000000001,0.06666666666666667,10,0
cooking,action_1,high,50,3,high,-2.2,0.6,-0.7333333333333334,10,0
cooking,action_1,low,75,0,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,75,0,high,2.2,0.39999999999999997,0.7333333333333334,10,0
cooking,action_1,low,75,1,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_1,low,75,1,high,0.8,0.4,0.26666666666666666,10,0
cooking,action_1,low,75,2,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_1,low,75,2,high,-2.3,0.45825756949558405,-0.7666666666666666,10,0
cooking,action_1,low,75,3,low,-2.0,0.0,-0.6666666666666666,10,0
cooking,action_1,low,75,3,high,1.9,0.5385164807134505,0.6333333333333333,10,0
cooking,action_2,low,100,0,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,100,0,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,100,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,100,1,high,2.2,0.39999999999999997,0.7333333333333334,10,0
cooking,action_2,low,100,2,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_2,low,100,2,high,0.8,1.3266499161421599,0.26666666666666666,10,0
cooking,action_2,low,100,3,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_2,low,100,3,high,1.6,0.66332495807108,0.5333333333333333,10,0
cooking,action_2,low,50,0,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,50,0,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,50,1,low,-0.9,0.30000000000000004,-0.3,10,0
cooking,action_2,low,50,1,high,-0.2,1.6,-0.06666666666666667,10,0
cooking,action_2,low,50,2,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,50,2,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,50,3,low,-1.5,0.806225774829855,-0.5,10,0
cooking,action_2,low,50,3,high,-2.6,0.48989794855663565,-0.8666666666666667,10,0
cooking,action_2,low,75,0,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,75,0,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,75,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,low,75,1,high,2.8,0.39999999999999997,0.9333333333333332,10,0
cooking,action_2,low,75,2,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_2,low,75,2,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,low,75,3,low,0.0,0.0,0.0,10,0
cooking,action_2,low,75,3,high,-0.3,1.1874342087037917,-0.09999999999999999,10,0
cooking,action_2,high,0,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_2,high,0,0,high,0.0,0.0,0.0,10,0
cooking,action_2,high,0,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,high,0,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,high,0,2,low,-0.5,0.5,-0.16666666666666666,10,0
cooking,action_2,high,0,2,high,-1.3,0.6403124237432849,-0.43333333333333335,10,0
cooking,action_2,high,75,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_2,high,75,0,high,1.4,0.8,0.4666666666666666,10,0
cooking,action_2,high,75,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,high,75,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,high,75,2,low,-0.5,0.5,-0.16666666666666666,10,0
cooking,action_2,high,75,2,high,-1.3,0.6403124237432849,-0.43333333333333335,10,0
cooking,action_2,high,75,3,low,0.0,0.0,0.0,10,0
cooking,action_2,high,75,3,high,-3.0,0.0,-1.0,10,0
cooking,action_2,high,50,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_2,high,50,0,high,0.0,0.0,0.0,10,0
cooking,action_2,high,50,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,high,50,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,high,50,2,low,0.2,0.6000000000000001,0.06666666666666667,10,0
cooking,action_2,high,50,2,high,-2.2,0.6,-0.7333333333333334,10,0
cooking,action_2,high,50,3,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_2,high,50,3,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,high,100,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10,0
cooking,action_2,high,100,0,high,0.0,0.0,0.0,10,0
cooking,action_2,high,100,1,low,-1.0,0.0,-0.3333333333333333,10,0
cooking,action_2,high,100,1,high,2.1,0.3,0.7000000000000001,10,0
cooking,action_2,high,100,2,low,-0.8,0.4,-0.26666666666666666,10,0
cooking,action_2,high,100,2,high,2.0,0.4472135954999579,0.6666666666666666,10,0
cooking,action_2,high,100,3,low,0.6,0.8,0.19999999999999998,10,0
cooking,action_2,high,100,3,high,-0.2,0.4000000000000001,-0.06666666666666667,10,0
apples,action_0,low,0,0,low,0.0,0.0,0.0,10,0
apples,action_0,low,0,0,high,3.0,0.0,1.0,10,0
apples,action_0,low,0,1,low,0.0,0.0,0.0,10,0
apples,action_0,low,0,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_0,low,0,2,low,0.0,0.0,0.0,10,0
apples,action_0,low,0,2,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,low,0,3,low,0.0,0.0,0.0,10,0
apples,action_0,low,0,3,high,-3.0,0.0,-1.0,10,0
apples,action_0,low,75,0,low,0.0,0.0,0.0,10,0
apples,action_0,low,75,0,high,3.0,0.0,1.0,10,0
apples,action_0,low,75,1,low,0.0,0.0,0.0,10,0
apples,action_0,low,75,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_0,low,75,2,low,0.0,0.0,0.0,10,0
apples,action_0,low,75,2,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,low,50,0,low,0.0,0.0,0.0,10,0
apples,action_0,low,50,0,high,3.0,0.0,1.0,10,0
apples,action_0,low,50,1,low,0.0,0.0,0.0,10,0
apples,action_0,low,50,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_0,low,50,2,low,0.0,0.0,0.0,10,0
apples,action_0,low,50,2,high,3.0,0.0,1.0,10,0
apples,action_0,low,50,3,low,0.0,0.0,0.0,10,0
apples,action_0,low,50,3,high,2.0,0.0,0.6666666666666666,10,0
apples,action_0,low,100,0,low,0.0,0.0,0.0,10,0
apples,action_0,low,100,0,high,3.0,0.0,1.0,10,0
apples,action_0,low,100,1,low,0.0,0.0,0.0,10,0
apples,action_0,low,100,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_0,low,100,2,low,0.0,0.0,0.0,10,0
apples,action_0,low,100,2,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,high,0,0,low,0.0,0.0,0.0,10,0
apples,action_0,high,0,0,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,high,0,1,low,0.0,0.0,0.0,10,0
apples,action_0,high,0,1,high,0.0,0.0,0.0,10,0
apples,action_0,high,0,2,low,0.4,0.4898979485566356,0.13333333333333333,10,0
apples,action_0,high,0,2,high,-3.0,0.0,-1.0,10,0
apples,action_0,high,0,3,low,0.4,0.4898979485566356,0.13333333333333333,10,0
apples,action_0,high,0,3,high,-3.0,0.0,-1.0,10,0
apples,action_0,high,100,0,low,0.0,0.0,0.0,10,0
apples,action_0,high,100,0,high,0.0,0.0,0.0,10,0
apples,action_0,high,100,1,low,0.0,0.0,0.0,10,0
apples,action_0,high,100,1,high,2.3,0.45825756949558405,0.7666666666666666,10,0
apples,action_0,high,100,2,low,0.0,0.0,0.0,10,0
apples,action_0,high,100,2,high,3.0,0.0,1.0,10,0
apples,action_0,high,100,3,low,0.4,0.4898979485566356,0.13333333333333333,10,0
apples,action_0,high,100,3,high,-3.0,0.0,-1.0,10,0
apples,action_0,high,75,0,low,0.0,0.0,0.0,10,0
apples,action_0,high,75,0,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,high,75,1,low,0.0,0.0,0.0,10,0
apples,action_0,high,75,1,high,0.0,0.0,0.0,10,0
apples,action_0,high,75,2,low,0.0,0.0,0.0,10,0
apples,action_0,high,75,2,high,-3.0,0.0,-1.0,10,0
apples,action_0,high,75,3,low,0.0,0.0,0.0,10,0
apples,action_0,high,75,3,high,2.9,0.3,0.9666666666666667,10,0
apples,action_1,low,50,0,low,0.0,0.0,0.0,10,0
apples,action_1,low,50,0,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,low,50,1,low,0.0,0.0,0.0,10,0
apples,action_1,low,50,1,high,-3.0,0.0,-1.0,10,0
apples,action_1,low,50,2,low,0.0,0.0,0.0,10,0
apples,action_1,low,50,2,high,2.9,0.3,0.9666666666666667,10,0
apples,action_1,low,50,3,low,0.0,0.0,0.0,10,0
apples,action_1,low,50,3,high,0.0,0.0,0.0,10,0
apples,action_1,low,0,0,low,0.0,0.0,0.0,10,0
apples,action_1,low,0,0,high,3.0,0.0,1.0,10,0
apples,action_1,low,0,1,low,0.0,0.0,0.0,10,0
apples,action_1,low,0,1,high,-3.0,0.0,-1.0,10,0
apples,action_1,low,0,2,low,0.0,0.0,0.0,10,0
apples,action_1,low,0,2,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,low,0,3,low,0.0,0.0,0.0,10,0
apples,action_1,low,0,3,high,1.2,0.6000000000000001,0.39999999999999997,10,0
apples,action_0,high,50,0,low,0.0,0.0,0.0,10,0
apples,action_0,high,50,0,high,2.9,0.3,0.9666666666666667,10,0
apples,action_0,high,50,1,low,0.0,0.0,0.0,10,0
apples,action_0,high,50,1,high,0.0,0.0,0.0,10,0
apples,action_0,high,50,2,low,0.4,0.4898979485566356,0.13333333333333333,10,0
apples,action_0,high,50,2,high,-3.0,0.0,-1.0,10,0
apples,action_0,high,50,3,low,0.0,0.0,0.0,10,0
apples,action_0,high,50,3,high,1.2,0.6000000000000001,0.39999999999999997,10,0
apples,action_1,high,0,0,low,0.0,0.0,0.0,10,0
apples,action_1,high,0,0,high,0.0,0.0,0.0,10,0
apples,action_1,high,0,1,low,0.0,0.0,0.0,10,0
apples,action_1,high,0,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,high,0,2,low,0.0,0.0,0.0,10,0
apples,action_1,high,0,2,high,-3.0,0.0,-1.0,10,0
apples,action_1,low,75,0,low,0.0,0.0,0.0,10,0
apples,action_1,low,75,0,high,2.9,0.3,0.9666666666666667,10,0
apples,action_1,low,75,1,low,0.0,0.0,0.0,10,0
apples,action_1,low,75,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,low,75,2,low,0.0,0.0,0.0,10,0
apples,action_1,low,75,2,high,-3.0,0.0,-1.0,10,0
apples,action_1,low,75,3,low,0.0,0.0,0.0,10,0
apples,action_1,low,75,3,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,low,100,0,low,0.0,0.0,0.0,10,0
apples,action_1,low,100,0,high,2.9,0.3,0.9666666666666667,10,0
apples,action_1,low,100,1,low,0.0,0.0,0.0,10,0
apples,action_1,low,100,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,low,100,2,low,0.0,0.0,0.0,10,0
apples,action_1,low,100,2,high,-3.0,0.0,-1.0,10,0
apples,action_1,low,100,3,low,0.0,0.0,0.0,10,0
apples,action_1,low,100,3,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,high,75,0,low,0.0,0.0,0.0,10,0
apples,action_1,high,75,0,high,-0.9,0.30000000000000004,-0.3,10,0
apples,action_1,high,75,1,low,0.0,0.0,0.0,10,0
apples,action_1,high,75,1,high,2.0,0.0,0.6666666666666666,10,0
apples,action_1,high,75,2,low,0.0,0.0,0.0,10,0
apples,action_1,high,75,2,high,-3.0,0.0,-1.0,10,0
