scenario_label,observed_action,motivation,alt_idx,motivation_query,v_raw,v_raw_std,v,n_runs
birthday,action_3,high,1,low,2.95,0.15,0.9833333333333334,10
birthday,action_3,high,1,high,-0.8,0.6,-0.26666666666666666,10
birthday,action_3,high,2,low,2.0,0.31622776601683794,0.6666666666666666,10
birthday,action_3,high,2,high,2.4699999999999998,0.08999999999999994,0.8233333333333333,10
birthday,action_3,high,3,low,1.85,0.45,0.6166666666666667,10
birthday,action_3,high,3,high,2.02,0.060000000000000046,0.6733333333333333,10
birthday,action_3,high,4,low,-1.9,0.66332495807108,-0.6333333333333333,10
birthday,action_3,high,4,high,-2.95,0.15,-0.9833333333333334,10
birthday,action_3,high,5,low,-2.0,0.3872983346207417,-0.6666666666666666,10
birthday,action_3,high,5,high,-1.35,0.45,-0.45,10
birthday,action_3,high,6,low,2.95,0.15,0.9833333333333334,10
birthday,action_3,high,6,high,-1.35,0.45,-0.45,10
birthday,action_3,high,7,low,1.25,0.33541019662496846,0.4166666666666667,10
birthday,action_3,high,7,high,1.15,0.22912878474779202,0.3833333333333333,10
birthday,action_3,high,8,low,1.95,0.2692582403567252,0.65,10
birthday,action_3,high,8,high,2.42,0.16613247725836147,0.8066666666666666,10
brunch,action_0,low,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_0,low,0,high,-3.0,0.0,-1.0,10
brunch,action_0,low,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_0,low,1,high,-3.0,0.0,-1.0,10
brunch,action_0,low,2,low,0.6,0.66332495807108,0.19999999999999998,10
brunch,action_0,low,2,high,-3.0,0.0,-1.0,10
brunch,action_0,low,3,low,-1.45,0.15,-0.48333333333333334,10
brunch,action_0,low,3,high,2.0,0.0,0.6666666666666666,10
brunch,action_0,low,4,low,1.86,0.7799999999999999,0.62,10
brunch,action_0,low,4,high,3.0,0.0,1.0,10
brunch,action_0,low,5,low,1.6,0.3,0.5333333333333333,10
brunch,action_0,low,5,high,3.0,0.0,1.0,10
brunch,action_0,low,6,low,2.66,0.2497999199359359,0.8866666666666667,10
brunch,action_0,low,6,high,-3.0,0.0,-1.0,10
brunch,action_0,low,7,low,1.4300000000000002,0.6542935121182236,0.47666666666666674,10
brunch,action_0,low,7,high,2.5,0.0,0.8333333333333334,10
brunch,action_0,high,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_0,high,0,high,-3.0,0.0,-1.0,10
brunch,action_0,high,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_0,high,1,high,-3.0,0.0,-1.0,10
brunch,action_0,high,2,low,0.0,0.4472135954999579,0.0,10
brunch,action_0,high,2,high,-3.0,0.0,-1.0,10
brunch,action_0,high,3,low,-3.0,0.0,-1.0,10
brunch,action_0,high,3,high,-3.0,0.0,-1.0,10
brunch,action_0,high,4,low,2.17,0.7655716818169283,0.7233333333333333,10
brunch,action_0,high,4,high,3.0,0.0,1.0,10
brunch,action_0,high,5,low,1.67,0.6542935121182236,0.5566666666666666,10
brunch,action_0,high,5,high,2.5,0.0,0.8333333333333334,10
brunch,action_0,high,6,low,0.0,0.0,0.0,10
brunch,action_0,high,6,high,0.0,0.0,0.0,10
brunch,action_0,high,7,low,1.75,0.2872281323269015,0.5833333333333334,10
brunch,action_0,high,7,high,3.0,0.0,1.0,10
brunch,action_0,high,8,low,0.3,0.4774934554525328,0.09999999999999999,10
brunch,action_0,high,8,high,-3.0,0.0,-1.0,10
brunch,action_1,low,0,low,-2.35,0.22912878474779202,-0.7833333333333333,10
brunch,action_1,low,0,high,-3.0,0.0,-1.0,10
brunch,action_1,low,1,low,2.63,0.27221315177632394,0.8766666666666666,10
brunch,action_1,low,1,high,-3.0,0.0,-1.0,10
brunch,action_1,low,2,low,0.27,0.6372597586541928,0.09000000000000001,10
brunch,action_1,low,2,high,-3.0,0.0,-1.0,10
brunch,action_1,low,3,low,1.72,0.6749814812274483,0.5733333333333334,10
brunch,action_1,low,3,high,2.5,0.0,0.8333333333333334,10
brunch,action_1,low,4,low,0.96,0.5102940328869229,0.32,10
brunch,action_1,low,4,high,1.8,0.33166247903554,0.6,10
brunch,action_1,low,5,low,2.55,0.2202271554554524,0.85,10
brunch,action_1,low,5,high,-3.0,0.0,-1.0,10
brunch,action_1,low,6,low,-1.0,0.0,-0.3333333333333333,10
brunch,action_1,low,6,high,1.05,0.15,0.35000000000000003,10
brunch,action_1,low,7,low,1.53,0.753724087448451,0.51,10
brunch,action_1,low,7,high,1.0,0.0,0.3333333333333333,10
brunch,action_1,low,8,low,1.8,0.30331501776206204,0.6,10
brunch,action_1,low,8,high,3.0,0.0,1.0,10
brunch,action_1,high,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_1,high,0,high,-3.0,0.0,-1.0,10
brunch,action_1,high,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_1,high,1,high,-3.0,0.0,-1.0,10
brunch,action_1,high,2,low,0.27,0.6372597586541928,0.09000000000000001,10
brunch,action_1,high,2,high,-3.0,0.0,-1.0,10
brunch,action_1,high,3,low,1.78,0.66,0.5933333333333334,10
brunch,action_1,high,3,high,2.5,0.0,0.8333333333333334,10
brunch,action_1,high,4,low,-1.0399999999999998,0.07999999999999999,-0.3466666666666666,10
brunch,action_1,high,4,high,2.5,0.0,0.8333333333333334,10
brunch,action_1,high,5,low,2.23,0.21931712199461306,0.7433333333333333,10
brunch,action_1,high,5,high,2.5,0.0,0.8333333333333334,10
brunch,action_1,high,6,low,1.7899999999999998,0.30149626863362666,0.5966666666666666,10
brunch,action_1,high,6,high,3.0,0.0,1.0,10
brunch,action_1,high,7,low,1.7700000000000002,0.4001249804748512,0.5900000000000001,10
brunch,action_1,high,7,high,2.45,0.15,0.8166666666666668,10
brunch,action_1,high,8,low,1.86,0.38781438859330636,0.62,10
brunch,action_1,high,8,high,2.5,0.0,0.8333333333333334,10
brunch,action_2,low,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_2,low,0,high,-3.0,0.0,-1.0,10
brunch,action_2,low,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_2,low,1,high,-3.0,0.0,-1.0,10
brunch,action_2,low,2,low,0.27,0.6372597586541928,0.09000000000000001,10
brunch,action_2,low,2,high,-3.0,0.0,-1.0,10
brunch,action_2,low,3,low,1.5100000000000002,0.67446274915669,0.5033333333333334,10
brunch,action_2,low,3,high,2.0,0.0,0.6666666666666666,10
brunch,action_2,low,4,low,1.8,0.30331501776206204,0.6,10
brunch,action_2,low,4,high,3.0,0.0,1.0,10
brunch,action_2,low,5,low,1.83,0.6649060083951717,0.61,10
brunch,action_2,low,5,high,2.5,0.0,0.8333333333333334,10
brunch,action_2,low,6,low,1.78,0.7291090453423273,0.5933333333333334,10
brunch,action_2,low,6,high,2.35,0.22912878474779202,0.7833333333333333,10
brunch,action_2,low,7,low,0.32999999999999996,0.4243819034784589,0.10999999999999999,10
brunch,action_2,low,7,high,0.0,0.0,0.0,10
brunch,action_2,high,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_2,high,0,high,-3.0,0.0,-1.0,10
brunch,action_2,high,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_2,high,1,high,-3.0,0.0,-1.0,10
brunch,action_2,high,2,low,0.27,0.6372597586541928,0.09000000000000001,10
brunch,action_2,high,2,high,-3.0,0.0,-1.0,10
brunch,action_2,high,3,low,2.13,0.7694803441284254,0.71,10
brunch,action_2,high,3,high,3.0,0.0,1.0,10
brunch,action_2,high,4,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_2,high,4,high,-3.0,0.0,-1.0,10
brunch,action_2,high,5,low,1.7400000000000002,0.68,0.5800000000000001,10
brunch,action_2,high,5,high,2.5,0.0,0.8333333333333334,10
brunch,action_2,high,6,low,1.8699999999999999,0.685638388656878,0.6233333333333333,10
brunch,action_2,high,6,high,2.5,0.0,0.8333333333333334,10
brunch,action_2,high,7,low,2.06,0.290516780926679,0.6866666666666666,10
brunch,action_2,high,7,high,2.5,0.0,0.8333333333333334,10
brunch,action_3,low,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_3,low,0,high,-3.0,0.0,-1.0,10
brunch,action_3,low,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_3,low,1,high,-3.0,0.0,-1.0,10
brunch,action_3,low,2,low,0.6,0.66332495807108,0.19999999999999998,10
brunch,action_3,low,2,high,-3.0,0.0,-1.0,10
brunch,action_3,low,3,low,1.73,0.30675723300355934,0.5766666666666667,10
brunch,action_3,low,3,high,3.0,0.0,1.0,10
brunch,action_3,low,4,low,2.13,0.7694803441284254,0.71,10
brunch,action_3,low,4,high,3.0,0.0,1.0,10
brunch,action_3,low,5,low,-1.3800000000000001,0.29597297173897485,-0.46,10
brunch,action_3,low,5,high,2.0,0.0,0.6666666666666666,10
brunch,action_3,low,6,low,1.78,0.2993325909419153,0.5933333333333334,10
brunch,action_3,low,6,high,3.0,0.0,1.0,10
brunch,action_3,low,7,low,2.6,0.24494897427831777,0.8666666666666667,10
brunch,action_3,low,7,high,-3.0,0.0,-1.0,10
brunch,action_3,high,0,low,-2.0,0.0,-0.6666666666666666,10
brunch,action_3,high,0,high,-3.0,0.0,-1.0,10
brunch,action_3,high,1,low,2.4,0.19999999999999998,0.7999999999999999,10
brunch,action_3,high,1,high,-3.0,0.0,-1.0,10
brunch,action_3,high,2,low,0.27,0.6372597586541928,0.09000000000000001,10
brunch,action_3,high,2,high,-3.0,0.0,-1.0,10
brunch,action_3,high,3,low,2.13,0.7694803441284254,0.71,10
brunch,action_3,high,3,high,3.0,0.0,1.0,10
brunch,action_3,high,4,low,1.8,0.30331501776206204,0.6,10
brunch,action_3,high,4,high,3.0,0.0,1.0,10
brunch,action_3,high,5,low,2.0599999999999996,0.2835489375751565,0.6866666666666665,10
brunch,action_3,high,5,high,2.5,0.0,0.8333333333333334,10
brunch,action_3,high,6,low,1.8,0.43588989435406744,0.6,10
brunch,action_3,high,6,high,2.0,0.0,0.6666666666666666,10
brunch,action_3,high,7,low,-2.35,0.22912878474779202,-0.7833333333333333,10
brunch,action_3,high,7,high,-3.0,0.0,-1.0,10
brunch,action_3,high,8,low,2.63,0.27221315177632394,0.8766666666666666,10
brunch,action_3,high,8,high,-3.0,0.0,-1.0,10
brunch,action_3,high,9,low,1.78,0.2993325909419153,0.5933333333333334,10
brunch,action_3,high,9,high,3.0,0.0,1.0,10
cooking,action_0,low,0,low,0.3,0.24494897427831783,0.09999999999999999,10
cooking,action_0,low,0,high,2.0,0.0,0.6666666666666666,10
cooking,action_0,low,1,low,0.3,1.4000000000000001,0.09999999999999999,10
cooking,action_0,low,1,high,-2.5,0.5,-0.8333333333333334,10
cooking,action_0,low,2,low,2.2800000000000002,0.4853864439804639,0.7600000000000001,10
cooking,action_0,low,2,high,-3.0,0.0,-1.0,10
cooking,action_0,low,3,low,-0.5,0.6708203932499369,-0.16666666666666666,10
cooking,action_0,low,3,high,-1.5,0.5,-0.5,10
cooking,action_0,low,4,low,2.2199999999999998,0.3944616584663204,0.7399999999999999,10
cooking,action_0,low,4,high,-3.0,0.0,-1.0,10
cooking,action_0,low,5,low,-1.15,0.32015621187164245,-0.3833333333333333,10
cooking,action_0,low,5,high,1.0,0.0,0.3333333333333333,10
cooking,action_0,low,6,low,-0.75,0.4031128874149275,-0.25,10
cooking,action_0,low,6,high,1.0,0.0,0.3333333333333333,10
cooking,action_0,low,7,low,-3.0,0.0,-1.0,10
cooking,action_0,low,7,high,3.0,0.0,1.0,10
cooking,action_0,low,8,low,2.35,0.3905124837953327,0.7833333333333333,10
cooking,action_0,low,8,high,-2.0,0.0,-0.6666666666666666,10
cooking,action_0,high,0,low,-1.03,0.16763054614240208,-0.3433333333333333,10
cooking,action_0,high,0,high,2.0,0.0,0.6666666666666666,10
cooking,action_0,high,1,low,-1.0,0.0,-0.3333333333333333,10
cooking,action_0,high,1,high,2.0,0.0,0.6666666666666666,10
cooking,action_0,high,2,low,0.27,1.355027674994131,0.09000000000000001,10
cooking,action_0,high,2,high,-2.5,0.5,-0.8333333333333334,10
cooking,action_0,high,3,low,-0.35,1.8980252896102308,-0.11666666666666665,10
cooking,action_0,high,3,high,-2.4,0.9165151389911679,-0.7999999999999999,10
cooking,action_0,high,4,low,-1.1199999999999999,0.29933259094191533,-0.3733333333333333,10
cooking,action_0,high,4,high,3.0,0.0,1.0,10
cooking,action_0,high,5,low,-1.3,0.45825756949558405,-0.43333333333333335,10
cooking,action_0,high,5,high,3.0,0.0,1.0,10
cooking,action_0,high,6,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_0,high,6,high,-3.0,0.0,-1.0,10
cooking,action_0,high,7,low,2.3,0.4,0.7666666666666666,10
cooking,action_0,high,7,high,-3.0,0.0,-1.0,10
cooking,action_0,high,8,low,-1.3699999999999999,0.5762811813689563,-0.4566666666666666,10
cooking,action_0,high,8,high,3.0,0.0,1.0,10
cooking,action_1,low,0,low,-1.03,0.4337049688440288,-0.3433333333333333,10
cooking,action_1,low,0,high,2.7,0.45825756949558405,0.9,10
cooking,action_1,low,1,low,-1.3,0.7810249675906655,-0.43333333333333335,10
cooking,action_1,low,1,high,-0.6,0.8000000000000002,-0.19999999999999998,10
cooking,action_1,low,2,low,-0.35,0.5499999999999999,-0.11666666666666665,10
cooking,action_1,low,2,high,2.7,0.45825756949558405,0.9,10
cooking,action_1,low,3,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_1,low,3,high,-3.0,0.0,-1.0,10
cooking,action_1,low,4,low,-1.4,0.6244997998398398,-0.4666666666666666,10
cooking,action_1,low,4,high,3.0,0.0,1.0,10
cooking,action_1,low,5,low,-0.9,0.30000000000000004,-0.3,10
cooking,action_1,low,5,high,2.0,0.0,0.6666666666666666,10
cooking,action_1,low,6,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_1,low,6,high,-3.0,0.0,-1.0,10
cooking,action_1,low,7,low,-1.3699999999999999,0.5762811813689563,-0.4566666666666666,10
cooking,action_1,low,7,high,3.0,0.0,1.0,10
cooking,action_1,low,8,low,0.5,0.6708203932499369,0.16666666666666666,10
cooking,action_1,low,8,high,1.0,0.0,0.3333333333333333,10
cooking,action_1,high,0,low,-0.32,0.49152822909778027,-0.10666666666666667,10
cooking,action_1,high,0,high,2.7,0.45825756949558405,0.9,10
cooking,action_1,high,1,low,-0.5,0.6324555320336759,-0.16666666666666666,10
cooking,action_1,high,1,high,2.7,0.45825756949558405,0.9,10
cooking,action_1,high,2,low,-0.35,0.5499999999999999,-0.11666666666666665,10
cooking,action_1,high,2,high,2.7,0.45825756949558405,0.9,10
cooking,action_1,high,3,low,-0.48,0.6273754856543249,-0.16,10
cooking,action_1,high,3,high,2.0,0.0,0.6666666666666666,10
cooking,action_1,high,4,low,-1.2,0.4,-0.39999999999999997,10
cooking,action_1,high,4,high,2.1,0.3,0.7000000000000001,10
cooking,action_1,high,5,low,-0.8699999999999999,0.4605431575867782,-0.29,10
cooking,action_1,high,5,high,2.1,0.3,0.7000000000000001,10
cooking,action_1,high,6,low,-0.25,0.6800735254367721,-0.08333333333333333,10
cooking,action_1,high,6,high,-0.8,0.6,-0.26666666666666666,10
cooking,action_1,high,7,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_1,high,7,high,-3.0,0.0,-1.0,10
cooking,action_1,high,8,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_1,high,8,high,-3.0,0.0,-1.0,10
cooking,action_1,high,9,low,-1.1800000000000002,0.3627671429443411,-0.39333333333333337,10
cooking,action_1,high,9,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,low,0,low,-1.0,0.3872983346207417,-0.3333333333333333,10
cooking,action_2,low,0,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,low,1,low,2.12,0.5381449618829484,0.7066666666666667,10
cooking,action_2,low,1,high,-2.6,0.48989794855663565,-0.8666666666666667,10
cooking,action_2,low,2,low,-0.47000000000000003,0.59,-0.15666666666666668,10
cooking,action_2,low,2,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,low,3,low,-0.65,0.55,-0.21666666666666667,10
cooking,action_2,low,3,high,-0.6,0.8000000000000002,-0.19999999999999998,10
cooking,action_2,low,4,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_2,low,4,high,-3.0,0.0,-1.0,10
cooking,action_2,low,5,low,1.02,0.8022468448052631,0.34,10
cooking,action_2,low,5,high,-1.9,0.3,-0.6333333333333333,10
cooking,action_2,low,6,low,-0.35,0.5499999999999999,-0.11666666666666665,10
cooking,action_2,low,6,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,low,7,low,2.3,0.4,0.7666666666666666,10
cooking,action_2,low,7,high,-3.0,0.0,-1.0,10
cooking,action_2,low,8,low,-1.3699999999999999,0.5762811813689563,-0.4566666666666666,10
cooking,action_2,low,8,high,3.0,0.0,1.0,10
cooking,action_2,high,0,low,-1.35,0.55,-0.45,10
cooking,action_2,high,0,high,3.0,0.0,1.0,10
cooking,action_2,high,1,low,-0.53,0.6841783393238929,-0.17666666666666667,10
cooking,action_2,high,1,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,high,2,low,-0.45,0.5678908345800274,-0.15,10
cooking,action_2,high,2,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,high,3,low,-0.8699999999999999,0.4605431575867782,-0.29,10
cooking,action_2,high,3,high,2.1,0.3,0.7000000000000001,10
cooking,action_2,high,4,low,-1.0,0.6324555320336759,-0.3333333333333333,10
cooking,action_2,high,4,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,high,5,low,0.3,0.7810249675906654,0.09999999999999999,10
cooking,action_2,high,5,high,-2.0,0.0,-0.6666666666666666,10
cooking,action_2,high,6,low,-0.47000000000000003,0.59,-0.15666666666666668,10
cooking,action_2,high,6,high,2.7,0.45825756949558405,0.9,10
cooking,action_2,high,7,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_2,high,7,high,-3.0,0.0,-1.0,10
cooking,action_2,high,8,low,-1.1,0.5385164807134505,-0.3666666666666667,10
cooking,action_2,high,8,high,2.1,0.3,0.7000000000000001,10
cooking,action_3,low,0,low,-0.18,1.2048236385463227,-0.06,10
cooking,action_3,low,0,high,-1.6,0.8,-0.5333333333333333,10
cooking,action_3,low,1,low,0.65,0.7088723439378912,0.21666666666666667,10
cooking,action_3,low,1,high,1.0,0.0,0.3333333333333333,10
cooking,action_3,low,2,low,-1.25,0.4031128874149275,-0.4166666666666667,10
cooking,action_3,low,2,high,3.0,0.0,1.0,10
cooking,action_3,low,3,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_3,low,3,high,-3.0,0.0,-1.0,10
cooking,action_3,low,4,low,0.22000000000000003,1.2789057822998535,0.07333333333333335,10
cooking,action_3,low,4,high,-1.2,0.4,-0.39999999999999997,10
cooking,action_3,low,5,low,1.8,0.9539392014169457,0.6,10
cooking,action_3,low,5,high,-1.7,0.45825756949558405,-0.5666666666666667,10
cooking,action_3,low,6,low,-1.3,0.7810249675906655,-0.43333333333333335,10
cooking,action_3,low,6,high,0.6,1.1135528725660044,0.19999999999999998,10
cooking,action_3,low,7,low,-1.3,0.6,-0.43333333333333335,10
cooking,action_3,low,7,high,1.1,0.3,0.3666666666666667,10
cooking,action_3,low,8,low,0.25,0.6020797289396148,0.08333333333333333,10
cooking,action_3,low,8,high,-1.9,0.3,-0.6333333333333333,10
cooking,action_3,low,9,low,2.38,0.41182520563948,0.7933333333333333,10
cooking,action_3,low,9,high,-3.0,0.0,-1.0,10
cooking,action_3,high,0,low,-0.53,0.6841783393238929,-0.17666666666666667,10
cooking,action_3,high,0,high,3.0,0.0,1.0,10
cooking,action_3,high,1,low,-1.3,0.7810249675906655,-0.43333333333333335,10
cooking,action_3,high,1,high,-0.6,0.8000000000000002,-0.19999999999999998,10
cooking,action_3,high,2,low,-0.45,0.5678908345800274,-0.15,10
cooking,action_3,high,2,high,2.0,0.0,0.6666666666666666,10
cooking,action_3,high,3,low,-0.37,0.5762811813689563,-0.12333333333333334,10
cooking,action_3,high,3,high,2.7,0.45825756949558405,0.9,10
cooking,action_3,high,4,low,0.25,0.6800735254367721,0.08333333333333333,10
cooking,action_3,high,4,high,-0.8,0.6,-0.26666666666666666,10
cooking,action_3,high,5,low,2.3,0.4,0.7666666666666666,10
cooking,action_3,high,5,high,-3.0,0.0,-1.0,10
cooking,action_3,high,6,low,0.6,1.5132745950421556,0.19999999999999998,10
cooking,action_3,high,6,high,-2.5,0.806225774829855,-0.8333333333333334,10
cooking,action_3,high,7,low,-0.75,0.51234753829798,-0.25,10
cooking,action_3,high,7,high,1.1,0.3,0.3666666666666667,10
cooking,action_3,high,8,low,-1.25,0.4031128874149275,-0.4166666666666667,10
cooking,action_3,high,8,high,3.0,0.0,1.0,10
dip,action_0,low,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,low,0,high,-3.0,0.0,-1.0,10
dip,action_0,low,1,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,low,1,high,-3.0,0.0,-1.0,10
dip,action_0,low,2,low,-0.9,0.30000000000000004,-0.3,10
dip,action_0,low,2,high,0.1,0.30000000000000004,0.03333333333333333,10
dip,action_0,low,3,low,-2.0,0.0,-0.6666666666666666,10
dip,action_0,low,3,high,3.0,0.0,1.0,10
dip,action_0,low,4,low,-1.2,0.4,-0.39999999999999997,10
dip,action_0,low,4,high,3.0,0.0,1.0,10
dip,action_0,low,5,low,-1.2,0.4,-0.39999999999999997,10
dip,action_0,low,5,high,2.0,0.0,0.6666666666666666,10
dip,action_0,low,6,low,1.0,0.0,0.3333333333333333,10
dip,action_0,low,6,high,-3.0,0.0,-1.0,10
dip,action_0,low,7,low,0.0,0.0,0.0,10
dip,action_0,low,7,high,-2.0,0.0,-0.6666666666666666,10
dip,action_0,low,8,low,-1.9,0.3,-0.6333333333333333,10
dip,action_0,low,8,high,2.0,0.0,0.6666666666666666,10
dip,action_0,low,9,low,-2.9,0.3,-0.9666666666666667,10
dip,action_0,low,9,high,3.0,0.0,1.0,10
dip,action_0,high,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,high,0,high,-3.0,0.0,-1.0,10
dip,action_0,high,1,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,high,1,high,-3.0,0.0,-1.0,10
dip,action_0,high,2,low,-0.9,0.30000000000000004,-0.3,10
dip,action_0,high,2,high,0.7,0.45825756949558394,0.2333333333333333,10
dip,action_0,high,3,low,-2.0,0.0,-0.6666666666666666,10
dip,action_0,high,3,high,3.0,0.0,1.0,10
dip,action_0,high,4,low,-1.2,0.4,-0.39999999999999997,10
dip,action_0,high,4,high,3.0,0.0,1.0,10
dip,action_0,high,5,low,0.0,0.0,0.0,10
dip,action_0,high,5,high,1.5,0.5,0.5,10
dip,action_0,high,6,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,high,6,high,-1.1,0.3,-0.3666666666666667,10
dip,action_0,high,7,low,-1.0,0.0,-0.3333333333333333,10
dip,action_0,high,7,high,2.0,0.0,0.6666666666666666,10
dip,action_0,high,8,low,1.0,0.0,0.3333333333333333,10
dip,action_0,high,8,high,-2.0,0.0,-0.6666666666666666,10
dip,action_1,low,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_1,low,0,high,-3.0,0.0,-1.0,10
dip,action_1,low,1,low,-1.0,0.0,-0.3333333333333333,10
dip,action_1,low,1,high,-3.0,0.0,-1.0,10
dip,action_1,low,2,low,3.0,0.0,1.0,10
dip,action_1,low,2,high,-3.0,0.0,-1.0,10
dip,action_1,low,3,low,-0.9,0.30000000000000004,-0.3,10
dip,action_1,low,3,high,0.0,0.0,0.0,10
dip,action_1,low,4,low,-2.0,0.0,-0.6666666666666666,10
dip,action_1,low,4,high,3.0,0.0,1.0,10
dip,action_1,low,5,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,low,5,high,3.0,0.0,1.0,10
dip,action_1,low,6,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,low,6,high,1.4,0.48989794855663565,0.4666666666666666,10
dip,action_1,low,7,low,-2.0,0.0,-0.6666666666666666,10
dip,action_1,low,7,high,3.0,0.0,1.0,10
dip,action_1,low,8,low,0.0,0.0,0.0,10
dip,action_1,low,8,high,-3.0,0.0,-1.0,10
dip,action_1,high,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_1,high,0,high,-2.1,0.3,-0.7000000000000001,10
dip,action_1,high,1,low,0.0,0.0,0.0,10
dip,action_1,high,1,high,-2.0,0.0,-0.6666666666666666,10
dip,action_1,high,2,low,0.0,0.0,0.0,10
dip,action_1,high,2,high,1.0,0.0,0.3333333333333333,10
dip,action_1,high,3,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,high,3,high,0.4,0.48989794855663565,0.13333333333333333,10
dip,action_1,high,4,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,high,4,high,2.0,0.0,0.6666666666666666,10
dip,action_1,high,5,low,3.0,0.0,1.0,10
dip,action_1,high,5,high,-3.0,0.0,-1.0,10
dip,action_1,high,6,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,high,6,high,2.0,0.0,0.6666666666666666,10
dip,action_1,high,7,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,high,7,high,2.0,0.0,0.6666666666666666,10
dip,action_1,high,8,low,-1.2,0.4,-0.39999999999999997,10
dip,action_1,high,8,high,3.0,0.0,1.0,10
dip,action_2,low,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_2,low,0,high,-2.1,0.3,-0.7000000000000001,10
dip,action_2,low,1,low,0.0,0.0,0.0,10
dip,action_2,low,1,high,1.0,0.0,0.3333333333333333,10
dip,action_2,low,2,low,0.0,0.0,0.0,10
dip,action_2,low,2,high,-1.1,0.3,-0.3666666666666667,10
dip,action_2,low,3,low,3.0,0.0,1.0,10
dip,action_2,low,3,high,-3.0,0.0,-1.0,10
dip,action_2,low,4,low,-1.2,0.4,-0.39999999999999997,10
dip,action_2,low,4,high,2.0,0.0,0.6666666666666666,10
dip,action_2,low,5,low,-1.2,0.4,-0.39999999999999997,10
dip,action_2,low,5,high,3.0,0.0,1.0,10
dip,action_2,low,6,low,-1.4,0.48989794855663565,-0.4666666666666666,10
dip,action_2,low,6,high,2.0,0.0,0.6666666666666666,10
dip,action_2,low,7,low,-2.0,0.0,-0.6666666666666666,10
dip,action_2,low,7,high,3.0,0.0,1.0,10
dip,action_2,high,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_2,high,0,high,-2.1,0.3,-0.7000000000000001,10
dip,action_2,high,1,low,0.0,0.0,0.0,10
dip,action_2,high,1,high,1.0,0.0,0.3333333333333333,10
dip,action_2,high,2,low,0.0,0.0,0.0,10
dip,action_2,high,2,high,0.0,0.0,0.0,10
dip,action_2,high,3,low,-0.9,0.30000000000000004,-0.3,10
dip,action_2,high,3,high,0.9,0.3,0.3,10
dip,action_2,high,4,low,-1.0,0.0,-0.3333333333333333,10
dip,action_2,high,4,high,2.0,0.0,0.6666666666666666,10
dip,action_2,high,5,low,-1.2,0.4,-0.39999999999999997,10
dip,action_2,high,5,high,2.0,0.0,0.6666666666666666,10
dip,action_2,high,6,low,-1.2,0.4,-0.39999999999999997,10
dip,action_2,high,6,high,2.0,0.0,0.6666666666666666,10
dip,action_2,high,7,low,1.0,0.0,0.3333333333333333,10
dip,action_2,high,7,high,-2.0,0.0,-0.6666666666666666,10
dip,action_2,high,8,low,-1.9,0.3,-0.6333333333333333,10
dip,action_2,high,8,high,2.0,0.0,0.6666666666666666,10
dip,action_3,low,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_3,low,0,high,-3.0,0.0,-1.0,10
