scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,action_text,is_share
cooking,action_1,low,0,0,eat directly from the pot,1
cooking,action_1,low,0,1,serve one person and have them eat alone,0
cooking,action_1,low,0,2,put the pasta on a large platter and eat from it together,1
cooking,action_1,low,0,3,decide not to eat the pasta,0
cooking,action_0,high,75,0,Wait for the dishwasher cycle to finish to get clean plates and serving spoon for shared pasta,1
cooking,action_0,high,75,1,Use paper plates and utensils to share the pasta,1
cooking,action_0,high,75,2,Serina eats the pasta while Liana eats a salad,0
cooking,action_0,high,100,0,use paper plates and utensils to serve the pasta,1
cooking,action_0,high,100,1,wait for the dishwasher cycle to finish to get clean plates and utensils,1
cooking,action_0,high,100,2,"eat in the kitchen, using whatever clean dishes are available",1
cooking,action_0,high,100,3,order takeout instead of eating the pasta,0
cooking,action_0,high,100,4,Liana eats the pasta in the kitchen while Serina eats her salad in the living room,0
takeout,action_2,high,75,0,"take turns using the honey mustard sauce, with one person finishing before the other starts",0
takeout,action_2,high,75,1,go downstairs to the hotel restaurant to get more sauce containers or a surface to pour the sauce onto,1
takeout,action_2,high,75,2,use the ketchup packets as a dipping sauce instead of the honey mustard,1
takeout,action_2,high,75,3,one person uses the honey mustard sauce and the other uses the ketchup packets,0
cooking,action_0,high,50,0,wait for the dishwasher cycle to finish to get clean plates and utensils to share the pasta,1
cooking,action_0,high,50,1,use paper plates or other disposable dishes to share the pasta,1
cooking,action_0,high,50,2,Serina eats the pasta and Liana eats the salad,0
cooking,action_0,high,50,3,they order takeout or other food to share instead of eating the pasta and salad,1
cooking,action_0,low,75,0,"Share the pasta, with each taking a portion",1
cooking,action_0,low,75,1,Order or prepare a second pasta dish so each can eat it separately,0
cooking,action_0,low,75,2,"Eat together, but from separate dishes, one with pasta and one with salad",0
cooking,action_0,low,75,3,Prepare the pasta and salad together and then serve themselves a mix of both,1
cooking,action_0,low,100,0,Liana and Serina share the pasta,1
cooking,action_0,low,100,1,Serina eats the pasta while Liana eats a salad,0
cooking,action_0,low,100,2,They order or make something else to eat together,1
cooking,action_0,low,100,3,Both Liana and Serina eat the salad,1
cooking,action_1,low,50,0,eat directly from the pot,1
cooking,action_1,low,50,1,serve one person entirely before the other,0
cooking,action_1,low,50,2,put all the pasta on one plate to share,1
cooking,action_1,low,50,3,decide not to eat together and go to separate rooms,0
cooking,action_1,high,0,0,wait for the dishwasher cycle to finish,1
cooking,action_1,high,0,1,use paper plates and disposable utensils,1
cooking,action_1,high,0,2,eat straight from the pot,1
cooking,action_1,high,0,3,one person eats while the other waits for clean dishes,0
cooking,action_1,high,100,0,eat directly from the pot,1
cooking,action_1,high,100,1,use dirty plates and spoon from the dishwasher,0
cooking,action_1,high,100,2,wait for the dishwasher cycle to finish,0
cooking,action_1,high,100,3,choose a different serving method that doesn't require a clean spoon,0
cooking,action_0,high,0,0,Liana and Serina wait for the dishwasher cycle to finish to get clean plates and serving spoon so they can share the pasta together,1
cooking,action_0,high,0,1,"Liana eats the pasta and Serina eats the salad, but they switch meals halfway through",0
cooking,action_0,high,0,2,They use dirty or inappropriate items to serve and eat the pasta together,1
cooking,action_0,high,0,3,"Serina joins Liana in eating the pasta, but they have to use utensils and plates that are not clean",1
cooking,action_0,high,0,4,They order or make alternative meals so they can both eat together in the living room,1
cooking,action_1,low,100,0,eat directly from the pot,1
cooking,action_1,low,100,1,serve one person the entire amount of pasta,0
cooking,action_1,low,100,2,put the pasta on a large platter and eat from it together in the living room,1
cooking,action_1,low,100,3,decide not to eat the pasta and watch TV instead,0
cooking,action_2,low,0,0,use the clean plates and serving spoon to serve individual portions,0
cooking,action_2,low,0,1,serve the pasta into two separate bowls,0
cooking,action_2,low,0,2,one person serves the pasta and the other waits to be served,0
cooking,action_2,low,0,3,"eat in the kitchen, with one person serving the other, then switching",0
cooking,action_1,high,75,0,eat directly from the pot,1
cooking,action_1,high,75,1,use dirty plates and wash them by hand,0
cooking,action_1,high,75,2,wait for the dishwasher cycle to finish,0
cooking,action_1,high,75,3,use one plate and take turns,1
cooking,action_1,high,50,0,eat directly from the pot,1
cooking,action_1,high,50,1,wait for the dishwasher cycle to finish,0
cooking,action_1,high,50,2,use paper plates or alternatives,0
cooking,action_1,high,50,3,one person eats in the kitchen while the other in the living room,0
cooking,action_1,low,75,0,serve the pasta onto one large plate to share,1
cooking,action_1,low,75,1,decide to eat in the kitchen instead of moving to the living room,0
cooking,action_1,low,75,2,let one person serve and eat alone while the other waits,0
cooking,action_1,low,75,3,use a single fork to take turns eating from one plate,1
cooking,action_2,low,100,0,serve the pasta onto individual plates,0
cooking,action_2,low,100,1,use the serving spoon to serve themselves in turns,1
cooking,action_2,low,100,2,let one person serve the other,0
cooking,action_2,low,100,3,eat in the kitchen before moving to the living room,1
cooking,action_2,low,50,0,serve the pasta into individual plates,0
cooking,action_2,low,50,1,use the serving spoon to serve pasta onto one plate for one person,0
cooking,action_2,low,50,2,serve the pasta into two plates and eat together from their separate plates,1
cooking,action_2,low,50,3,decide who gets to eat the pasta and let that person eat from the pot alone,0
cooking,action_2,low,75,0,serve the pasta onto individual plates,0
cooking,action_2,low,75,1,use the serving spoon to serve portions onto plates for each person,0
cooking,action_2,low,75,2,"eat in the kitchen, but still together",1
cooking,action_2,low,75,3,one person eats while the other waits and then they switch,0
cooking,action_2,high,0,0,wait for the dishwasher cycle to finish to get clean plates and utensils,1
cooking,action_2,high,0,1,use paper plates or other disposable dishes,1
cooking,action_2,high,0,2,have one person eat from the pot while the other waits for clean dishes,0
cooking,action_2,high,75,0,wait for the dishwasher to finish and then serve the pasta onto clean plates,1
cooking,action_2,high,75,1,use paper plates or other disposable dishes to serve the pasta,1
cooking,action_2,high,75,2,have one person eat from the pot while the other waits for clean dishes,0
cooking,action_2,high,75,3,abandon the plan to eat together and have each person cook their own portion later,0
apples,action_0,low,0,0,Haoyu picks her own apple from the tree and eats it,0
apples,action_0,low,0,1,"Camille and Haoyu share the same apple, taking turns biting into it",1
apples,action_0,low,0,2,Camille offers Haoyu a bite of the apple she picked,1
apples,action_0,low,0,3,Neither of them pick or eat an apple,0
cooking,action_2,high,50,0,wait for the dishwasher cycle to finish to get clean plates and utensils,1
cooking,action_2,high,50,1,use paper plates or other disposable dishes,1
cooking,action_2,high,50,2,one person eats in the kitchen while the other eats in the living room,0
cooking,action_2,high,50,3,"use a different serving method, like a ladle, to portion out the pasta into individual bowls without utensils",1
cooking,action_2,high,100,0,wait for the dishwasher cycle to finish to get clean plates and utensils,1
cooking,action_2,high,100,1,use paper plates or other disposable alternatives,1
cooking,action_2,high,100,2,"eat in the kitchen, with one person serving the other",0
cooking,action_2,high,100,3,go out to a restaurant to eat pasta instead,1
apples,action_0,low,75,0,Haoyu picks her own apple from the same tree,0
apples,action_0,low,75,1,"Camille and Haoyu share the same apple, taking turns biting into it",1
apples,action_0,low,75,2,Haoyu takes a bite of the apple that Camille picked,1
apples,action_0,low,50,0,Haoyu picks her own apple from the same tree,0
apples,action_0,low,50,1,Camille and Haoyu share the apple Camille picked,1
apples,action_0,low,50,2,Camille offers the apple to Haoyu to taste first,1
apples,action_0,low,50,3,Haoyu asks Camille to pick an apple for her to taste,0
apples,action_0,low,100,0,Haoyu picks her own separate apple from the tree to taste,0
apples,action_0,low,100,1,Camille and Haoyu take turns biting the same apple,1
apples,action_0,low,100,2,Haoyu takes a bite of the apple that Camille picked,1
apples,action_0,high,0,0,Camille offers Haoyu a bite of the apple,1
apples,action_0,high,0,1,Camille and Haoyu walk to the far end of the orchard to pick another Jonagold apple,1
apples,action_0,high,0,2,Haoyu picks a different variety of apple to taste,0
apples,action_0,high,0,3,"Camille puts the apple back on the tree, and they move on to taste a different variety together",1
apples,action_0,high,100,0,Camille and Haoyu walk to the far end of the orchard to pick another Jonagold apple,0
apples,action_0,high,100,1,Camille cuts the apple in half to share with Haoyu,1
apples,action_0,high,100,2,Camille offers Haoyu a bite of the apple before taking a bite herself,1
apples,action_0,high,100,3,Haoyu picks a different variety of apple from a nearby tree to taste instead,0
apples,action_0,high,75,0,Camille offers Haoyu a bite of the apple,1
apples,action_0,high,75,1,Camille and Haoyu walk to the far end of the orchard to pick another Jonagold apple,1
apples,action_0,high,75,2,"Camille puts the apple back on the tree, deciding not to taste it",0
apples,action_0,high,75,3,Haoyu picks the apple from Camille's hand to take a bite,1
apples,action_1,low,50,0,Haoyu asks Camille to share the apple she picked,1
apples,action_1,low,50,1,Haoyu does not pick an apple and waits for another variety,0
apples,action_1,low,50,2,Camille offers Haoyu a bite of her apple,1
apples,action_1,low,50,3,Haoyu picks the apple that Camille was about to pick,0
apples,action_1,low,0,0,Camille offers Haoyu the apple she picked,1
apples,action_1,low,0,1,Camille and Haoyu decide not to taste any apples,0
apples,action_1,low,0,2,Haoyu asks Camille to cut the apple in half so they can share it,1
apples,action_1,low,0,3,Camille eats the apple and then picks another one for Haoyu,0
apples,action_0,high,50,0,Camille offers Haoyu the apple and Haoyu takes a bite,1
apples,action_0,high,50,1,Camille and Haoyu walk to the far end of the orchard to pick more Jonagolds,1
apples,action_0,high,50,2,Camille puts the apple back on the tree and they move on to another variety,0
apples,action_0,high,50,3,Haoyu picks another apple from a different tree and they both eat their own apples,0
apples,action_1,high,0,0,Haoyu walks to the far end of the orchard to pick another Jonagold apple from a different tree,0
apples,action_1,high,0,1,Camille and Haoyu share the apple Camille picked,1
apples,action_1,high,0,2,Haoyu decides not to taste any apples,0
apples,action_1,low,75,0,Camille offers Haoyu a bite of her apple,1
apples,action_1,low,75,1,Haoyu asks Camille to pick an apple for her,0
apples,action_1,low,75,2,They decide not to taste any apples,0
apples,action_1,low,75,3,Camille and Haoyu pick one apple together and share it,1
apples,action_1,low,100,0,Camille offers Haoyu a bite of her apple,1
apples,action_1,low,100,1,Haoyu asks Camille to pick an apple for her,0
apples,action_1,low,100,2,They decide not to taste any apples,0
apples,action_1,low,100,3,Camille and Haoyu pick one apple together and share it,1
apples,action_1,high,75,0,Haoyu waits for Camille to pick another apple from a farther tree,0
apples,action_1,high,75,1,Camille and Haoyu share the apple Camille picked,1
apples,action_1,high,75,2,Haoyu decides not to taste an apple,0
apples,action_2,low,75,0,Haoyu picks her own apple from the tree,0
apples,action_2,low,75,1,Camille eats the entire apple herself,0
apples,action_2,low,75,2,Camille and Haoyu each pick an apple and eat them together,1
apples,action_2,low,50,0,Haoyu picks her own separate apple from the same tree,0
apples,action_2,low,50,1,Camille eats the whole apple by herself,0
apples,action_2,low,50,2,They pick two separate apples from different trees to taste,0
apples,action_2,low,50,3,They decide to buy some apples from the store instead of picking,0
apples,action_1,high,50,0,Haoyu waits for Camille to finish and then they walk together to the far end to pick another Jonagold,0
apples,action_1,high,50,1,Camille offers to share the apple she picked with Haoyu,1
apples,action_1,high,50,2,Haoyu suggests they both go to the far end to pick Jonagolds together,0
apples,action_1,high,50,3,Haoyu decides not to have an apple at that moment,0
apples,action_2,low,0,0,Haoyu picks her own apple from the same tree,0
apples,action_2,low,0,1,Camille eats the entire apple herself,0
apples,action_2,low,0,2,They pick two separate apples and eat them together,1
apples,action_2,low,0,3,They decide not to taste any apples,0
apples,action_2,low,100,0,Haoyu picks her own separate apple from the same tree,0
apples,action_2,low,100,1,Camille eats the whole apple by herself,0
apples,action_2,low,100,2,Camille and Haoyu each pick an apple and eat their own together,1
apples,action_2,low,100,3,They decide not to taste any apples,0
apples,action_1,high,100,0,Camille offers Haoyu a bite of her apple,1
apples,action_1,high,100,1,Haoyu decides not to taste an apple at that moment,0
apples,action_1,high,100,2,They decide to walk to the far end of the orchard to pick a different Jonagold apple together,1
apples,action_1,high,100,3,Camille eats her apple and then they walk together to find another variety to taste,0
apples,action_2,high,50,0,Camille eats the whole apple by herself,0
apples,action_2,high,50,1,Camille and Haoyu walk to the far end to pick more Jonagold apples to taste together,1
apples,action_2,high,50,2,Camille offers to pick another apple from a different tree for Haoyu,1
apples,action_2,high,50,3,Haoyu picks a different apple variety for himself to taste,0
apples,action_2,high,100,0,Camille eats the apple alone,0
apples,action_2,high,100,1,Camille and Haoyu walk to the far end to pick another apple for Haoyu,0
apples,action_2,high,100,2,Haoyu picks a different type of apple from a nearby tree to taste,0
apples,action_2,high,100,3,They decide not to taste any apples,0
apples,action_2,high,0,0,Camille eats the whole apple by herself,0
apples,action_2,high,0,1,Camille and Haoyu go to the far end of the orchard to pick more Jonagolds to eat together,1
apples,action_2,high,0,2,Camille offers to go get another apple from the far end for Haoyu,0
apples,action_2,high,0,3,Camille suggests they move on to try a different apple variety together,1
apples,action_2,high,75,0,Camille eats the entire apple by herself,0
apples,action_2,high,75,1,Camille and Haoyu walk to the far end of the orchard to pick another Jonagold apple to share,1
apples,action_2,high,75,2,Camille offers to go get another apple from the far end for Haoyu to eat,0
apples,action_2,high,75,3,Haoyu picks a different variety of apple to taste instead,0
dip,action_0,low,75,0,Declan and Eric each try a little of both dips with both kinds of chips,1
dip,action_0,low,75,1,"Declan tries one dip and one kind of chip, while Eric tries the other dip and the other kind of chip",0
dip,action_0,low,75,2,"One person tries all the dips and chips, and then reports back to the other",0
dip,action_0,low,75,3,Declan and Eric take turns trying the different combinations of dips and chips,1
dip,action_0,low,0,0,Declan tries a chip with each dip and Eric does the same,0
dip,action_0,low,0,1,They both taste the dips and chips together to decide the best combination,1
dip,action_0,low,0,2,Declan tastes the dips and chips and reports back to Eric,0
dip,action_0,low,0,3,Eric prepares a sample plate with both dips and chips for them to share,1
dip,action_0,high,75,0,try the chips and dips together to test the flavors,1
dip,action_0,high,75,1,Declan tries the chips and dips alone to test the flavors,0
dip,action_0,high,75,2,Eric tries the chips and dips alone to test the flavors,0
dip,action_0,high,75,3,"they serve a small portion to themselves to test the flavors, but separately",0
dip,action_0,low,50,0,Declan and Eric taste the dips and chips together to ensure everything is good to serve,1
dip,action_0,low,50,1,Declan tastes the dips and chips alone to check the flavors,0
dip,action_0,low,50,2,Eric tastes the dips and chips alone to check the flavors,0
dip,action_0,low,50,3,"They take turns tasting the dips and chips, discussing their opinions",1
dip,action_0,low,100,0,Declan tries a chip with each dip and Eric does the same,0
dip,action_0,low,100,1,They take a break to taste test the chips and dips together,1
dip,action_0,low,100,2,Declan tastes the dips and reports back to Eric,0
dip,action_0,low,100,3,Eric and Declan prepare a small test plate to share and taste the snacks together,1
dip,action_0,high,100,0,Try the chips and dips together before the party to test the flavors,1
dip,action_0,high,100,1,Declan tries the chips and dips alone before the party to test the flavors,0
dip,action_0,high,100,2,Eric tries the chips and dips alone before the party to test the flavors,0
dip,action_0,high,100,3,"They set up a few appetizer plates and try the chips and dips together, then put everything away until the party",1
dip,action_0,high,50,0,Declan and Eric taste the chips and dips together to ensure they're good,1
dip,action_0,high,50,1,Declan tries the chips and dips alone to test them,0
dip,action_0,high,50,2,Eric tries the chips and dips alone to test them,0
dip,action_0,high,50,3,They take a break to dig out appetizer plates and assemble a sample platter to try together,1
dip,action_1,low,0,0,"Declan prepares a plate with dips and chips for himself, and Eric does the same separately",0
dip,action_1,low,0,1,They prepare a large shared plate with both dips and chips for everyone at the party to use,1
dip,action_1,low,0,2,Declan prepares a plate and Eric waits for him to finish before making his own,0
dip,action_1,low,0,3,"They decide to taste the dips directly from the containers, without using plates",1
dip,action_0,high,0,0,Declan tries a chip with each dip to test the flavors,0
dip,action_0,high,0,1,Eric tries a chip with each dip to test the flavors,0
dip,action_0,high,0,2,They take a break to retrieve appetizer plates and set up a sample platter with both dips and chips to try together,1
dip,action_0,high,0,3,"Declan and Eric decide to sample a few of the chips and dips together, using whatever is handy as a makeshift plate",1
dip,action_1,high,0,0,use one large plate to serve both dips and let each person take turns trying,1
dip,action_1,high,0,1,let one person try both dips first and then switch,0
dip,action_1,high,0,2,don't try the dips at all and just put them out for the party guests,0
dip,action_1,high,0,3,take turns trying each dip on a single chip,1
dip,action_1,low,75,0,share one plate with both dips and take turns tasting,1
dip,action_1,low,75,1,only make one plate with both dips and let one person taste first,0
dip,action_1,low,75,2,not taste the dips at all and just put them out for guests,0
dip,action_1,low,75,3,make a plate for one person with both dips and have the other person make their own later,0
dip,action_1,high,100,0,use one large plate to serve both dips and chips,1
dip,action_1,high,100,1,only prepare one dip to try with chips,0
dip,action_1,high,100,2,take turns trying each dip with chips from a single plate,1
dip,action_1,high,100,3,decide on one type of chip to try with both dips,0
dip,action_1,low,100,0,use one plate and take turns tasting dips and chips,0
dip,action_1,low,100,1,prepare a large communal plate with both dips and chips for sharing,1
dip,action_1,low,100,2,"let one person prepare and taste alone, while the other waits or does something else",0
dip,action_1,low,100,3,"divide dips and assign one type to each person, with no overlap",0
dip,action_1,low,50,0,try the dips together from one plate,1
dip,action_1,low,50,1,only one person tries the dips,0
dip,action_1,low,50,2,divide the dips so each person only tries one kind,0
dip,action_1,low,50,3,"don't try the dips at all, just serve them to the party guests",0
dip,action_2,low,50,0,Declan and Eric each take a separate chip and dip it in the dip of their choice,0
dip,action_2,low,50,1,Declan prepares two plates with a variety of chips and dips for them to share,1
dip,action_2,low,50,2,Declan dips a chip and hands the entire plate with dips and chips to Eric to serve himself,0
dip,action_2,low,50,3,Declan and Eric stand at the snack table together and dip chips as they please,1
dip,action_1,high,75,0,"Use one large plate to serve both dips and chips, taking turns tasting",1
dip,action_1,high,75,1,Only bring out one kind of chip and one kind of dip to try,0
dip,action_1,high,75,2,Dig out the boxed appetizer plates to use the full set,1
dip,action_1,high,75,3,Eat the dips and chips directly from the containers,0
dip,action_1,high,50,0,use one large plate to serve both dips and chips,1
dip,action_1,high,50,1,dig out the appetizer plates from the garage,1
dip,action_1,high,50,2,Declan makes a plate and Eric makes a separate plate with different dip and chip combinations,0
dip,action_1,high,50,3,they decide to serve the dips and chips directly from the containers,1
dip,action_2,low,0,0,Declan and Eric each take a separate chip and dip it in the dip of their choice,0
dip,action_2,low,0,1,They put out the chips and dips and let the party guests serve themselves,1
dip,action_2,low,0,2,Declan prepares a plate with a variety of chips and dips for Eric,0
dip,action_2,low,0,3,Declan and Eric stand at the snack table together and dip chips as they chat,1
dip,action_2,low,75,0,Declan and Eric each get their own plate with chips and dips,0
dip,action_2,low,75,1,They take turns dipping and eating whole chips,0
dip,action_2,low,75,2,Declan and Eric stand together and dip chips into the dips together,1
dip,action_2,low,75,3,Declan prepares a plate for himself and eats without offering any to Eric,0
dip,action_2,high,50,0,Declan and Eric look for an alternative to appetizer plates,1
dip,action_2,high,50,1,Declan eats the chip with dip by himself,0
dip,action_2,high,50,2,Declan and Eric take turns testing the dips without sharing the same chip,0
dip,action_2,high,50,3,They decide to dig out the appetizer plates from the garage,1
dip,action_2,high,100,0,they use whatever plates they can find as substitutes,1
dip,action_2,high,100,1,DECLAN eats the whole chip with dip by himself,0
dip,action_2,high,100,2,they take turns making their own chip and dip combinations,1
dip,action_2,high,100,3,they dig out the appetizer plates from the garage,1
drinks,action_0,low,0,0,Noah hands Ria his drink to try,1
drinks,action_0,low,0,1,Noah pours some of his drink into an empty cup for Ria,1
drinks,action_0,low,0,2,Ria declines to try the drink and walks away,0
drinks,action_0,low,0,3,Noah offers to make Ria her own version of the drink,0
dip,action_2,high,0,0,"Declan eats the whole chip, not offering any to Eric",0
dip,action_2,high,0,1,Declan and Eric take the box of party supplies to the kitchen and unpack the appetizer plates to serve the dips and chips,1
dip,action_2,high,0,2,"Declan prepares the dips and chips, then leaves the kitchen, letting Eric serve himself",0
dip,action_2,high,0,3,Declan and Eric assemble their own individual snack portions with the dips and chips,0
dip,action_2,high,0,4,Declan and Eric sit down together to taste and compare the dips and chips,1
dip,action_2,high,75,0,Declan and Eric take turns dipping separate chips into the dips to test them together,1
dip,action_2,high,75,1,Declan tests the dips alone and then serves Eric a fully prepared snack,0
dip,action_2,high,75,2,They decide to unpack the appetizer plates and serve the dips and chips in a more formal manner,1
dip,action_2,high,75,3,Eric tests the dips by dipping his own chips without Declan's involvement,0
drinks,action_0,low,75,0,Ria drinks some of Noah's cocktail,1
drinks,action_0,low,75,1,Noah pours some of his cocktail into an empty cup for Ria,1
drinks,action_0,low,75,2,Noah hands the drink to Ria and she finishes it,0
drinks,action_0,low,75,3,They decide not to drink anything,0
drinks,action_0,low,50,0,Ria drinks from Noah's cup,1
drinks,action_0,low,50,1,Noah pours some of his drink into an empty cup for Ria,1
drinks,action_0,low,50,2,Noah hands the entire drink to Ria,0
drinks,action_0,low,50,3,Ria declines to try the drink and they change subjects,0
drinks,action_0,low,100,0,Ria tries Noah's drink,1
drinks,action_0,low,100,1,Noah pours some of his drink into an empty cup for Ria,1
drinks,action_0,low,100,2,Noah hands the drink to Ria and she finishes it,0
drinks,action_0,low,100,3,Neither of them drink anything,0
drinks,action_1,low,0,0,Noah hands Ria his cup to try the drink,0
drinks,action_1,low,0,1,Ria declines to try the drink,0
drinks,action_1,low,0,2,Noah and Ria go to the bar together to make another drink,1
drinks,action_1,low,0,3,Noah offers Ria the whole drink and takes none for himself,0
drinks,action_1,low,50,0,Noah hands the drink to Ria to try,0
drinks,action_1,low,50,1,Ria goes to the bar to make her own drink,0
drinks,action_1,low,50,2,Noah and Ria both make their own separate drinks at the bar,0
drinks,action_1,low,50,3,They decide not to try the drink and move on to something else,0
drinks,action_0,high,75,0,Ria tries Noah's drink,1
drinks,action_0,high,75,1,Noah offers Ria a sip of his drink and then finishes it himself,1
drinks,action_0,high,75,2,Noah hands the drink to Ria to finish,0
drinks,action_0,high,75,3,They flag down the bartender together to get a new cup and make another one of the special cocktails,1
drinks,action_1,low,100,0,Ria drinks directly from Noah's cup,1
drinks,action_1,low,100,1,Noah doesn't offer Ria any of his drink,0
drinks,action_1,low,100,2,Ria goes to the bar to make her own version of the cocktail,0
drinks,action_1,low,100,3,Noah hands his cup to Ria and she drinks the whole thing,0
drinks,action_1,high,0,0,Noah hands Ria his cup to try the drink,1
drinks,action_1,high,0,1,Ria declines to try the drink,0
drinks,action_1,high,0,2,Noah offers to go find a bartender to get Ria her own drink,0
drinks,action_1,high,0,3,Noah finishes his drink himself and doesn't offer any to Ria,0
drinks,action_1,high,50,0,Noah hands Ria the whole drink,0
drinks,action_1,high,50,1,Noah and Ria take turns sipping from the same cup,1
drinks,action_1,high,50,2,Ria declines to try the drink,0
drinks,action_1,high,50,3,Noah declines to share the drink,0
dip,action_2,low,100,0,both take separate chips and dip them in the dips to taste,0
dip,action_2,low,100,1,Declan dips a chip and they both eat from the same chip together,1
dip,action_2,low,100,2,they prepare a plate with both dips and chips for both to graze on,1
dip,action_2,low,100,3,Eric dips the chips and Declan doesn't taste until Eric has tried them,0
dip,action_2,low,100,4,they decide not to taste the dips before serving and just put everything out,0
drinks,action_0,high,0,0,Noah hands Ria his drink for her to try,1
drinks,action_0,high,0,1,Noah offers Ria a sip of his drink and then takes it back,1
drinks,action_0,high,0,2,Ria declines to drink anything at all,0
drinks,action_0,high,0,3,Noah pours some of his drink into a nearby unclean cup or container for Ria to try,1
drinks,action_1,low,75,0,Noah hands Ria the whole drink,0
drinks,action_1,low,75,1,Ria declines to try the drink,0
drinks,action_1,low,75,2,Noah and Ria go to the bar together to make another drink,1
drinks,action_1,low,75,3,Noah lets Ria take a sip from his cup,1
drinks,action_2,low,50,0,Noah pours some of the drink into an empty cup for Ria,1
drinks,action_2,low,50,1,Ria declines to try the drink,0
drinks,action_2,low,50,2,Noah hands Ria the entire cup and she takes it,0
drinks,action_2,low,50,3,Noah offers to make another one of the cocktails for Ria,1
drinks,action_0,high,100,0,Noah offers Ria a sip of his drink and she accepts,1
drinks,action_0,high,100,1,Noah hands the drink over to Ria to finish,0
drinks,action_0,high,100,2,Ria declines to have a drink at all,0
drinks,action_0,high,100,3,Noah and Ria try to flag down the bartender together to get a new cup for Ria to try the special cocktail,1
drinks,action_0,high,50,0,Noah hands Ria his drink and she takes a sip,1
drinks,action_0,high,50,1,Noah and Ria go together to flag down the bartender to get a clean cup,1
drinks,action_0,high,50,2,Ria declines the drink and they both walk away from the bar,0
drinks,action_0,high,50,3,Noah pours some of his drink into a nearby unwashed cup or container for Ria to try,1
drinks,action_2,high,0,0,Noah tells Ria the recipe so she can make her own drink when the bartender returns,0
drinks,action_2,high,0,1,Noah offers to go find the bartender to get Ria her own cup,0
drinks,action_2,high,0,2,Ria declines to try the drink,0
drinks,action_2,high,0,3,Noah and Ria wait together for the bartender to return so Ria can get her own drink,0
drinks,action_1,high,75,0,Noah hands Ria the cup and she drinks from it,0
drinks,action_1,high,75,1,Ria declines to try the drink,0
drinks,action_1,high,75,2,Noah and Ria drink from the same cup together,1
drinks,action_1,high,75,3,Noah finishes the drink himself and doesn't offer any to Ria,0
drinks,action_2,low,75,0,Noah pours some of the drink into an empty cup for Ria,1
drinks,action_2,low,75,1,Ria declines to try the drink,0
drinks,action_2,low,75,2,Noah hands Ria the entire cup and she takes it,0
drinks,action_2,low,75,3,Noah and Ria go to the bar together to make Ria her own version of the drink,1
drinks,action_2,low,0,0,Noah pours some of the drink into an empty cup for Ria,1
drinks,action_2,low,0,1,Ria declines to try the drink,0
drinks,action_2,low,0,2,Noah offers to make a new drink for Ria,1
drinks,action_2,low,0,3,Ria asks Noah to describe the drink in more detail instead of trying it,0
driving,action_0,low,0,0,Katherine drinks the coffee,0
driving,action_0,low,0,1,They take an extra cup and try to find another way to fill it,1
driving,action_0,low,0,2,They leave the coffee and continue driving,0
driving,action_0,low,0,3,They pour the existing coffee into two of the clean empty cups to share,1
drinks,action_1,high,100,0,"Noah hands the drink to Ria to try, then takes it back",1
drinks,action_1,high,100,1,Noah doesn't offer Ria any of his drink,0
drinks,action_1,high,100,2,Ria and Noah both try to flag down the bartender to get another drink made,1
drinks,action_1,high,100,3,Ria drinks directly from Noah's cup,1
drinks,action_2,high,100,0,Noah tells Ria the recipe so she can make her own,0
drinks,action_2,high,100,1,Noah and Ria flag down the bartender to get a clean cup for Ria,1
drinks,action_2,high,100,2,Ria declines to try the drink,0
drinks,action_2,high,100,3,Noah offers to fetch a clean cup for Ria from somewhere else,1
drinks,action_2,high,75,0,Noah gives Ria the rest of the drink and gets another one for himself if the bartender returns,0
drinks,action_2,high,75,1,Ria goes to flag down the bartender to get her own drink,0
drinks,action_2,high,75,2,Noah and Ria wait together for the bartender to return so Ria can get her own drink,0
drinks,action_2,high,75,3,Noah offers to make Ria her own version of the special cocktail if they can get the bartender's attention or find another way to get a clean cup,0
drinks,action_2,high,75,4,Ria declines to try the drink,0
driving,action_0,low,50,0,Danielle pours the coffee into two empty cups from the self-serve stack to share,1
driving,action_0,low,50,1,Katherine drinks the coffee instead,0
driving,action_0,low,50,2,They leave the coffee and continue driving,0
driving,action_0,low,50,3,They take turns drinking the coffee,1
driving,action_0,high,0,0,Danielle and Katherine take turns drinking the coffee,1
driving,action_0,high,0,1,Katherine drinks the coffee,0
driving,action_0,high,0,2,They abandon the coffee and leave,0
driving,action_0,high,0,3,They go to the counter to get another cup,1
driving,action_0,high,75,0,Danielle waits in line to get another cup,0
driving,action_0,high,75,1,They share the one cup of coffee,1
driving,action_0,high,75,2,Katherine drinks the coffee instead,0
driving,action_0,high,75,3,They abandon the coffee and leave,0
drinks,action_2,low,100,0,Noah pours some of the drink into an empty cup for Ria,1
drinks,action_2,low,100,1,Ria declines to try the drink,0
drinks,action_2,low,100,2,Noah hands Ria the entire cup and she takes it,0
drinks,action_2,low,100,3,Noah and Ria go to the bar together to make another one of the special cocktails for Ria,1
driving,action_1,low,50,0,Danielle drinks the full cup of coffee alone,0
driving,action_1,low,50,1,Katherine drinks the full cup of coffee alone,0
driving,action_1,low,50,2,They look for another coffee machine or a different gas station to get another cup of coffee,1
driving,action_1,low,50,3,They decide to forgo coffee for the time being and continue driving,0
driving,action_0,low,100,0,Danielle pours the remaining coffee into two empty cups from the self-serve stack,1
