subject_id,scenario_label,intimacy,motivation,model,action,p_action
53690498-782e-502a-b5d0-6982c12bb42a,takeout,100,high,humans,2,0.66
53690498-782e-502a-b5d0-6982c12bb42a,takeout,100,high,humans,3,0.33
53690498-782e-502a-b5d0-6982c12bb42a,hike,0,low,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,hike,0,low,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,hike,0,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,hike,0,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,wedding,75,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,wedding,75,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,wedding,75,high,humans,2,1
53690498-782e-502a-b5d0-6982c12bb42a,wedding,75,high,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,fair,50,low,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,fair,50,low,humans,1,1
53690498-782e-502a-b5d0-6982c12bb42a,fair,50,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,fair,50,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,drinks,0,high,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,drinks,0,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,drinks,0,high,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,drinks,0,high,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,oysters,75,low,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,oysters,75,low,humans,1,0.54
53690498-782e-502a-b5d0-6982c12bb42a,oysters,75,low,humans,2,0.46
53690498-782e-502a-b5d0-6982c12bb42a,oysters,75,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,social,100,low,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,social,100,low,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,social,100,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,social,100,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,dip,75,low,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,dip,75,low,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,dip,75,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,dip,75,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,apples,75,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,apples,75,high,humans,1,0.5
53690498-782e-502a-b5d0-6982c12bb42a,apples,75,high,humans,2,0.25
53690498-782e-502a-b5d0-6982c12bb42a,apples,75,high,humans,3,0.25
53690498-782e-502a-b5d0-6982c12bb42a,basketball,50,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,basketball,50,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,basketball,50,high,humans,2,1
53690498-782e-502a-b5d0-6982c12bb42a,basketball,50,high,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,driving,50,low,humans,0,0.5
53690498-782e-502a-b5d0-6982c12bb42a,driving,50,low,humans,1,0.5
53690498-782e-502a-b5d0-6982c12bb42a,driving,50,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,driving,50,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,brunch,100,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,brunch,100,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,brunch,100,high,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,brunch,100,high,humans,3,1
53690498-782e-502a-b5d0-6982c12bb42a,cooking,0,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,cooking,0,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,cooking,0,high,humans,2,1
53690498-782e-502a-b5d0-6982c12bb42a,cooking,0,high,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,dip,50,low,humans,0,0.97
a0617d10-0f54-540d-91fa-fd0ca9959a20,dip,50,low,humans,1,0.01
a0617d10-0f54-540d-91fa-fd0ca9959a20,dip,50,low,humans,2,0.02
a0617d10-0f54-540d-91fa-fd0ca9959a20,dip,50,low,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,wedding,100,low,humans,0,0.23
a0617d10-0f54-540d-91fa-fd0ca9959a20,wedding,100,low,humans,1,0.02
a0617d10-0f54-540d-91fa-fd0ca9959a20,wedding,100,low,humans,2,0.73
a0617d10-0f54-540d-91fa-fd0ca9959a20,wedding,100,low,humans,3,0.02
a0617d10-0f54-540d-91fa-fd0ca9959a20,birthday,0,low,humans,0,0.9
a0617d10-0f54-540d-91fa-fd0ca9959a20,birthday,0,low,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,birthday,0,low,humans,2,0.1
a0617d10-0f54-540d-91fa-fd0ca9959a20,birthday,0,low,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,driving,100,low,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,driving,100,low,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,driving,100,low,humans,2,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,driving,100,low,humans,3,1
a0617d10-0f54-540d-91fa-fd0ca9959a20,hike,100,high,humans,0,0.42
a0617d10-0f54-540d-91fa-fd0ca9959a20,hike,100,high,humans,1,0.5
a0617d10-0f54-540d-91fa-fd0ca9959a20,hike,100,high,humans,2,0.04
a0617d10-0f54-540d-91fa-fd0ca9959a20,hike,100,high,humans,3,0.04
a0617d10-0f54-540d-91fa-fd0ca9959a20,basketball,75,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,basketball,75,high,humans,1,0.34
a0617d10-0f54-540d-91fa-fd0ca9959a20,basketball,75,high,humans,2,0.34
a0617d10-0f54-540d-91fa-fd0ca9959a20,basketball,75,high,humans,3,0.32
a0617d10-0f54-540d-91fa-fd0ca9959a20,apples,50,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,apples,50,high,humans,1,0.23
a0617d10-0f54-540d-91fa-fd0ca9959a20,apples,50,high,humans,2,0.59
a0617d10-0f54-540d-91fa-fd0ca9959a20,apples,50,high,humans,3,0.18
a0617d10-0f54-540d-91fa-fd0ca9959a20,social,50,low,humans,0,1
a0617d10-0f54-540d-91fa-fd0ca9959a20,social,50,low,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,social,50,low,humans,2,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,social,50,low,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,fair,75,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,fair,75,high,humans,1,0.32
a0617d10-0f54-540d-91fa-fd0ca9959a20,fair,75,high,humans,2,0.54
a0617d10-0f54-540d-91fa-fd0ca9959a20,fair,75,high,humans,3,0.14
a0617d10-0f54-540d-91fa-fd0ca9959a20,cooking,0,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,cooking,0,high,humans,1,0.86
a0617d10-0f54-540d-91fa-fd0ca9959a20,cooking,0,high,humans,2,0.13
a0617d10-0f54-540d-91fa-fd0ca9959a20,cooking,0,high,humans,3,0.01
a0617d10-0f54-540d-91fa-fd0ca9959a20,drinks,75,low,humans,0,0.47
a0617d10-0f54-540d-91fa-fd0ca9959a20,drinks,75,low,humans,1,0.1
a0617d10-0f54-540d-91fa-fd0ca9959a20,drinks,75,low,humans,2,0.01
a0617d10-0f54-540d-91fa-fd0ca9959a20,drinks,75,low,humans,3,0.42
a0617d10-0f54-540d-91fa-fd0ca9959a20,brunch,50,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,brunch,50,high,humans,1,0.6
a0617d10-0f54-540d-91fa-fd0ca9959a20,brunch,50,high,humans,2,0.1
a0617d10-0f54-540d-91fa-fd0ca9959a20,brunch,50,high,humans,3,0.3
a0617d10-0f54-540d-91fa-fd0ca9959a20,takeout,0,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,takeout,0,high,humans,1,0.95
a0617d10-0f54-540d-91fa-fd0ca9959a20,takeout,0,high,humans,2,0.05
a0617d10-0f54-540d-91fa-fd0ca9959a20,takeout,0,high,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,gala,75,low,humans,0,1
a0617d10-0f54-540d-91fa-fd0ca9959a20,gala,75,low,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,gala,75,low,humans,2,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,gala,75,low,humans,3,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,oysters,100,high,humans,0,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,oysters,100,high,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,oysters,100,high,humans,2,0.45
a0617d10-0f54-540d-91fa-fd0ca9959a20,oysters,100,high,humans,3,0.55
a0617d10-0f54-540d-91fa-fd0ca9959a20,soup,0,low,humans,0,1
a0617d10-0f54-540d-91fa-fd0ca9959a20,soup,0,low,humans,1,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,soup,0,low,humans,2,0
a0617d10-0f54-540d-91fa-fd0ca9959a20,soup,0,low,humans,3,0
790f85a4-c7a1-5886-9746-69ec0399b8cb,brunch,75,high,humans,0,0.43
790f85a4-c7a1-5886-9746-69ec0399b8cb,brunch,75,high,humans,1,0.03
790f85a4-c7a1-5886-9746-69ec0399b8cb,brunch,75,high,humans,2,0.19
790f85a4-c7a1-5886-9746-69ec0399b8cb,brunch,75,high,humans,3,0.35
790f85a4-c7a1-5886-9746-69ec0399b8cb,dip,50,low,humans,0,0.42
790f85a4-c7a1-5886-9746-69ec0399b8cb,dip,50,low,humans,1,0.46
790f85a4-c7a1-5886-9746-69ec0399b8cb,dip,50,low,humans,2,0.05
790f85a4-c7a1-5886-9746-69ec0399b8cb,dip,50,low,humans,3,0.07
790f85a4-c7a1-5886-9746-69ec0399b8cb,drinks,100,high,humans,0,0.13
790f85a4-c7a1-5886-9746-69ec0399b8cb,drinks,100,high,humans,1,0.08
790f85a4-c7a1-5886-9746-69ec0399b8cb,drinks,100,high,humans,2,0.02
790f85a4-c7a1-5886-9746-69ec0399b8cb,drinks,100,high,humans,3,0.77
790f85a4-c7a1-5886-9746-69ec0399b8cb,oysters,50,low,humans,0,0.31
790f85a4-c7a1-5886-9746-69ec0399b8cb,oysters,50,low,humans,1,0.2
790f85a4-c7a1-5886-9746-69ec0399b8cb,oysters,50,low,humans,2,0.28
790f85a4-c7a1-5886-9746-69ec0399b8cb,oysters,50,low,humans,3,0.21
790f85a4-c7a1-5886-9746-69ec0399b8cb,fair,0,low,humans,0,0.57
790f85a4-c7a1-5886-9746-69ec0399b8cb,fair,0,low,humans,1,0.29
790f85a4-c7a1-5886-9746-69ec0399b8cb,fair,0,low,humans,2,0.1
790f85a4-c7a1-5886-9746-69ec0399b8cb,fair,0,low,humans,3,0.04
790f85a4-c7a1-5886-9746-69ec0399b8cb,basketball,0,high,humans,0,0.33
790f85a4-c7a1-5886-9746-69ec0399b8cb,basketball,0,high,humans,1,0.51
790f85a4-c7a1-5886-9746-69ec0399b8cb,basketball,0,high,humans,2,0.11
790f85a4-c7a1-5886-9746-69ec0399b8cb,basketball,0,high,humans,3,0.05
790f85a4-c7a1-5886-9746-69ec0399b8cb,cooking,100,high,humans,0,0.03
790f85a4-c7a1-5886-9746-69ec0399b8cb,cooking,100,high,humans,1,0.69
790f85a4-c7a1-5886-9746-69ec0399b8cb,cooking,100,high,humans,2,0.19
790f85a4-c7a1-5886-9746-69ec0399b8cb,cooking,100,high,humans,3,0.09
790f85a4-c7a1-5886-9746-69ec0399b8cb,apples,50,high,humans,0,0.12
790f85a4-c7a1-5886-9746-69ec0399b8cb,apples,50,high,humans,1,0.31
790f85a4-c7a1-5886-9746-69ec0399b8cb,apples,50,high,humans,2,0.24
790f85a4-c7a1-5886-9746-69ec0399b8cb,apples,50,high,humans,3,0.33
790f85a4-c7a1-5886-9746-69ec0399b8cb,social,75,low,humans,0,0.83
790f85a4-c7a1-5886-9746-69ec0399b8cb,social,75,low,humans,1,0.04
790f85a4-c7a1-5886-9746-69ec0399b8cb,social,75,low,humans,2,0.08
790f85a4-c7a1-5886-9746-69ec0399b8cb,social,75,low,humans,3,0.05
790f85a4-c7a1-5886-9746-69ec0399b8cb,wedding,50,high,humans,0,0.21
790f85a4-c7a1-5886-9746-69ec0399b8cb,wedding,50,high,humans,1,0.15
790f85a4-c7a1-5886-9746-69ec0399b8cb,wedding,50,high,humans,2,0.33
790f85a4-c7a1-5886-9746-69ec0399b8cb,wedding,50,high,humans,3,0.31
790f85a4-c7a1-5886-9746-69ec0399b8cb,gala,75,low,humans,0,0.49
790f85a4-c7a1-5886-9746-69ec0399b8cb,gala,75,low,humans,1,0.08
790f85a4-c7a1-5886-9746-69ec0399b8cb,gala,75,low,humans,2,0.23
790f85a4-c7a1-5886-9746-69ec0399b8cb,gala,75,low,humans,3,0.2
790f85a4-c7a1-5886-9746-69ec0399b8cb,birthday,100,low,humans,0,0.31
790f85a4-c7a1-5886-9746-69ec0399b8cb,birthday,100,low,humans,1,0.21
790f85a4-c7a1-5886-9746-69ec0399b8cb,birthday,100,low,humans,2,0.2
790f85a4-c7a1-5886-9746-69ec0399b8cb,birthday,100,low,humans,3,0.28
790f85a4-c7a1-5886-9746-69ec0399b8cb,soup,0,high,humans,0,0.89
790f85a4-c7a1-5886-9746-69ec0399b8cb,soup,0,high,humans,1,0.04
790f85a4-c7a1-5886-9746-69ec0399b8cb,soup,0,high,humans,2,0.03
790f85a4-c7a1-5886-9746-69ec0399b8cb,soup,0,high,humans,3,0.04
790f85a4-c7a1-5886-9746-69ec0399b8cb,takeout,75,high,humans,0,0.12
790f85a4-c7a1-5886-9746-69ec0399b8cb,takeout,75,high,humans,1,0.44
790f85a4-c7a1-5886-9746-69ec0399b8cb,takeout,75,high,humans,2,0.42
790f85a4-c7a1-5886-9746-69ec0399b8cb,takeout,75,high,humans,3,0.02
790f85a4-c7a1-5886-9746-69ec0399b8cb,driving,0,low,humans,0,0.27
790f85a4-c7a1-5886-9746-69ec0399b8cb,driving,0,low,humans,1,0.17
790f85a4-c7a1-5886-9746-69ec0399b8cb,driving,0,low,humans,2,0.11
790f85a4-c7a1-5886-9746-69ec0399b8cb,driving,0,low,humans,3,0.45
790f85a4-c7a1-5886-9746-69ec0399b8cb,hike,100,low,humans,0,0.13
790f85a4-c7a1-5886-9746-69ec0399b8cb,hike,100,low,humans,1,0.26
790f85a4-c7a1-5886-9746-69ec0399b8cb,hike,100,low,humans,2,0.26
790f85a4-c7a1-5886-9746-69ec0399b8cb,hike,100,low,humans,3,0.35
4974e480-fb4d-5fcf-947e-193d2475d45c,social,100,high,humans,0,0.03
4974e480-fb4d-5fcf-947e-193d2475d45c,social,100,high,humans,1,0.26
4974e480-fb4d-5fcf-947e-193d2475d45c,social,100,high,humans,2,0.56
4974e480-fb4d-5fcf-947e-193d2475d45c,social,100,high,humans,3,0.15
4974e480-fb4d-5fcf-947e-193d2475d45c,birthday,75,high,humans,0,0
4974e480-fb4d-5fcf-947e-193d2475d45c,birthday,75,high,humans,1,0.48
4974e480-fb4d-5fcf-947e-193d2475d45c,birthday,75,high,humans,2,0.42
4974e480-fb4d-5fcf-947e-193d2475d45c,birthday,75,high,humans,3,0.1
4974e480-fb4d-5fcf-947e-193d2475d45c,soup,75,high,humans,0,0.03
4974e480-fb4d-5fcf-947e-193d2475d45c,soup,75,high,humans,1,0.11
4974e480-fb4d-5fcf-947e-193d2475d45c,soup,75,high,humans,2,0.4
4974e480-fb4d-5fcf-947e-193d2475d45c,soup,75,high,humans,3,0.46
4974e480-fb4d-5fcf-947e-193d2475d45c,basketball,50,low,humans,0,0.61
4974e480-fb4d-5fcf-947e-193d2475d45c,basketball,50,low,humans,1,0.29
4974e480-fb4d-5fcf-947e-193d2475d45c,basketball,50,low,humans,2,0.07
4974e480-fb4d-5fcf-947e-193d2475d45c,basketball,50,low,humans,3,0.03
4974e480-fb4d-5fcf-947e-193d2475d45c,drinks,0,high,humans,0,0.72
4974e480-fb4d-5fcf-947e-193d2475d45c,drinks,0,high,humans,1,0.23
4974e480-fb4d-5fcf-947e-193d2475d45c,drinks,0,high,humans,2,0.05
4974e480-fb4d-5fcf-947e-193d2475d45c,drinks,0,high,humans,3,0
4974e480-fb4d-5fcf-947e-193d2475d45c,driving,50,high,humans,0,0
4974e480-fb4d-5fcf-947e-193d2475d45c,driving,50,high,humans,1,0.57
4974e480-fb4d-5fcf-947e-193d2475d45c,driving,50,high,humans,2,0.27
4974e480-fb4d-5fcf-947e-193d2475d45c,driving,50,high,humans,3,0.16
4974e480-fb4d-5fcf-947e-193d2475d45c,gala,0,high,humans,0,0.08
4974e480-fb4d-5fcf-947e-193d2475d45c,gala,0,high,humans,1,0.69
4974e480-fb4d-5fcf-947e-193d2475d45c,gala,0,high,humans,2,0.23
4974e480-fb4d-5fcf-947e-193d2475d45c,gala,0,high,humans,3,0
4974e480-fb4d-5fcf-947e-193d2475d45c,oysters,75,low,humans,0,0.04
4974e480-fb4d-5fcf-947e-193d2475d45c,oysters,75,low,humans,1,0.2
4974e480-fb4d-5fcf-947e-193d2475d45c,oysters,75,low,humans,2,0.25
4974e480-fb4d-5fcf-947e-193d2475d45c,oysters,75,low,humans,3,0.51
4974e480-fb4d-5fcf-947e-193d2475d45c,fair,50,low,humans,0,0.04
4974e480-fb4d-5fcf-947e-193d2475d45c,fair,50,low,humans,1,0.48
4974e480-fb4d-5fcf-947e-193d2475d45c,fair,50,low,humans,2,0.32
4974e480-fb4d-5fcf-947e-193d2475d45c,fair,50,low,humans,3,0.16
4974e480-fb4d-5fcf-947e-193d2475d45c,cooking,100,low,humans,0,0.54
4974e480-fb4d-5fcf-947e-193d2475d45c,cooking,100,low,humans,1,0.04
4974e480-fb4d-5fcf-947e-193d2475d45c,cooking,100,low,humans,2,0.06
4974e480-fb4d-5fcf-947e-193d2475d45c,cooking,100,low,humans,3,0.36
4974e480-fb4d-5fcf-947e-193d2475d45c,brunch,0,low,humans,0,0.6
4974e480-fb4d-5fcf-947e-193d2475d45c,brunch,0,low,humans,1,0.3
4974e480-fb4d-5fcf-947e-193d2475d45c,brunch,0,low,humans,2,0.1
4974e480-fb4d-5fcf-947e-193d2475d45c,brunch,0,low,humans,3,0
4974e480-fb4d-5fcf-947e-193d2475d45c,apples,0,low,humans,0,0.66
4974e480-fb4d-5fcf-947e-193d2475d45c,apples,0,low,humans,1,0.32
4974e480-fb4d-5fcf-947e-193d2475d45c,apples,0,low,humans,2,0.02
4974e480-fb4d-5fcf-947e-193d2475d45c,apples,0,low,humans,3,0
4974e480-fb4d-5fcf-947e-193d2475d45c,wedding,50,high,humans,0,0.03
4974e480-fb4d-5fcf-947e-193d2475d45c,wedding,50,high,humans,1,0.31
4974e480-fb4d-5fcf-947e-193d2475d45c,wedding,50,high,humans,2,0.33
4974e480-fb4d-5fcf-947e-193d2475d45c,wedding,50,high,humans,3,0.33
4974e480-fb4d-5fcf-947e-193d2475d45c,dip,100,high,humans,0,0
4974e480-fb4d-5fcf-947e-193d2475d45c,dip,100,high,humans,1,0.04
4974e480-fb4d-5fcf-947e-193d2475d45c,dip,100,high,humans,2,0.44
4974e480-fb4d-5fcf-947e-193d2475d45c,dip,100,high,humans,3,0.52
4974e480-fb4d-5fcf-947e-193d2475d45c,hike,75,low,humans,0,0.48
4974e480-fb4d-5fcf-947e-193d2475d45c,hike,75,low,humans,1,0.18
4974e480-fb4d-5fcf-947e-193d2475d45c,hike,75,low,humans,2,0.23
4974e480-fb4d-5fcf-947e-193d2475d45c,hike,75,low,humans,3,0.11
4974e480-fb4d-5fcf-947e-193d2475d45c,takeout,100,low,humans,0,0
4974e480-fb4d-5fcf-947e-193d2475d45c,takeout,100,low,humans,1,0.24
4974e480-fb4d-5fcf-947e-193d2475d45c,takeout,100,low,humans,2,0.32
4974e480-fb4d-5fcf-947e-193d2475d45c,takeout,100,low,humans,3,0.44
3b9312fe-f094-5641-936d-d6f8fa326519,social,0,high,humans,0,0.6
3b9312fe-f094-5641-936d-d6f8fa326519,social,0,high,humans,1,0.32
3b9312fe-f094-5641-936d-d6f8fa326519,social,0,high,humans,2,0.07
3b9312fe-f094-5641-936d-d6f8fa326519,social,0,high,humans,3,0.01
3b9312fe-f094-5641-936d-d6f8fa326519,cooking,0,low,humans,0,0.55
3b9312fe-f094-5641-936d-d6f8fa326519,cooking,0,low,humans,1,0.15
3b9312fe-f094-5641-936d-d6f8fa326519,cooking,0,low,humans,2,0.15
3b9312fe-f094-5641-936d-d6f8fa326519,cooking,0,low,humans,3,0.15
3b9312fe-f094-5641-936d-d6f8fa326519,birthday,100,high,humans,0,0.17
3b9312fe-f094-5641-936d-d6f8fa326519,birthday,100,high,humans,1,0.49
3b9312fe-f094-5641-936d-d6f8fa326519,birthday,100,high,humans,2,0.17
3b9312fe-f094-5641-936d-d6f8fa326519,birthday,100,high,humans,3,0.17
3b9312fe-f094-5641-936d-d6f8fa326519,wedding,100,low,humans,0,0.52
3b9312fe-f094-5641-936d-d6f8fa326519,wedding,100,low,humans,1,0.16
3b9312fe-f094-5641-936d-d6f8fa326519,wedding,100,low,humans,2,0.16
3b9312fe-f094-5641-936d-d6f8fa326519,wedding,100,low,humans,3,0.16
3b9312fe-f094-5641-936d-d6f8fa326519,apples,50,low,humans,0,0.9
3b9312fe-f094-5641-936d-d6f8fa326519,apples,50,low,humans,1,0.1
3b9312fe-f094-5641-936d-d6f8fa326519,apples,50,low,humans,2,0
3b9312fe-f094-5641-936d-d6f8fa326519,apples,50,low,humans,3,0
3b9312fe-f094-5641-936d-d6f8fa326519,fair,75,low,humans,0,0.45
3b9312fe-f094-5641-936d-d6f8fa326519,fair,75,low,humans,1,0.52
3b9312fe-f094-5641-936d-d6f8fa326519,fair,75,low,humans,2,0.03
3b9312fe-f094-5641-936d-d6f8fa326519,fair,75,low,humans,3,0
3b9312fe-f094-5641-936d-d6f8fa326519,drinks,75,low,humans,0,0.82
3b9312fe-f094-5641-936d-d6f8fa326519,drinks,75,low,humans,1,0.09
3b9312fe-f094-5641-936d-d6f8fa326519,drinks,75,low,humans,2,0.02
3b9312fe-f094-5641-936d-d6f8fa326519,drinks,75,low,humans,3,0.07
3b9312fe-f094-5641-936d-d6f8fa326519,oysters,100,high,humans,0,0.09
3b9312fe-f094-5641-936d-d6f8fa326519,oysters,100,high,humans,1,0.77
3b9312fe-f094-5641-936d-d6f8fa326519,oysters,100,high,humans,2,0.09
3b9312fe-f094-5641-936d-d6f8fa326519,oysters,100,high,humans,3,0.05
3b9312fe-f094-5641-936d-d6f8fa326519,basketball,75,high,humans,0,0.13
3b9312fe-f094-5641-936d-d6f8fa326519,basketball,75,high,humans,1,0.56
3b9312fe-f094-5641-936d-d6f8fa326519,basketball,75,high,humans,2,0.19
3b9312fe-f094-5641-936d-d6f8fa326519,basketball,75,high,humans,3,0.12
3b9312fe-f094-5641-936d-d6f8fa326519,soup,0,low,humans,0,0.76
3b9312fe-f094-5641-936d-d6f8fa326519,soup,0,low,humans,1,0.08
3b9312fe-f094-5641-936d-d6f8fa326519,soup,0,low,humans,2,0.08
3b9312fe-f094-5641-936d-d6f8fa326519,soup,0,low,humans,3,0.08
3b9312fe-f094-5641-936d-d6f8fa326519,takeout,0,high,humans,0,0.11
3b9312fe-f094-5641-936d-d6f8fa326519,takeout,0,high,humans,1,0.89
3b9312fe-f094-5641-936d-d6f8fa326519,takeout,0,high,humans,2,0
3b9312fe-f094-5641-936d-d6f8fa326519,takeout,0,high,humans,3,0
3b9312fe-f094-5641-936d-d6f8fa326519,dip,50,low,humans,0,0.82
3b9312fe-f094-5641-936d-d6f8fa326519,dip,50,low,humans,1,0.06
3b9312fe-f094-5641-936d-d6f8fa326519,dip,50,low,humans,2,0.06
3b9312fe-f094-5641-936d-d6f8fa326519,dip,50,low,humans,3,0.06
3b9312fe-f094-5641-936d-d6f8fa326519,brunch,50,high,humans,0,0
3b9312fe-f094-5641-936d-d6f8fa326519,brunch,50,high,humans,1,1
3b9312fe-f094-5641-936d-d6f8fa326519,brunch,50,high,humans,2,0
3b9312fe-f094-5641-936d-d6f8fa326519,brunch,50,high,humans,3,0
3b9312fe-f094-5641-936d-d6f8fa326519,driving,75,high,humans,0,0.36
3b9312fe-f094-5641-936d-d6f8fa326519,driving,75,high,humans,1,0.64
3b9312fe-f094-5641-936d-d6f8fa326519,driving,75,high,humans,2,0
3b9312fe-f094-5641-936d-d6f8fa326519,driving,75,high,humans,3,0
3b9312fe-f094-5641-936d-d6f8fa326519,gala,50,high,humans,0,0.15
3b9312fe-f094-5641-936d-d6f8fa326519,gala,50,high,humans,1,0.67
3b9312fe-f094-5641-936d-d6f8fa326519,gala,50,high,humans,2,0.11
3b9312fe-f094-5641-936d-d6f8fa326519,gala,50,high,humans,3,0.07
3b9312fe-f094-5641-936d-d6f8fa326519,hike,100,low,humans,0,0.94
3b9312fe-f094-5641-936d-d6f8fa326519,hike,100,low,humans,1,0.06
3b9312fe-f094-5641-936d-d6f8fa326519,hike,100,low,humans,2,0
3b9312fe-f094-5641-936d-d6f8fa326519,hike,100,low,humans,3,0
194eda41-9a2d-56bc-bdeb-e97699ff064f,gala,100,low,humans,0,0.59
194eda41-9a2d-56bc-bdeb-e97699ff064f,gala,100,low,humans,1,0.04
194eda41-9a2d-56bc-bdeb-e97699ff064f,gala,100,low,humans,2,0.09
194eda41-9a2d-56bc-bdeb-e97699ff064f,gala,100,low,humans,3,0.28
194eda41-9a2d-56bc-bdeb-e97699ff064f,social,100,high,humans,0,0.09
194eda41-9a2d-56bc-bdeb-e97699ff064f,social,100,high,humans,1,0.09
194eda41-9a2d-56bc-bdeb-e97699ff064f,social,100,high,humans,2,0.53
194eda41-9a2d-56bc-bdeb-e97699ff064f,social,100,high,humans,3,0.29
194eda41-9a2d-56bc-bdeb-e97699ff064f,basketball,75,low,humans,0,0.56
194eda41-9a2d-56bc-bdeb-e97699ff064f,basketball,75,low,humans,1,0.13
194eda41-9a2d-56bc-bdeb-e97699ff064f,basketball,75,low,humans,2,0.14
194eda41-9a2d-56bc-bdeb-e97699ff064f,basketball,75,low,humans,3,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,oysters,75,high,humans,0,0.49
194eda41-9a2d-56bc-bdeb-e97699ff064f,oysters,75,high,humans,1,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,oysters,75,high,humans,2,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,oysters,75,high,humans,3,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,takeout,100,high,humans,0,0.08
194eda41-9a2d-56bc-bdeb-e97699ff064f,takeout,100,high,humans,1,0.09
194eda41-9a2d-56bc-bdeb-e97699ff064f,takeout,100,high,humans,2,0.7
194eda41-9a2d-56bc-bdeb-e97699ff064f,takeout,100,high,humans,3,0.13
194eda41-9a2d-56bc-bdeb-e97699ff064f,dip,75,low,humans,0,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,dip,75,low,humans,1,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,dip,75,low,humans,2,0.17
194eda41-9a2d-56bc-bdeb-e97699ff064f,dip,75,low,humans,3,0.49
194eda41-9a2d-56bc-bdeb-e97699ff064f,fair,50,low,humans,0,0.11
194eda41-9a2d-56bc-bdeb-e97699ff064f,fair,50,low,humans,1,0.67
194eda41-9a2d-56bc-bdeb-e97699ff064f,fair,50,low,humans,2,0.11
