scenario_label,observed_action,motivation,alt_idx,action_text,is_share
apples,action_0,low,6,They cut the apple into small pieces and feed each other,1
apples,action_0,low,7,"Haoyu declines to taste, but Camille offers her the core after eating the apple",0
apples,action_0,high,0,Camille hands the whole apple to Haoyu to eat,0
apples,action_0,high,1,Camille and Haoyu each pick a separate Jonagold apple to taste,0
apples,action_0,high,2,Camille cuts the apple in half and they both eat a half,1
apples,action_0,high,3,"Camille takes a bite, then Haoyu takes a bite from the same apple",1
apples,action_0,high,4,They decide not to taste any apples,0
apples,action_0,high,5,Camille offers Haoyu a different apple variety to taste instead,0
apples,action_0,high,6,Haoyu picks a different Jonagold apple and they both eat their own apples,0
apples,action_0,high,7,Camille cuts a slice from the apple and hands it to Haoyu to eat,1
apples,action_0,high,8,They put the apple back and do not eat it,0
apples,action_1,low,0,Camille eats the whole apple by herself,0
apples,action_1,low,1,Haoyu picks a separate apple and they each eat their own,0
apples,action_1,low,2,Camille and Haoyu cut the apple in half and each eat a half,1
apples,action_1,low,3,They throw the apple away without tasting it,0
apples,action_1,low,4,Camille gives the whole apple to Haoyu to eat,0
apples,action_1,low,5,Camille and Haoyu take turns biting from the same side of the apple,1
apples,action_1,low,6,They leave the apple on the tree and do not eat it,0
apples,action_1,low,7,Camille and Haoyu cut the apple into smaller pieces and eat from a shared plate,1
apples,action_1,low,8,Haoyu picks a separate apple and they double dip into a shared caramel sauce,1
apples,action_1,high,0,Camille eats the entire apple herself,0
apples,action_1,high,1,Haoyu picks a separate apple and they each eat their own,0
apples,action_1,high,2,Camille gives the entire apple to Haoyu to eat,0
apples,action_1,high,3,They cut the apple in half and each eat their own half,1
apples,action_1,high,4,They both bite from the same side of the apple,1
apples,action_1,high,5,They double dip a slice of apple into a dip,1
apples,action_1,high,6,Camille and Haoyu take turns biting from the same spot on the apple,1
apples,action_1,high,7,They decide not to eat the apple and throw it away,0
apples,action_1,high,8,Camille cuts the apple into smaller pieces and they each take a few pieces to eat,1
apples,action_2,low,0,Camille eats the entire apple herself,0
apples,action_2,low,1,Camille gives the entire apple to Haoyu to eat,0
apples,action_2,low,2,They pick two separate apples and each eat their own,0
apples,action_2,low,3,Camille cuts the apple in half and they each eat a half,1
apples,action_2,low,4,Camille takes a small bite and then Haoyu eats the rest of the apple,1
apples,action_2,low,5,They take turns double dipping into a bag of apple slices they picked,1
apples,action_2,low,6,"Neither of them eats the apple, they just put it back",0
apples,action_2,low,7,Camille and Haoyu cut the apple into smaller pieces and eat from the same cutting board,1
apples,action_2,low,8,"Haoyu eats a different apple variety, while Camille eats the Jonagold",0
apples,action_2,high,0,Camille eats the whole apple herself,0
apples,action_2,high,1,Haoyu picks her own Jonagold apple to taste,0
apples,action_2,high,2,They cut the apple in half and each eat their own half,1
apples,action_2,high,3,"Camille hands the whole apple to Haoyu, who eats it all",0
apples,action_2,high,4,They decide not to taste the apple,0
apples,action_2,high,5,Camille and Haoyu take turns biting from the same side of the apple,1
apples,action_2,high,6,They throw the apple away and try a different variety,0
apples,action_2,high,7,"Camille cuts the apple into smaller pieces and they eat from the same piece, one after the other",1
apples,action_2,high,8,Haoyu picks another apple and they eat their own separate apples,0
apples,action_3,low,0,Camille eats the entire apple by herself,0
apples,action_3,low,1,Camille and Haoyu each pick their own apple and eat separately,0
apples,action_3,low,2,Camille cuts the apple in half and they each eat a separate half,1
apples,action_3,low,3,"Camille takes a bite, then cuts the remaining part of the apple to share with Haoyu",1
apples,action_3,low,4,They decide not to eat the apple and put it back on the tree,0
apples,action_3,low,5,Haoyu picks a different apple and they eat their own apples together but separately,0
apples,action_3,low,6,Camille hands the whole apple to Haoyu to eat by herself,0
apples,action_3,low,7,Camille and Haoyu take turns biting from different sides of the same apple,1
apples,action_3,low,8,They use a knife to slice the apple into smaller pieces and feed each other,1
apples,action_3,high,0,Camille eats the apple alone,0
apples,action_3,high,1,Camille gives the entire apple to Haoyu to eat,0
apples,action_3,high,2,Camille and Haoyu each pick their own apple to taste,0
apples,action_3,high,3,Camille cuts the apple in half and they each eat a separate half,1
apples,action_3,high,4,Camille bites into one side of the apple and Haoyu bites into the other side,1
apples,action_3,high,5,"Camille and Haoyu take turns biting into the same apple, but from different sides",1
apples,action_3,high,6,They decide not to eat the apple and put it back on the tree,0
apples,action_3,high,7,Camille and Haoyu use a knife to cut small pieces from the apple and feed each other,1
apples,action_3,high,8,Camille sucks the juice from the apple and then hands it to Haoyu to do the same,1
dip,action_0,low,0,"Declan tries a tortilla chip with the buffalo chicken dip, and Eric tries a pita chip with the spinach and artichoke dip",0
dip,action_0,low,1,They take turns double dipping a tortilla chip into the buffalo chicken dip,1
dip,action_0,low,2,Declan and Eric each get a separate plate with their own portions of chips and dips,0
dip,action_0,low,3,Eric eats a whole bowl of pita chips with spinach and artichoke dip by himself,0
dip,action_0,low,4,"Declan and Eric share a plate of tortilla chips, taking turns dipping them into the buffalo chicken dip",1
dip,action_0,low,5,They cut a pita chip in half and both take a bite from their respective half,1
dip,action_0,low,6,"Declan tries a bit of each dip with a separate tortilla chip, and then Eric does the same",0
dip,action_0,low,7,"They decide to taste the dips with their fingers, taking turns dipping their fingers into the dips",1
dip,action_0,low,8,Declan and Eric feed each other a tortilla chip with buffalo chicken dip,1
dip,action_0,high,0,"Declan tries the chips and dips alone, without Eric",0
dip,action_0,high,1,"Eric tries the chips and dips alone, without Declan",0
dip,action_0,high,2,Declan and Eric each take a separate portion of chips and dips to eat,1
dip,action_0,high,3,They cut the chips into smaller pieces and take turns trying them with different dips,1
dip,action_0,high,4,Declan and Eric use separate utensils to try the chips and dips,1
dip,action_0,high,5,They take turns double dipping the same chip into the same dip,1
dip,action_0,high,6,"Declan and Eric bite from the same chip, alternating between dips",1
dip,action_0,high,7,One person dips a chip and hands it to the other to try,1
dip,action_0,high,8,They divide each dip into two smaller portions and eat from their own,1
dip,action_0,high,9,"Declan gives all the chips and dips to Eric to try, then Eric reports back to Declan",0
dip,action_1,low,0,"Declan tries all the dips and chips alone, without offering any to Eric",0
dip,action_1,low,1,Eric and Declan each get their own separate plate of chips and dips,0
dip,action_1,low,2,They cut the chips into smaller pieces and divide them into separate portions for each person,1
dip,action_1,low,3,Declan and Eric double dip from the same dips with the same chips,1
dip,action_1,low,4,"One person tries a dip, then hands the chip to the other to try",1
dip,action_1,low,5,They decide not to try the dips and chips at all before serving,0
dip,action_1,low,6,"Declan tries one kind of chip and dip, and Eric tries the other, then they switch",1
dip,action_1,low,7,Eric and Declan take turns biting from the same chip that has been dipped,1
dip,action_1,low,8,They both just eat the chips without trying the dips,1
dip,action_1,low,9,"Declan gives all the chips and dips to Eric to try, and doesn't try any himself",0
dip,action_1,high,0,"Declan tries all the combinations, then Eric tries all the combinations from separate portions",0
dip,action_1,high,1,They take turns double dipping into the same dip with the same chip type,1
dip,action_1,high,2,"Declan eats all the chips and dip, deciding what to serve to guests on his own",0
dip,action_1,high,3,"They refuse to try the dips and chips, serving them to guests without testing",0
dip,action_1,high,4,"They each get their own separate sets of all the chips and dips, eating from their own sets",0
dip,action_1,high,5,"They pass a single chip back and forth, taking turns biting into it with different dips",1
dip,action_1,high,6,"Eric tries one combination, then hands the rest of the chip to Declan to try a different dip",1
dip,action_1,high,7,"They throw away the chips and dips, deciding not to serve them to guests",0
dip,action_1,high,8,"Declan and Eric use separate utensils to take dip from the bowls, eating the chips on their own",0
dip,action_1,high,9,"They eat from a single, large chip, taking turns dipping it into different dips",1
dip,action_2,low,0,each person gets their own separate plate with chips and dip,0
dip,action_2,low,1,they cut the chips into smaller pieces and serve themselves individual portions,1
dip,action_2,low,2,"one person tries all the dips and chips, then reports back to the other",0
dip,action_2,low,3,they use separate utensils to taste the dips and chips,1
dip,action_2,low,4,"Declan tries one kind of chip and dip, Eric tries the other, then they swap",1
dip,action_2,low,5,they decide not to try the dips and chips at all before serving,0
dip,action_2,low,6,"one person eats all the chips and dip, the other doesn't have any",0
dip,action_2,low,7,they throw away the chips and dips without trying them,0
dip,action_2,low,8,"they take small, separate portions of each dip and chip, and eat from their own",1
dip,action_2,low,9,"they bite from the same chip that has been dipped, taking turns",1
dip,action_2,high,0,Each person gets their own separate plate with all the chips and dips,0
dip,action_2,high,1,"They cut the chips into smaller portions and divide them evenly between two plates, each with all the dips",1
dip,action_2,high,2,"One person tries all the chips and dips, and then reports back to the other person",0
dip,action_2,high,3,"They use separate utensils, like forks or chips spears, to try the dips with the chips",1
dip,action_2,high,4,"Declan tries all the chips and dips, and then gives the remaining food to Eric",0
dip,action_2,high,5,"They decide not to try the food at all, and just serve it to their guests",0
dip,action_2,high,6,They take turns biting from the same chip that has been dipped in one of the dips,1
dip,action_2,high,7,"Eric prepares two identical sets of the chips and dips, and they sit at opposite ends of the table to try them",0
dip,action_2,high,8,"They use a serving utensil, like a spoon or chip scoop, to transfer dip to their individual plates",1
dip,action_3,low,0,Each person gets their own plate with a separate portion of chips and dips,0
dip,action_3,low,1,"They divide each dip into two separate bowls, and each person dips their own chips",1
dip,action_3,low,2,"One person tries all the dips with the chips, and then reports back to the other",0
dip,action_3,low,3,"They use separate chips for each dip, and take turns trying a whole chip with each dip",1
dip,action_3,low,4,"Declan tries all the combinations, and then gives some of each to Eric to try",1
dip,action_3,low,5,Neither of them tries the dips with the chips before serving,0
dip,action_3,low,6,"They use a utensil, like a spoon or carrot stick, to taste the dips, rather than chips",1
dip,action_3,low,7,"Eric and Declan cut the chips into smaller pieces, and then take turns picking up pieces to dip",1
dip,action_3,low,8,"They make a few 'testing' chips with a small amount of dip on each, and then eat those together",1
dip,action_3,low,9,"One person gives the other all the chips and dips, and lets them try the combinations alone",0
dip,action_3,high,0,Each person gets their own separate plate with all the chips and dips,0
dip,action_3,high,1,One person tries all the combinations and the other doesn't try any,0
dip,action_3,high,2,They cut the chips into smaller pieces and divide them into separate portions for each person,1
dip,action_3,high,3,"They use separate utensils, like forks, to take bites of the chips with dip",1
dip,action_3,high,4,"Declan tries one combination and Eric tries another, then they switch",0
dip,action_3,high,5,They decide not to try the snacks at all and just serve them to the guests,0
dip,action_3,high,6,"One person eats a whole chip with dip, then the other person eats a whole different chip with dip",0
dip,action_3,high,7,"They double dip the same chip into different dips, then eat it together",1
dip,action_3,high,8,"They take turns biting from the same chip, without handing it back and forth",1
drinks,action_0,low,0,Noah drinks the entire cocktail by himself,0
drinks,action_0,low,1,Ria tries a small sip from Noah's drink,1
drinks,action_0,low,2,Noah and Ria take turns drinking from the same glass,1
drinks,action_0,low,3,Noah pours half of the drink into another glass for Ria to try,1
drinks,action_0,low,4,Ria asks Noah to make her a separate drink with the same ingredients,0
drinks,action_0,low,5,"Noah gives the entire drink to Ria, who drinks it all",0
drinks,action_0,low,6,They decide to throw the drink away and get something else together,0
drinks,action_0,low,7,Noah and Ria both dip their straws into the drink and drink at the same time,1
drinks,action_0,high,0,Noah hands Ria the drink and she finishes it,0
drinks,action_0,high,1,Noah and Ria take turns sipping from the same drink,1
drinks,action_0,high,2,Noah pours some of his drink into a new glass for Ria,1
drinks,action_0,high,3,Ria drinks directly from Noah's glass without him finishing it first,1
drinks,action_0,high,4,"Noah refuses to let Ria try any, and drinks the whole thing himself",0
drinks,action_0,high,5,Noah and Ria decide not to drink it and throw it away,0
drinks,action_0,high,6,Ria asks Noah to make her a separate drink at the bar,0
drinks,action_0,high,7,"Noah gives Ria a small sip from his glass, then finishes the rest himself",1
drinks,action_1,low,0,Noah drinks the entire cocktail by himself,0
drinks,action_1,low,1,Ria declines to try the drink and neither of them consumes it,0
drinks,action_1,low,2,Noah gives the whole drink to Ria and she consumes it alone,0
drinks,action_1,low,3,They both drink directly from the same cup,1
drinks,action_1,low,4,Ria dips a spoon into Noah's cup to taste a small amount,1
drinks,action_1,low,5,Noah pours a small amount of the drink into a spoon for Ria to try,1
drinks,action_1,low,6,Ria refuses to try it and Noah throws the drink away,0
drinks,action_1,low,7,Noah and Ria go to the bar to make another one for Ria to try,0
drinks,action_1,high,0,Ria drinks the whole drink by herself,0
drinks,action_1,high,1,Noah drinks the whole drink by himself,0
drinks,action_1,high,2,Ria and Noah both drink directly from the same cup,1
drinks,action_1,high,3,They throw the drink away and get something else,0
drinks,action_1,high,4,Noah gives the whole drink to Ria and doesn't drink any,0
drinks,action_1,high,5,Ria gives Noah money to make her her own version of the drink,0
drinks,action_1,high,6,They use a straw to share the drink,1
drinks,action_2,low,0,Ria refuses to try the drink,0
drinks,action_2,low,1,Noah drinks the whole thing by himself,0
drinks,action_2,low,2,"Noah gives the drink to Ria, and she drinks the whole thing",0
drinks,action_2,low,3,Ria and Noah each get their own separate drinks,0
drinks,action_2,low,4,Ria and Noah use separate straws to drink from the same cup,1
drinks,action_2,low,5,Noah pours some of the drink into a new cup for Ria to try,1
drinks,action_2,low,6,Ria and Noah take turns drinking directly from the same side of the cup,1
drinks,action_2,low,7,"Ria dips her finger into the drink to taste it, then Noah drinks from the cup",1
drinks,action_2,high,0,Ria refuses to try the drink,0
drinks,action_2,high,1,Noah pours some of the drink into a new cup for Ria,1
drinks,action_2,high,2,"Ria drinks the entire cup, not offering any back to Noah",0
drinks,action_2,high,3,Noah and Ria both drink directly from the same side of the cup,1
drinks,action_2,high,4,"Noah hands Ria the cup and she finishes it, then Noah gets himself another drink",0
drinks,action_2,high,5,Ria asks Noah to pour her a separate serving of the drink from the bar ingredients,0
drinks,action_2,high,6,"Noah and Ria pass the cup back and forth, drinking from the same side",1
drinks,action_2,high,7,Noah gives Ria the recipe and she decides to make her own drink at the bar,0
drinks,action_3,low,0,Ria refuses to try the drink,0
drinks,action_3,low,1,Noah pours some of the drink into a separate cup for Ria to try,1
drinks,action_3,low,2,Ria asks Noah to pour a small amount of the drink into her own cup,1
drinks,action_3,low,3,Noah hands Ria the cup and she drinks from a different spot,1
drinks,action_3,low,4,Ria takes the cup but uses a straw to drink from it,1
drinks,action_3,low,5,Noah gives Ria the entire cup and she drinks it all,0
drinks,action_3,low,6,Ria suggests they both get their own separate drinks at the bar,0
drinks,action_3,low,7,Noah and Ria decide to throw the drink away and get something else,0
drinks,action_3,low,8,Ria dips a spoon into the drink to taste it without drinking directly from the cup,1
drinks,action_3,high,0,Noah pours some of the drink into a new cup for Ria,1
drinks,action_3,high,1,Ria declines to try the drink,0
drinks,action_3,high,2,Noah hands Ria the cup and she drinks from a different spot,1
drinks,action_3,high,3,Noah and Ria go to the bar and make a new drink together,1
drinks,action_3,high,4,Ria asks Noah to pour a small amount into her own cup,1
drinks,action_3,high,5,Noah finishes the drink himself and doesn't offer any to Ria,0
drinks,action_3,high,6,"Ria takes a sip from Noah's cup, then wipes the rim with a napkin before handing it back",1
drinks,action_3,high,7,Noah and Ria decide not to drink it and throw it away,0
driving,action_0,low,0,Sonia drinks the coffee,0
driving,action_0,low,1,They throw the coffee away,0
driving,action_0,low,2,Danielle gives the coffee to Sonia,0
driving,action_0,low,3,They go back inside to buy another coffee,0
driving,action_0,low,4,They take turns sipping the coffee,1
driving,action_0,low,5,They pour the coffee into two separate cups,1
driving,action_0,low,6,"Danielle and Sonia pass the cup back and forth, double dipping",1
driving,action_0,high,0,Sonia drinks the coffee,0
driving,action_0,high,1,They throw the coffee away and buy another drink,0
driving,action_0,high,2,They take the coffee back and try to get a refund,0
driving,action_0,high,3,Danielle and Sonia take turns sipping the coffee,1
driving,action_0,high,4,They pour the coffee into two separate cups to share,1
driving,action_0,high,5,Danielle drinks most of the coffee and then hands it to Sonia to finish,1
driving,action_1,low,0,Danielle drinks the entire cup of coffee alone,0
driving,action_1,low,1,Sonia drinks the entire cup of coffee alone,0
driving,action_1,low,2,They throw the coffee away and buy a different drink,0
driving,action_1,low,3,They take turns sipping from the same cup,1
driving,action_1,low,4,Danielle and Sonia cut a coffee cake or pastry they had with them to share,1
driving,action_1,low,5,They buy another coffee and drink those separately,0
driving,action_1,low,6,One person drinks from the cup and then hands it to the other to finish,1
driving,action_1,low,7,They leave the coffee and go to a nearby cafe to buy more drinks,0
driving,action_1,high,0,Danielle drinks the entire cup of coffee alone,0
driving,action_1,high,1,Sonia drinks the entire cup of coffee alone,0
driving,action_1,high,2,They throw the coffee away and buy another drink,0
driving,action_1,high,3,They take turns sipping from the same cup,1
driving,action_1,high,4,"Danielle drinks from the cup, then hands it to Sonia to finish",1
driving,action_1,high,5,"Sonia drinks from the cup, then hands it to Danielle to finish",1
driving,action_2,low,0,Danielle drinks the entire cup by herself,0
driving,action_2,low,1,Sonia drinks the entire cup by herself,0
driving,action_2,low,2,They throw the coffee away and buy another drink later,0
driving,action_2,low,3,They go back inside to see if the gas station has any other coffee options,0
driving,action_2,low,4,Danielle drinks from the cup and then gives it to Sonia to finish,1
driving,action_2,low,5,They take turns sipping directly from the cup,1
driving,action_2,low,6,One person buys another coffee from a different machine or store,0
driving,action_2,low,7,They pour the coffee into two separate containers to drink,1
driving,action_2,high,0,Danielle drinks the coffee alone,0
driving,action_2,high,1,Sonia drinks the coffee alone,0
driving,action_2,high,2,They throw the coffee away and buy another drink,0
driving,action_2,high,3,They go to another gas station to get another cup of coffee,0
driving,action_2,high,4,Danielle and Sonia take turns drinking directly from the cup,1
driving,action_2,high,5,They pour the coffee into two separate containers to drink,1
driving,action_2,high,6,One person drinks the coffee and then buys another coffee for the other person at the next stop,0
driving,action_2,high,7,They decide to wait until the next gas station to get coffee for both of them,0
driving,action_2,high,8,"Danielle and Sonia drink from the same cup without using straws, passing it back and forth",1
driving,action_3,low,0,Danielle drinks the entire cup by herself,0
driving,action_3,low,1,Sonia drinks the entire cup by herself,0
driving,action_3,low,2,They throw the coffee away and buy another drink,0
driving,action_3,low,3,They buy another cup of coffee from a different machine,0
driving,action_3,low,4,They take turns sipping from the cup without using a straw,1
driving,action_3,low,5,Danielle pours some coffee into the cap or a separate container for Sonia,1
driving,action_3,low,6,They use two separate straws in the same cup,1
driving,action_3,low,7,One person drinks directly from the cup and the other doesn't drink any,0
driving,action_3,high,0,Danielle drinks the entire cup of coffee by herself,0
driving,action_3,high,1,Sonia drinks the entire cup of coffee by herself,0
driving,action_3,high,2,They throw the coffee away and buy another drink later,0
driving,action_3,high,3,They go back into the gas station to see if they can get a refund or another coffee,0
driving,action_3,high,4,Danielle pours some of the coffee into the gas station's water cup for Sonia,1
driving,action_3,high,5,They take turns sipping directly from the cup,1
driving,action_3,high,6,They use two separate straws to drink from the same cup,1
driving,action_3,high,7,Danielle drinks from the cup and then Sonia drinks what's left,1
fair,action_0,low,0,Marianne and Lisa cut the corn and other food into smaller portions and divide them evenly between themselves,1
fair,action_0,low,1,"They decide to only eat the funnel cake and fried cheese, and throw the corn away",0
fair,action_0,low,2,Marianne eats the corn and then gives the rest of the food to Lisa,0
fair,action_0,low,3,"Lisa eats a few bites of corn directly from the skewer, then passes it to Marianne to finish",1
fair,action_0,low,4,They take turns double dipping into the fried cheese with the same utensil,1
fair,action_0,low,5,Marianne and Lisa both bite into the same piece of funnel cake,1
fair,action_0,low,6,"Neither of them eats the corn, but they both eat their own separate portions of funnel cake and fried cheese",0
fair,action_0,low,7,"Marianne and Lisa use separate utensils to eat from a shared plate of food, including the corn",1
fair,action_0,low,8,They put all the food in the middle of the table and serve themselves from the shared dishes,1
fair,action_0,high,0,Marianne gives the entire skewer of corn to Lisa,0
fair,action_0,high,1,They cut the corn into two separate portions and eat from their own portions,1
fair,action_0,high,2,They take turns biting from the same skewer of corn,1
fair,action_0,high,3,Lisa eats half of the skewer and then hands it to Marianne to finish,1
fair,action_0,high,4,They decide not to eat the corn and throw it away,0
fair,action_0,high,5,"They use separate utensils to eat from the same funnel cake and fried cheese, but still don't share the corn",1
fair,action_0,high,6,Marianne and Lisa double dip their funnel cake sticks into the same cheese sauce,1
fair,action_0,high,7,They divide all the food into two equal portions and eat from their own portions,1
fair,action_1,low,0,Marianne eats the corn off the cob by herself,0
fair,action_1,low,1,Lisa eats the corn off the cob by herself,0
fair,action_1,low,2,"They throw the corn away, focusing on the funnel cake and fried cheese",0
fair,action_1,low,3,Marianne cuts the corn into small pieces and they both eat from the same plate,1
fair,action_1,low,4,They take turns biting from the same corn on the cob,1
fair,action_1,low,5,"Marianne gives the entire corn to Lisa, who eats it all",0
fair,action_1,low,6,"Lisa gives the funnel cake and fried cheese to Marianne, and eats the corn herself",0
fair,action_1,low,7,"They use the same utensils to eat the corn, taking turns",1
fair,action_1,low,8,Marianne cuts the corn into two halves and they eat their respective halves off the cob,1
fair,action_1,low,9,They decide not to eat the corn and only eat the funnel cake and fried cheese,0
fair,action_1,high,0,Marianne eats the corn on the cob by herself,0
fair,action_1,high,1,Lisa eats the corn on the cob by herself,0
fair,action_1,high,2,They throw the corn away and only eat the funnel cake and fried cheese,0
fair,action_1,high,3,They take turns biting from the same corn on the cob,1
fair,action_1,high,4,Marianne cuts the corn off the cob and they both eat from the same plate without utensils,1
fair,action_1,high,5,They cut the corn into smaller pieces and eat from a shared plate with their fingers,1
fair,action_1,high,6,"One person cuts the corn off the cob and gives the entire plate to the other, who eats it all",0
fair,action_1,high,7,They use a pair of tongs or serving utensils to feed each other the corn,1
fair,action_1,high,8,"Marianne and Lisa both eat from the same corn on the cob, but use utensils to pull the corn off the cob and into their mouths",1
fair,action_2,low,0,Marianne eats the entire corn on the cob by herself,0
fair,action_2,low,1,Lisa eats the entire corn on the cob by herself,0
fair,action_2,low,2,They cut the corn off the cob and divide it onto two plates,1
fair,action_2,low,3,"They throw the corn away, not interested in eating it",0
fair,action_2,low,4,"Marianne gives the entire corn on the cob to Lisa, who eats it all",0
fair,action_2,low,5,"Lisa gives the funnel cake and fried cheese to Marianne, and Marianne gives the corn on the cob to Lisa",0
fair,action_2,low,6,They both bite from the same side of the corn on the cob at the same time,1
fair,action_2,low,7,Marianne and Lisa take turns double dipping the corn on the cob in a sauce,1
fair,action_2,low,8,"They decide to only eat the funnel cake and fried cheese, and leave the corn on the cob uneaten",0
fair,action_2,low,9,They cut the corn on the cob in half and eat their respective halves separately,1
fair,action_2,high,0,Marianne eats the entire corn on the cob by herself,0
fair,action_2,high,1,Lisa eats the entire corn on the cob by herself,0
fair,action_2,high,2,They cut the corn off the cob and divide it into two separate portions,1
fair,action_2,high,3,"They throw the corn away, deciding they're not hungry enough for it",0
fair,action_2,high,4,"Marianne gives the entire corn on the cob to Lisa, and Marianne eats the funnel cake and fried cheese",0
fair,action_2,high,5,"Lisa gives the funnel cake and fried cheese to Marianne, and Lisa eats the entire corn on the cob",0
fair,action_2,high,6,They take turns double dipping the corn on the cob into a shared pool of butter or sauce,1
fair,action_2,high,7,"They each take a bite from the same end of the corn on the cob, going back and forth",1
fair,action_2,high,8,"They decide to only eat the funnel cake and fried cheese, and leave the corn on the cob uneaten",0
fair,action_2,high,9,They use separate utensils to pull corn off the cob and eat it from their own plates,1
fair,action_3,low,0,Marianne eats the corn by herself,0
fair,action_3,low,1,Lisa eats the corn by herself,0
fair,action_3,low,2,They throw the corn away,0
fair,action_3,low,3,Marianne cuts the corn into two separate portions and they eat from their own portions,1
fair,action_3,low,4,"They use separate utensils to pull corn off the cob, eating from the same cob but not the same area",1
fair,action_3,low,5,One person eats a small portion of the corn and then gives the rest to the other,1
fair,action_3,low,6,"Double dipping into a bowl of toppings, like butter or cheese, to add flavor to their individual portions of corn",1
fair,action_3,low,7,"They take turns pulling corn off the cob with their hands, eating it as they go",1
fair,action_3,low,8,"Neither of them eat the corn, focusing on the funnel cake and fried cheese instead",0
fair,action_3,high,0,Marianne eats the corn and gives the funnel cake and fried cheese to Lisa,0
fair,action_3,high,1,They cut the corn into two separate pieces and eat their own portions,1
fair,action_3,high,2,"Lisa eats the corn, funnel cake, and fried cheese by herself",0
fair,action_3,high,3,They use separate utensils to take turns picking corn kernels from the cob,1
fair,action_3,high,4,Marianne and Lisa decide not to eat the food and throw it away,0
fair,action_3,high,5,They take turns double dipping the fried cheese into a sauce,1
fair,action_3,high,6,"Marianne eats a few bites of corn, then hands the rest to Lisa to finish",1
fair,action_3,high,7,They divide all the food into two piles and eat from their own piles,1
fair,action_3,high,8,"Neither of them eats the corn, but they share the funnel cake and fried cheese",1
gala,action_0,low,0,Elena gives her drink to Todd and he drinks it all,0
gala,action_0,low,1,Todd and Elena pour half of their drinks into each other's glasses and drink from their own,1
gala,action_0,low,2,They don't order drinks and leave,0
gala,action_0,low,3,Elena and Todd take tiny sips from each other's drinks,1
gala,action_0,low,4,Todd orders another apple pie espresso martini and they both drink from their own,0
gala,action_0,low,5,Elena and Todd pour their drinks into a shared pitcher and drink from it together,1
gala,action_0,high,0,Elena and Todd exchange their drinks and drink from the other's glass,1
gala,action_0,high,1,They pour a small amount of each drink into a new glass and share the mixture,1
gala,action_0,high,2,Elena gives her drink to Todd and he drinks the whole thing,0
gala,action_0,high,3,Todd dips his straw into Elena's drink to take a sip,1
gala,action_0,high,4,"Elena and Todd take turns sipping from the same drink, starting with Elena's",1
gala,action_0,high,5,They decide not to try each other's drinks and leave them untouched,0
gala,action_0,high,6,Todd offers Elena his drink and she finishes it while he drinks hers,0
gala,action_0,high,7,"Elena and Todd use two straws in one drink, alternating which drink they're straw-sharing",1
gala,action_1,low,0,"Elena and Todd each drink only their own martini, without trying the other's",0
gala,action_1,low,1,Elena and Todd pour their drinks into separate smaller glasses to taste each other's,1
gala,action_1,low,2,"One person gives their whole drink to the other, who then drinks it alone",0
gala,action_1,low,3,They ask the bartender for a small sample of each other's drink to try,1
gala,action_1,low,4,Elena and Todd decide not to try each other's drinks and just stick to their own,0
gala,action_1,low,5,They use a separate spoon or cup to scoop out a small amount of each other's drink to taste,1
gala,action_1,low,6,"Elena and Todd drink directly from each other's glasses, without using straws",1
gala,action_1,low,7,"One person drinks from the rim of the other's glass, then hands it back",1
gala,action_1,high,0,Elena and Todd decide not to try each other's drinks,0
gala,action_1,high,1,"Elena gives her drink to Todd and he drinks it all, then Todd gives his drink to Elena and she drinks it all",0
gala,action_1,high,2,They pour a small amount of each drink into a new glass and share the mixture,1
gala,action_1,high,3,Elena and Todd take sips from each other's glasses without using straws or utensils,1
gala,action_1,high,4,One person drinks their own drink and the other person drinks the other drink,0
gala,action_1,high,5,"They don't take a sip of each other's drink, but instead describe their drinks to each other",0
gala,action_1,high,6,Elena and Todd use a spoon to take a small taste of each other's drinks,1
gala,action_1,high,7,"They decide to order one of each drink to share, and then split the two drinks between them",1
gala,action_1,high,8,"Elena tries Todd's drink by dipping her finger in it and tasting, then Todd does the same with Elena's drink",1
gala,action_2,low,0,Elena and Todd decide not to try each other's drinks,0
gala,action_2,low,1,They ask the bartender for a small sample of each other's drinks,1
gala,action_2,low,2,Elena pours a small amount of her drink into a separate glass for Todd to try,1
gala,action_2,low,3,Todd and Elena use separate straws to try each other's drinks,1
gala,action_2,low,4,They swap glasses and drink from the other's glass,1
gala,action_2,low,5,Elena and Todd double dip their straws into each other's drinks,1
gala,action_2,low,6,One person drinks the entire drink and the other doesn't get any,0
gala,action_2,low,7,They pour their drinks into a shared pitcher and drink from it together,1
gala,action_2,high,0,use separate glasses for tasting each other's drinks,1
gala,action_2,high,1,not try each other's drinks at all,0
gala,action_2,high,2,pour a small amount of each drink into a new glass for the other to try,1
gala,action_2,high,3,refuse to share drinks due to germ concerns,0
gala,action_2,high,4,double dip their straws into each other's drinks,1
gala,action_2,high,5,Elena drinks Todd's entire martini and Todd drinks Elena's entire martini,1
gala,action_2,high,6,"Elena gives her drink to Todd and he drinks the whole thing, then Todd gives his drink to Elena and she drinks the whole thing",1
gala,action_2,high,7,"they don't drink their own drinks after trying each other's, and instead order a new round",1
gala,action_2,high,8,use a straw to try a sip from the other's glass without touching the rim,1
gala,action_2,high,9,one person drinks their own drink and the other person doesn't get to try it,0
gala,action_3,low,0,Elena and Todd do not try each other's drinks,0
