scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
takeout,action_3,75,0,One person uses the honey mustard sauce and the other uses ketchup packets,0
takeout,action_3,75,1,They order another container of honey mustard sauce from the restaurant,0
takeout,action_3,75,2,They use the honey mustard sauce for one type of food and ketchup for another,1
takeout,action_3,75,3,One person gets the honey mustard sauce and the other gets none,0
takeout,action_3,75,4,They put the honey mustard sauce on the side and both use it but not at the same time,1
takeout,action_3,75,5,They decide to eat without any sauce,0
takeout,action_3,75,6,"One person eats first and then the other person eats, with the first person using the honey mustard sauce",0
takeout,action_3,75,7,They cut the chicken tenders into smaller pieces and divide the honey mustard sauce between them,1
takeout,action_3,75,8,"They draw a line on the table and each eat on their own side, with one person using the honey mustard sauce",0
takeout,action_3,100,0,"Emily uses the honey mustard, Elizabeth uses ketchup",0
takeout,action_3,100,1,They ask the hotel if they have any additional dipping sauce,0
takeout,action_3,100,2,"Emily uses all the honey mustard, Elizabeth doesn't use any",0
takeout,action_3,100,3,They decide to eat without dipping sauce,0
takeout,action_3,100,4,"They cut the chicken tenders into smaller pieces and divide them, using the honey mustard and ketchup packets separately",1
takeout,action_3,100,5,They take turns using the honey mustard with their own chicken tenders,1
takeout,action_3,100,6,They mix the honey mustard with ketchup to make a shared dipping sauce,1
takeout,action_3,100,7,They order another container of dipping sauce from the restaurant,0
takeout,action_3,100,8,"Elizabeth uses the honey mustard, Emily uses none and just eats the chicken tenders plain",0
takeout,action_3,100,9,They put the honey mustard on the side and both use it to dip their own chicken tenders as needed,1
cooking,action_0,0,0,"Liana and Serina share the pasta, taking turns eating from the same plate",1
cooking,action_0,0,1,They cook the pasta together but Liana eats alone in the kitchen,0
cooking,action_0,0,2,Serina eats the pasta while Liana watches from another room,0
cooking,action_0,0,3,Liana and Serina decide not to eat dinner together and go their separate ways,0
cooking,action_0,0,4,They divide the pasta into two portions and eat together in the living room,1
cooking,action_0,0,5,"Liana cooks and eats the pasta alone, without Serina's involvement",0
cooking,action_0,0,6,Serina and Liana take turns cooking and eating their own separate meals,0
cooking,action_0,0,7,"They share the recipe and cooking process, but eat in separate rooms",1
cooking,action_0,0,8,"Liana and Serina prepare the pasta together, then serve it to themselves and a few other guests",1
cooking,action_0,0,9,They postpone cooking the pasta and instead order takeout to eat together,1
cooking,action_0,50,0,"Liana and Serina cook and eat the pasta together, serving it onto shared plates",1
cooking,action_0,50,1,Liana cooks the pasta and brings it to the living room for Serina to try a few bites,1
cooking,action_0,50,2,Serina eats the salad in the kitchen while Liana eats the pasta in the living room,0
cooking,action_0,50,3,Liana and Serina decide not to eat in the living room and instead eat at the dinner table,0
cooking,action_0,50,4,"Liana offers Serina a taste of the pasta, but they eat from separate plates",1
cooking,action_0,50,5,"Liana and Serina order takeout instead of cooking, and they eat from separate containers",0
cooking,action_0,50,6,They make a large serving of pasta and serve themselves portions from the same dish,1
cooking,action_0,50,7,"Liana eats alone in the kitchen, and Serina watches TV in the living room",0
cooking,action_0,50,8,"Neither of them eats, and they just watch the TV show",0
cooking,action_0,50,9,"Liana and Serina make two separate dishes, one pasta and one salad, and swap plates to try each other's food",1
cooking,action_0,75,0,"Liana and Serina share the pasta, eating from the same plate",1
cooking,action_0,75,1,Liana cooks and eats the pasta alone in the kitchen,0
cooking,action_0,75,2,"They decide not to eat in the living room and instead, Liana eats in the kitchen while Serina eats in the dining room",0
cooking,action_0,75,3,"Liana and Serina take turns eating the pasta, one person eating while the other waits",1
cooking,action_0,75,4,They order takeout and both eat different meals from separate containers,0
cooking,action_0,75,5,Serina cooks a separate dish and they both eat their own meals together in the living room,0
cooking,action_0,75,6,"Liana and Serina eat the pasta together, but from separate plates",1
cooking,action_0,75,7,"Neither Liana nor Serina eats, instead they watch the TV show together while fasting",0
cooking,action_0,75,8,Liana eats the pasta in the living room while Serina watches her and doesn't eat anything,0
cooking,action_0,75,9,"They put the pasta in the middle of the coffee table and eat it together, family-style",1
cooking,action_0,100,0,They both eat the pasta together while watching the TV show,1
cooking,action_0,100,1,Liana cooks and eats the pasta alone in the kitchen,0
cooking,action_0,100,2,Serina eats the pasta and Liana eats a separate meal in a different room,0
cooking,action_0,100,3,They decide not to eat dinner and just watch the TV show together,0
cooking,action_0,100,4,"Liana and Serina take turns eating the pasta, one after the other",0
cooking,action_0,100,5,They order takeout and eat it together while watching the TV show,1
cooking,action_0,100,6,Liana cooks the pasta and brings some to Serina's room for her to eat,0
cooking,action_0,100,7,"They cook a new meal together, different from the pasta recipe",1
cooking,action_0,100,8,"Liana and Serina eat the pasta in shifts, with one person eating in the living room and the other in the kitchen",0
cooking,action_0,100,9,"They make the pasta recipe together, but then pack it up and eat it at a later time",1
cooking,action_1,0,0,Liana serves herself and then hands the serving utensil to Serina to serve herself,0
cooking,action_1,0,1,They use separate serving utensils to transfer pasta onto their individual plates,0
cooking,action_1,0,2,Serina serves both plates and hands one to Liana,0
cooking,action_1,0,3,They eat directly from the pot with their own forks,1
cooking,action_1,0,4,Liana and Serina prepare their own separate portions of pasta from the beginning,0
cooking,action_1,0,5,They use a shared fork to eat pasta from a shared plate,1
cooking,action_1,0,6,"One person cooks and serves the other, who doesn't participate in cooking or serving",0
cooking,action_1,0,7,They decide not to eat together and instead cook separate meals,0
cooking,action_1,0,8,Liana and Serina feed each other,1
cooking,action_1,50,0,Liana serves herself and then passes the serving utensil to Serina to serve herself,1
cooking,action_1,50,1,"One person cooks and serves the other, with no exchange of utensils or food handling",1
cooking,action_1,50,2,They cook the pasta together but then divide it into portions and reheat them separately in the microwave,0
cooking,action_1,50,3,"Serina cooks and serves the entire meal, bringing it to Liana in the living room",0
cooking,action_1,50,4,"They decide to eat directly from the pot, using their own forks",1
cooking,action_1,50,5,Liana and Serina prepare their own individual portions of pasta from separate pots,0
cooking,action_1,50,6,"One person eats in the kitchen while the other eats in the living room, no sharing of food or space",0
cooking,action_1,50,7,They use separate serving utensils to transfer pasta onto their plates,1
cooking,action_1,50,8,"Liana and Serina feed each other, passing forkfuls of pasta back and forth",1
cooking,action_1,50,9,They abandon the idea of eating together and instead order takeout for themselves,0
cooking,action_1,75,0,"Liana cooks and serves the pasta alone, bringing a plate to Serina in the living room",0
cooking,action_1,75,1,They use separate serving utensils to transfer pasta onto their individual plates,0
cooking,action_1,75,2,"Serina serves Liana's plate and her own, then they eat together in the living room",1
cooking,action_1,75,3,"Liana and Serina eat directly from the pot, without using plates or individual utensils",1
cooking,action_1,75,4,"They decide to order takeout instead, and wait for the food to arrive together",1
cooking,action_1,75,5,"Liana and Serina cook the pasta together, but then store the leftovers and go their separate ways for the night",0
cooking,action_1,75,6,"One person cooks the pasta, and the other person doesn't participate or eat with them",0
cooking,action_1,75,7,"They eat from a shared plate, using their own forks to take turns eating the pasta",1
cooking,action_1,75,8,"Liana and Serina have a picnic-style meal, where they sit on the floor and eat from a shared bowl or container",1
cooking,action_1,100,0,"Liana serves herself and then Serina serves herself with the same utensil, but they wipe it clean between uses",1
cooking,action_1,100,1,They use separate serving utensils to transfer pasta onto their individual plates,0
cooking,action_1,100,2,"One person serves the other, but not themselves",1
cooking,action_1,100,3,"They eat directly from the pot, taking turns",1
cooking,action_1,100,4,"Liana cooks and serves the entire meal, including seconds, to Serina",1
cooking,action_1,100,5,"Serina cooks and serves the entire meal, including seconds, to Liana",1
cooking,action_1,100,6,"They decide to eat at the dinner table instead of the living room, with the pot in the center and each serving themselves",1
cooking,action_1,100,7,One person cooks and the other doesn't participate in cooking or serving,0
cooking,action_1,100,8,They order takeout instead of cooking and eat from separate containers,0
cooking,action_1,100,9,They feed each other by hand,1
cooking,action_2,0,0,Liana serves the pasta for both of them and carries the plates to the living room,0
cooking,action_2,0,1,They use a shared serving utensil to portion out the pasta onto their individual plates,1
cooking,action_2,0,2,"One person cooks while the other waits in the living room, then the cook brings the finished dish to them",0
cooking,action_2,0,3,"They eat directly from the pot, not using individual plates",1
cooking,action_2,0,4,Liana and Serina decide to eat in separate rooms,0
cooking,action_2,0,5,They use disposable plates and utensils to minimize cleaning and contact,0
cooking,action_2,0,6,"One person prepares a single, large plate of pasta and they take turns eating from it",1
cooking,action_2,0,7,"They order takeout instead of cooking, to avoid any food preparation contact",0
cooking,action_2,0,8,"Liana and Serina choose not to eat together, abandoning the plan to cook and watch TV as a pair",0
cooking,action_2,0,9,"They feed each other, using their own forks to put pasta onto each other's plates",1
cooking,action_2,50,0,Liana serves both plates and they eat together in the living room,1
cooking,action_2,50,1,"Serina cooks and eats alone, Liana does the same at her own home",0
cooking,action_2,50,2,They use a single serving spoon to portion out pasta onto their plates,1
cooking,action_2,50,3,"Liana cooks and serves herself, then leaves Serina to cook and serve herself separately",0
cooking,action_2,50,4,They decide not to eat together and watch TV separately,0
cooking,action_2,50,5,Serina serves herself and then hands the serving spoon to Liana to serve herself,1
cooking,action_2,50,6,They feed each other,1
cooking,action_2,50,7,Liana and Serina take turns cooking and eating alone on separate nights,0
cooking,action_2,50,8,They order takeout instead of cooking and eat from separate containers,0
cooking,action_2,50,9,They use separate serving spoons but eat together from a shared plate,1
cooking,action_2,75,0,Liana serves pasta for both of them onto a shared platter,1
cooking,action_2,75,1,"Serina cooks and serves the pasta alone, then brings it to Liana in the living room",0
cooking,action_2,75,2,"They use a single serving spoon to put pasta on their plates, taking turns",1
cooking,action_2,75,3,"Liana and Serina decide to eat directly from the pot, without using plates",1
cooking,action_2,75,4,"They order takeout instead of cooking, and eat from separate containers",0
cooking,action_2,75,5,"One person cooks while the other waits in the living room, then the cook brings the food",0
cooking,action_2,75,6,They cook together but then eat in separate rooms,0
cooking,action_2,75,7,Liana and Serina feed each other,1
cooking,action_2,100,0,Liana serves pasta for both of them onto their individual plates,0
cooking,action_2,100,1,"They use a single serving spoon to put pasta on both plates, taking turns",1
cooking,action_2,100,2,"Serina cooks and plates the pasta for both, Liana doesn't participate in serving",0
cooking,action_2,100,3,"They decide to eat directly from the pot, taking turns with a single fork",1
cooking,action_2,100,4,Liana and Serina prepare individual portions in separate pots,0
cooking,action_2,100,5,"One person plates the pasta, then the other adds toppings or seasonings",1
cooking,action_2,100,6,They eat side by side from a single large plate or platter,1
cooking,action_2,100,7,Liana and Serina agree to cook and eat separately in different rooms,0
cooking,action_2,100,8,They use separate serving utensils but feed each other,1
cooking,action_3,0,0,Each person cooks their own separate portion of pasta in the kitchen,0
cooking,action_3,0,1,They serve the pasta onto individual plates and eat separately in the living room,0
cooking,action_3,0,2,"One person cooks and serves the pasta to the other, who eats alone",0
cooking,action_3,0,3,They decide not to cook the pasta and watch TV together without eating,0
cooking,action_3,0,4,Liana cooks and eats in the kitchen while Serina watches TV alone in the living room,0
cooking,action_3,0,5,They use separate serving dishes but eat together at the same table,1
cooking,action_3,0,6,"One person eats from the pot while the other person watches, then they switch",1
cooking,action_3,0,7,They take turns eating from a single fork,1
cooking,action_3,0,8,They eat the pasta together but use a serving utensil to serve individual portions onto their own plates or into bowls,1
cooking,action_3,50,0,Each eats from their own separate plate in the living room,0
cooking,action_3,50,1,"They take turns eating from the same plate, one at a time",0
cooking,action_3,50,2,Liana cooks and eats alone in the kitchen while Serina waits in the living room,0
cooking,action_3,50,3,They decide not to eat together and watch TV separately,0
cooking,action_3,50,4,"Serina cooks and serves Liana, who eats alone in the living room",0
cooking,action_3,50,5,They use separate pots to cook individual servings in the kitchen,0
cooking,action_3,50,6,Liana and Serina feed each other from the pot,1
cooking,action_3,50,7,"They eat together at the dinner table, using separate utensils and plates",1
cooking,action_3,50,8,"One person cooks while the other sets the table, then they eat together from separate plates",1
cooking,action_3,75,0,Liana cooks and serves the pasta to Serina,0
cooking,action_3,75,1,"They cook the pasta together, then serve themselves individual portions on separate plates",1
cooking,action_3,75,2,Serina cooks the pasta alone and eats it by herself in the living room,0
cooking,action_3,75,3,They decide to eat in separate rooms,0
cooking,action_3,75,4,"Liana and Serina take turns eating from the same plate, but not at the same time",1
cooking,action_3,75,5,They use separate pots to cook their own individual servings of pasta,0
cooking,action_3,75,6,Liana and Serina order takeout instead of cooking together,0
cooking,action_3,75,7,"They eat the pasta together, but use individual plates and utensils",1
cooking,action_3,75,8,"Serina cooks and serves the pasta, but they eat together at the dinner table",1
cooking,action_3,100,0,They serve individual portions onto separate plates and eat separately in the living room,0
cooking,action_3,100,1,One person eats in the living room while the other eats in the kitchen,0
cooking,action_3,100,2,"They decide to eat at the dinner table instead of the living room, using separate plates and utensils",0
cooking,action_3,100,3,"Liana cooks and eats alone, saving some for Serina to eat later",0
cooking,action_3,100,4,"They take turns eating from a single plate, with one person feeding the other",1
cooking,action_3,100,5,"They use a single fork to take turns eating from the pot, while sitting close together",1
cooking,action_3,100,6,"They eat in shifts, one person eating while the other waits and then they switch",0
cooking,action_3,100,7,Serina eats in the living room while Liana watches TV and eats nothing,0
cooking,action_3,100,8,They order takeout instead of cooking and eat from separate containers,0
cooking,action_3,100,9,"They feed each other by hand, passing pasta back and forth",1
apples,action_0,0,0,Camille and Haoyu pick an apple together and take turns biting into it,1
apples,action_0,0,1,Haoyu picks an apple and eats it alone,0
apples,action_0,0,2,Camille offers Haoyu a bite of the apple she picked,1
apples,action_0,0,3,They decide not to taste any apples and just observe,0
apples,action_0,0,4,Haoyu picks a separate apple and they both eat their own apples,0
apples,action_0,0,5,Camille and Haoyu discuss the different varieties but don't taste any,0
apples,action_0,0,6,Camille cuts the apple in half and shares one half with Haoyu,1
apples,action_0,0,7,They ask an employee for a sample of a specific variety to share,1
apples,action_0,0,8,Haoyu suggests they buy some apples to take home and share later,1
apples,action_0,50,0,Camille and Haoyu both take bites from the same apple,1
apples,action_0,50,1,Haoyu picks a separate apple and they both eat their own,0
apples,action_0,50,2,Neither Camille nor Haoyu taste the apple,0
apples,action_0,50,3,Camille cuts the apple in half and shares it with Haoyu,1
apples,action_0,50,4,Haoyu picks the apple instead of Camille and eats it,0
apples,action_0,50,5,They ask an employee for a sample of the apple variety,1
apples,action_0,50,6,Camille describes the taste to Haoyu without offering any,0
apples,action_0,50,7,Haoyu asks Camille to describe the taste after she's tried it,0
apples,action_0,50,8,They decide to buy some apples to share later,1
apples,action_0,50,9,"Camille offers Haoyu a bite of her apple, but he declines",0
apples,action_0,75,0,Camille and Haoyu both pick an apple and taste it separately,0
apples,action_0,75,1,"Haoyu picks the apple and takes bites, Camille doesn't taste",0
apples,action_0,75,2,Neither of them picks or tastes an apple,0
apples,action_0,75,3,Camille and Haoyu pick one apple and take turns biting into it,1
apples,action_0,75,4,They ask the employees for a recommendation and taste a variety together,1
apples,action_0,75,5,"Camille picks an apple, cuts it in half, and shares it with Haoyu",1
apples,action_0,75,6,Haoyu suggests they buy a bag of mixed apples to taste together later,1
apples,action_0,75,7,"Camille hands the apple to Haoyu after taking a bite, for him to try",1
apples,action_0,100,0,Camille and Haoyu take turns biting the same apple,1
apples,action_0,100,1,Haoyu picks his own apple and they both taste their separate apples,0
apples,action_0,100,2,They decide not to taste any apples,0
apples,action_0,100,3,Camille cuts the apple in half and shares it with Haoyu,1
apples,action_0,100,4,"Haoyu picks an apple and eats it alone, without offering any to Camille",0
apples,action_0,100,5,They ask the employees for a few apples to take back to their place to share later,1
apples,action_0,100,6,Camille describes the taste to Haoyu without offering him any,0
apples,action_0,100,7,Haoyu insists on picking a different variety and they taste those separately,0
apples,action_0,100,8,They feed each other bites of the apple,1
apples,action_1,0,0,Camille eats the whole apple by herself,0
apples,action_1,0,1,Haoyu picks an apple and eats it separately from Camille,0
apples,action_1,0,2,They pick two separate apples and compare their taste,1
apples,action_1,0,3,Camille describes the taste to Haoyu without offering him any,0
apples,action_1,0,4,Haoyu watches Camille eat the apple but doesn't try any,0
apples,action_1,0,5,They decide not to taste any apples,0
apples,action_1,0,6,Camille cuts the apple in half and they each eat a half,1
apples,action_1,0,7,Haoyu picks an apple and they take turns describing the different varieties to each other,1
apples,action_1,0,8,Camille and Haoyu ask an employee for a recommendation and taste a different variety together,1
apples,action_1,50,0,Camille eats the whole apple by herself,0
apples,action_1,50,1,Haoyu picks an apple and they each eat their own separately,0
apples,action_1,50,2,Camille and Haoyu each pick an apple and then exchange them to try each other's variety,1
apples,action_1,50,3,They decide not to taste any apples and instead just walk through the orchard,0
apples,action_1,50,4,"Camille offers Haoyu the first bite, then Haoyu finishes the apple",1
apples,action_1,50,5,"Haoyu picks an apple and they take turns biting into the same side, one after the other",1
apples,action_1,50,6,Camille and Haoyu go to the orchard's tasting area and sample sliced apples from multiple varieties together,1
apples,action_1,50,7,Camille throws the apple away without offering any to Haoyu,0
apples,action_1,50,8,They ask an employee for a recommendation and then share a basket of pre-picked apples,1
apples,action_1,75,0,Camille eats the whole apple by herself,0
apples,action_1,75,1,"Haoyu picks an apple and eats it, while Camille picks a separate one and eats it",0
apples,action_1,75,2,They pick multiple apples and divide them between themselves to eat separately,0
apples,action_1,75,3,Camille and Haoyu each pick an apple and then cut them in half to share with each other,1
apples,action_1,75,4,They decide not to eat any apples and just look at the different varieties,0
apples,action_1,75,5,"Camille and Haoyu take turns picking different apple varieties to taste, but use a cutting board and knife to slice pieces for each other",1
apples,action_1,75,6,Haoyu eats the whole apple after Camille hands it to him without taking a bite,0
apples,action_1,75,7,Camille and Haoyu ask an employee for recommendations and then each pick an apple from a different variety to eat separately,0
apples,action_1,75,8,"They pick one apple, cut it into small pieces, and feed it to each other",1
apples,action_1,100,0,Camille eats the entire apple by herself,0
apples,action_1,100,1,"Haoyu picks an apple and eats it, while Camille picks a separate apple and eats it",0
apples,action_1,100,2,They pick several apples and bring them back to a bench to sort and divide among themselves,1
apples,action_1,100,3,"Camille and Haoyu stand on opposite sides of the tree and pick apples to eat separately, without interacting",0
apples,action_1,100,4,"Haoyu picks an apple and hands it to Camille to eat, without tasting it himself",0
apples,action_1,100,5,"They take turns picking apples for each other to taste, but use a new apple each time",1
apples,action_1,100,6,Camille and Haoyu decide not to eat any apples at all and instead just walk through the orchard,0
apples,action_1,100,7,They cut an apple in half and each eat their own half,1
apples,action_1,100,8,Camille and Haoyu ask an employee for a recommendation and then share a single apple of the recommended variety,1
apples,action_2,0,0,Camille eats the entire apple by herself,0
apples,action_2,0,1,"Haoyu picks an apple and eats it, while Camille picks a separate one and eats it",0
apples,action_2,0,2,"They pick multiple apples and divide them between themselves, eating separately",0
apples,action_2,0,3,Camille and Haoyu stand together but do not eat any apples,0
apples,action_2,0,4,Camille cuts the apple in half and they each eat their own half,1
apples,action_2,0,5,"They take turns picking different apples to taste, but do not share the same apple",1
apples,action_2,0,6,"Haoyu picks an apple and hands it to Camille to eat the whole thing, then she does the same for him",1
apples,action_2,0,7,"They discuss the different apple varieties and decide together which one to pick and eat, but then one person eats it alone",0
apples,action_2,0,8,"Camille and Haoyu decide to buy a bag of apples together and eat them later, sharing the bag",1
apples,action_2,50,0,Camille tastes the apple and then throws it away,0
apples,action_2,50,1,Camille and Haoyu each pick their own apples to taste,0
apples,action_2,50,2,Haoyu picks an apple and eats it entirely by himself,0
apples,action_2,50,3,Camille and Haoyu discuss the different varieties but don't taste any,0
apples,action_2,50,4,Camille cuts the apple in half and they each eat their own half,1
apples,action_2,50,5,They take turns picking different apples and tasting them individually,0
apples,action_2,50,6,Camille and Haoyu both grab an apple and eat together but not from the same apple,1
apples,action_2,50,7,Camille describes the taste to Haoyu without offering him any,0
apples,action_2,50,8,Haoyu watches Camille eat the apple but doesn't taste it himself,0
apples,action_2,50,9,They decide to buy some apples to take home and share later,1
apples,action_2,75,0,Camille eats the entire apple by herself,0
apples,action_2,75,1,Haoyu picks his own apple from the same tree and they eat separately,0
apples,action_2,75,2,"They pick two separate apples and eat together, but not sharing the same apple",1
apples,action_2,75,3,Camille describes the taste to Haoyu without offering him any,0
apples,action_2,75,4,Haoyu watches Camille eat the apple without participating,0
apples,action_2,75,5,They decide not to taste any apples and just walk through the orchard,0
apples,action_2,75,6,Camille cuts the apple in half and they each eat their own half,1
apples,action_2,75,7,"Haoyu picks an apple and they take turns describing the taste to each other, but don't share",1
apples,action_2,75,8,They ask an employee for a recommendation and then taste different varieties separately,0
apples,action_2,100,0,Camille eats the whole apple by herself,0
apples,action_2,100,1,Camille and Haoyu each pick their own apple to taste,0
apples,action_2,100,2,"Haoyu picks an apple and eats it, then Camille picks one and eats it, without discussing or comparing",0
apples,action_2,100,3,"They discuss the different apple varieties and decide which one to try together, but then eat separate apples",0
apples,action_2,100,4,"Camille and Haoyu put the apple back and look for another variety to taste together, but end up not tasting any apples",0
apples,action_2,100,5,Camille describes the taste to Haoyu without offering him any,0
apples,action_2,100,6,Haoyu takes the apple from Camille and eats the rest by himself,0
apples,action_2,100,7,They cut the apple in half and each eat their own half,1
apples,action_2,100,8,Camille and Haoyu take turns picking different apples and sharing bites with each other,1
apples,action_2,100,9,"They find a bench and sit together to eat multiple apples, taking bites and discussing the tastes",1
apples,action_3,0,0,Camille eats the entire apple by herself,0
apples,action_3,0,1,Camille and Haoyu each pick their own apple to taste,0
apples,action_3,0,2,"Haoyu picks an apple and eats it, without offering any to Camille",0
apples,action_3,0,3,They decide not to taste any apples,0
apples,action_3,0,4,Camille cuts the apple in half and they each eat a separate half,1
apples,action_3,0,5,Camille and Haoyu take turns picking different apples to taste individually,0
apples,action_3,0,6,"They ask the employee for a sample of the apple variety, which is then cut into pieces for them to share",1
apples,action_3,0,7,Haoyu declines to taste the apple and Camille eats it alone,0
apples,action_3,0,8,"They discuss the different apple varieties, but do not taste any",1
apples,action_3,50,0,Camille eats the whole apple by herself,0
apples,action_3,50,1,Camille and Haoyu each pick their own apple to taste,0
apples,action_3,50,2,"Haoyu picks an apple and eats it, then Camille picks one and eats it, without offering any to each other",0
apples,action_3,50,3,"Camille and Haoyu stand together and discuss the different apple varieties, but don't taste any",0
apples,action_3,50,4,Camille cuts the apple in half and they each eat a separate half,1
apples,action_3,50,5,"Camille and Haoyu take turns picking different apples to taste, passing each one back and forth after taking a bite",1
apples,action_3,50,6,"Haoyu picks an apple, takes a bite, and then hands it to Camille to finish",1
apples,action_3,50,7,They decide to buy a few apples and share them later in a picnic setting,1
apples,action_3,50,8,Camille describes the taste of the apple to Haoyu without offering him any,0
apples,action_3,50,9,Camille and Haoyu taste different apple varieties and compare notes on the flavors,1
apples,action_3,75,0,Camille eats the entire apple by herself,0
apples,action_3,75,1,Camille and Haoyu each pick a separate apple to taste,0
apples,action_3,75,2,"Haoyu picks an apple and eats it, then Camille picks a separate one",0
apples,action_3,75,3,They decide not to taste any apples,0
apples,action_3,75,4,Camille and Haoyu cut the apple in half and each eat a separate half,1
apples,action_3,75,5,"Camille takes a bite, then Haoyu takes a bite from the opposite side of the apple",1
apples,action_3,75,6,They ask the employees for a sample of pre-cut apples to share,1
apples,action_3,75,7,Camille describes the taste to Haoyu without offering him any,0
apples,action_3,75,8,Haoyu takes the apple from Camille and eats the rest by himself,0
apples,action_3,100,0,Camille eats the entire apple herself,0
apples,action_3,100,1,Camille and Haoyu each pick their own apple to taste,0
apples,action_3,100,2,"Haoyu picks an apple and eats it, without offering any to Camille",0
apples,action_3,100,3,They decide not to taste any apples,0
apples,action_3,100,4,Camille cuts the apple in half and they each eat a half,1
apples,action_3,100,5,"Camille takes a bite, then Haoyu takes a bite from the other side of the apple",1
apples,action_3,100,6,"They ask the employees for a sample of each variety, to taste together",1
apples,action_3,100,7,"Camille and Haoyu take turns picking different apples to taste, passing each one back and forth",1
dip,action_0,0,0,Declan tries the dips and reports back to Eric,0
dip,action_0,0,1,Eric and Declan taste the chips and dips together to decide the best pairing,1
dip,action_0,0,2,"Declan prepares and tastes the snacks alone, without Eric's input",0
dip,action_0,0,3,Eric and Declan have a blind taste test of the dips to guess the ingredients,1
dip,action_0,0,4,"Eric tries one kind of chip and dip, while Declan tries the other kind",0
dip,action_0,0,5,Declan and Eric prepare their own separate snack stations with different chips and dips,0
dip,action_0,0,6,Eric and Declan take turns tasting the snacks and giving each other feedback,1
dip,action_0,0,7,Declan makes Eric try a dip without telling him the ingredients,1
dip,action_0,0,8,"Neither person prepares any snacks, and they decide to order catering instead",0
dip,action_0,50,0,Declan tries the chips and dips alone before the party,0
dip,action_0,50,1,Eric tries the chips and dips alone before the party,0
dip,action_0,50,2,"Declan and Eric take turns trying the chips and dips, but not together",0
dip,action_0,50,3,"Declan and Eric taste the chips and dips together, discussing their opinions",1
dip,action_0,50,4,"They decide to have a small tasting session, taking bites of the chips and dips together",1
dip,action_0,50,5,"Declan prepares a plate of chips and dips for Eric to try, and Eric does the same for Declan",1
dip,action_0,50,6,"They make a game out of guessing the ingredients in each dip, working together",1
dip,action_0,50,7,"Declan and Eric divide the chips and dips, each taking a portion to try on their own before the party",0
dip,action_0,75,0,Declan tries the chips and dips alone before the party,0
dip,action_0,75,1,Eric tries the chips and dips alone before the party,0
dip,action_0,75,2,They take turns choosing a chip and dip to try together,1
dip,action_0,75,3,They prepare a small plate with both chips and dips to share and taste together,1
dip,action_0,75,4,"Declan prepares a plate for himself and Eric prepares a separate plate for himself, then they share their opinions",1
dip,action_0,75,5,"They decide to taste the dips using the same chip, taking turns dipping",1
dip,action_0,75,6,"Neither of them tries the food, but they discuss the ingredients and recipes used",1
dip,action_0,75,7,"Declan tries one dip and Eric tries the other, then they swap",1
dip,action_0,75,8,"They both dip separate chips into the same dip at the same time, to compare reactions",1
dip,action_0,100,0,Declan tastes the dips and reports back to Eric,0
dip,action_0,100,1,"Eric and Declan taste the dips together, discussing their opinions",1
dip,action_0,100,2,"They decide to have a private snack together before the party, trying all the chips and dips",1
dip,action_0,100,3,Declan prepares a small plate of chips and dips for Eric to try alone,0
dip,action_0,100,4,"Eric and Declan take turns trying the different chip and dip combinations, giving each other feedback",1
dip,action_0,100,5,"Declan tries one dip and Eric tries the other, then they switch and compare",1
dip,action_0,100,6,They have a competition to see who can come up with the best chip and dip combination,1
dip,action_0,100,7,"Eric prepares a small sampling of chips and dips for himself, without offering any to Declan",0
dip,action_0,100,8,They make a joint decision to only try one type of chip and dip before the party,1
dip,action_1,0,0,"Declan prepares his own snack with one type of chip and dip, and Eric does the same separately",0
dip,action_1,0,1,"They take turns trying each dip and chip combination, with one person handling the snack preparation and the other observing",1
dip,action_1,0,2,"Declan prepares snacks for both of them, but keeps the dips and chips separate for each person",0
dip,action_1,0,3,"Eric tells Declan which dip and chip combinations to try, but doesn't participate in tasting",0
dip,action_1,0,4,They decide not to try the snacks at all and put them away for later,0
dip,action_1,0,5,"Declan and Eric make a new dip by combining the two, and share it with both types of chips",1
dip,action_1,0,6,One person prepares a snack and the other is not allowed to try it,0
dip,action_1,0,7,"They prepare the snacks together, but then eat in separate rooms",0
dip,action_1,0,8,"Declan and Eric have a blind taste test, where one person prepares the snacks and the other tries to guess the dip and chip combinations",1
dip,action_1,50,0,Declan prepares his own snacks and doesn't offer any to Eric,0
dip,action_1,50,1,Eric and Declan make their own separate plates with their own chosen dips and chips,0
dip,action_1,50,2,They decide to only serve one kind of chip and dip to avoid decision fatigue,1
dip,action_1,50,3,"Declan and Eric take turns tasting the dips and chips, with one person handling the tasting process while the other watches",1
dip,action_1,50,4,They sit down together and just talk about the different dips and chips without trying them,1
dip,action_1,50,5,Eric prepares all the snacks and brings them to Declan to try,1
dip,action_1,50,6,"Declan and Eric have a blind taste test, feeding each other the different dips and chips without knowing which is which",1
dip,action_1,50,7,They put all the dips and chips out and let their party guests decide what to try,1
dip,action_1,50,8,Declan or Eric eats all the snacks by themselves before the party starts,0
dip,action_1,50,9,They don't prepare any snacks at all and decide to order takeout instead,0
dip,action_1,75,0,Declan prepares his own snacks and doesn't offer any to Eric,0
dip,action_1,75,1,"Eric and Declan eat from separate plates, but sit together to discuss their preferences",0
dip,action_1,75,2,"They prepare the snacks together, but then Eric takes his portion to another room to eat alone",0
