subject_id,scenario_label,action_condition,reward_condition,stage,intimacy_rating
63728efe-8114-51f1-beeb-b4005b4381a1,gala,action_2,high,prior,57
63728efe-8114-51f1-beeb-b4005b4381a1,gala,action_2,high,posterior,52
63728efe-8114-51f1-beeb-b4005b4381a1,dip,action_1,high,prior,38
63728efe-8114-51f1-beeb-b4005b4381a1,dip,action_1,high,posterior,28
63728efe-8114-51f1-beeb-b4005b4381a1,hike,action_2,high,prior,56
63728efe-8114-51f1-beeb-b4005b4381a1,hike,action_2,high,posterior,65
63728efe-8114-51f1-beeb-b4005b4381a1,wedding,action_3,high,prior,64
63728efe-8114-51f1-beeb-b4005b4381a1,wedding,action_3,high,posterior,79
63728efe-8114-51f1-beeb-b4005b4381a1,fair,action_2,low,prior,56
63728efe-8114-51f1-beeb-b4005b4381a1,fair,action_2,low,posterior,61
63728efe-8114-51f1-beeb-b4005b4381a1,driving,action_2,low,prior,54
63728efe-8114-51f1-beeb-b4005b4381a1,driving,action_2,low,posterior,58
63728efe-8114-51f1-beeb-b4005b4381a1,brunch,action_0,high,prior,57
63728efe-8114-51f1-beeb-b4005b4381a1,brunch,action_0,high,posterior,41
63728efe-8114-51f1-beeb-b4005b4381a1,takeout,action_0,high,prior,41
63728efe-8114-51f1-beeb-b4005b4381a1,takeout,action_0,high,posterior,32
8e66eeb0-d6bd-5221-967f-55134cb1fa26,takeout,action_0,high,prior,37
8e66eeb0-d6bd-5221-967f-55134cb1fa26,takeout,action_0,high,posterior,15
8e66eeb0-d6bd-5221-967f-55134cb1fa26,wedding,action_3,high,prior,81
8e66eeb0-d6bd-5221-967f-55134cb1fa26,wedding,action_3,high,posterior,88
8e66eeb0-d6bd-5221-967f-55134cb1fa26,oysters,action_3,low,prior,59
8e66eeb0-d6bd-5221-967f-55134cb1fa26,oysters,action_3,low,posterior,97
8e66eeb0-d6bd-5221-967f-55134cb1fa26,fair,action_2,low,prior,69
8e66eeb0-d6bd-5221-967f-55134cb1fa26,fair,action_2,low,posterior,77
8e66eeb0-d6bd-5221-967f-55134cb1fa26,apples,action_1,low,prior,66
8e66eeb0-d6bd-5221-967f-55134cb1fa26,apples,action_1,low,posterior,67
8e66eeb0-d6bd-5221-967f-55134cb1fa26,brunch,action_0,high,prior,75
8e66eeb0-d6bd-5221-967f-55134cb1fa26,brunch,action_0,high,posterior,72
8e66eeb0-d6bd-5221-967f-55134cb1fa26,gala,action_2,high,prior,82
8e66eeb0-d6bd-5221-967f-55134cb1fa26,gala,action_2,high,posterior,69
8e66eeb0-d6bd-5221-967f-55134cb1fa26,driving,action_2,low,prior,67
8e66eeb0-d6bd-5221-967f-55134cb1fa26,driving,action_2,low,posterior,69
8e66eeb0-d6bd-5221-967f-55134cb1fa26,basketball,action_0,low,prior,72
8e66eeb0-d6bd-5221-967f-55134cb1fa26,basketball,action_0,low,posterior,71
8e66eeb0-d6bd-5221-967f-55134cb1fa26,drinks,action_1,high,prior,78
8e66eeb0-d6bd-5221-967f-55134cb1fa26,drinks,action_1,high,posterior,76
8e66eeb0-d6bd-5221-967f-55134cb1fa26,birthday,action_0,low,prior,77
8e66eeb0-d6bd-5221-967f-55134cb1fa26,birthday,action_0,low,posterior,72
8e66eeb0-d6bd-5221-967f-55134cb1fa26,hike,action_2,high,prior,80
8e66eeb0-d6bd-5221-967f-55134cb1fa26,hike,action_2,high,posterior,78
8e66eeb0-d6bd-5221-967f-55134cb1fa26,social,action_3,low,prior,55
8e66eeb0-d6bd-5221-967f-55134cb1fa26,social,action_3,low,posterior,94
8e66eeb0-d6bd-5221-967f-55134cb1fa26,soup,action_3,high,prior,75
8e66eeb0-d6bd-5221-967f-55134cb1fa26,soup,action_3,high,posterior,98
8e66eeb0-d6bd-5221-967f-55134cb1fa26,cooking,action_1,low,prior,78
8e66eeb0-d6bd-5221-967f-55134cb1fa26,cooking,action_1,low,posterior,76
8e66eeb0-d6bd-5221-967f-55134cb1fa26,dip,action_1,high,prior,81
8e66eeb0-d6bd-5221-967f-55134cb1fa26,dip,action_1,high,posterior,80
e448280c-3a36-57b4-9917-6763488d8423,cooking,action_1,low,prior,86
e448280c-3a36-57b4-9917-6763488d8423,cooking,action_1,low,posterior,95
e448280c-3a36-57b4-9917-6763488d8423,gala,action_2,high,prior,63
e448280c-3a36-57b4-9917-6763488d8423,gala,action_2,high,posterior,38
e448280c-3a36-57b4-9917-6763488d8423,drinks,action_1,high,prior,56
e448280c-3a36-57b4-9917-6763488d8423,drinks,action_1,high,posterior,22
e448280c-3a36-57b4-9917-6763488d8423,soup,action_3,high,prior,64
e448280c-3a36-57b4-9917-6763488d8423,soup,action_3,high,posterior,100
e448280c-3a36-57b4-9917-6763488d8423,wedding,action_3,high,prior,60
e448280c-3a36-57b4-9917-6763488d8423,wedding,action_3,high,posterior,77
e448280c-3a36-57b4-9917-6763488d8423,social,action_3,low,prior,57
e448280c-3a36-57b4-9917-6763488d8423,social,action_3,low,posterior,99
e448280c-3a36-57b4-9917-6763488d8423,fair,action_2,low,prior,51
e448280c-3a36-57b4-9917-6763488d8423,fair,action_2,low,posterior,85
e448280c-3a36-57b4-9917-6763488d8423,hike,action_2,high,prior,58
e448280c-3a36-57b4-9917-6763488d8423,hike,action_2,high,posterior,69
e448280c-3a36-57b4-9917-6763488d8423,birthday,action_0,low,prior,53
e448280c-3a36-57b4-9917-6763488d8423,birthday,action_0,low,posterior,31
e448280c-3a36-57b4-9917-6763488d8423,driving,action_2,low,prior,59
e448280c-3a36-57b4-9917-6763488d8423,driving,action_2,low,posterior,75
e448280c-3a36-57b4-9917-6763488d8423,brunch,action_0,high,prior,50
e448280c-3a36-57b4-9917-6763488d8423,brunch,action_0,high,posterior,0
e448280c-3a36-57b4-9917-6763488d8423,basketball,action_0,low,prior,71
e448280c-3a36-57b4-9917-6763488d8423,basketball,action_0,low,posterior,50
e448280c-3a36-57b4-9917-6763488d8423,apples,action_1,low,prior,50
e448280c-3a36-57b4-9917-6763488d8423,apples,action_1,low,posterior,57
e448280c-3a36-57b4-9917-6763488d8423,oysters,action_3,low,prior,55
e448280c-3a36-57b4-9917-6763488d8423,oysters,action_3,low,posterior,100
e448280c-3a36-57b4-9917-6763488d8423,takeout,action_0,high,prior,44
e448280c-3a36-57b4-9917-6763488d8423,takeout,action_0,high,posterior,0
e448280c-3a36-57b4-9917-6763488d8423,dip,action_1,high,prior,73
e448280c-3a36-57b4-9917-6763488d8423,dip,action_1,high,posterior,61
b8489637-5c0d-5499-8b61-31af4fc4597d,oysters,action_3,low,prior,60
b8489637-5c0d-5499-8b61-31af4fc4597d,oysters,action_3,low,posterior,100
b8489637-5c0d-5499-8b61-31af4fc4597d,drinks,action_1,high,prior,52
b8489637-5c0d-5499-8b61-31af4fc4597d,drinks,action_1,high,posterior,0
b8489637-5c0d-5499-8b61-31af4fc4597d,dip,action_1,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,dip,action_1,high,posterior,0
b8489637-5c0d-5499-8b61-31af4fc4597d,fair,action_2,low,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,fair,action_2,low,posterior,61
b8489637-5c0d-5499-8b61-31af4fc4597d,soup,action_3,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,soup,action_3,high,posterior,100
b8489637-5c0d-5499-8b61-31af4fc4597d,gala,action_2,high,prior,72
b8489637-5c0d-5499-8b61-31af4fc4597d,gala,action_2,high,posterior,72
b8489637-5c0d-5499-8b61-31af4fc4597d,takeout,action_0,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,takeout,action_0,high,posterior,28
b8489637-5c0d-5499-8b61-31af4fc4597d,hike,action_2,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,hike,action_2,high,posterior,28
b8489637-5c0d-5499-8b61-31af4fc4597d,apples,action_1,low,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,apples,action_1,low,posterior,28
b8489637-5c0d-5499-8b61-31af4fc4597d,birthday,action_0,low,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,birthday,action_0,low,posterior,0
b8489637-5c0d-5499-8b61-31af4fc4597d,basketball,action_0,low,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,basketball,action_0,low,posterior,0
b8489637-5c0d-5499-8b61-31af4fc4597d,driving,action_2,low,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,driving,action_2,low,posterior,76
b8489637-5c0d-5499-8b61-31af4fc4597d,brunch,action_0,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,brunch,action_0,high,posterior,0
b8489637-5c0d-5499-8b61-31af4fc4597d,social,action_3,low,prior,65
b8489637-5c0d-5499-8b61-31af4fc4597d,social,action_3,low,posterior,100
b8489637-5c0d-5499-8b61-31af4fc4597d,wedding,action_3,high,prior,50
b8489637-5c0d-5499-8b61-31af4fc4597d,wedding,action_3,high,posterior,75
b8489637-5c0d-5499-8b61-31af4fc4597d,cooking,action_1,low,prior,73
b8489637-5c0d-5499-8b61-31af4fc4597d,cooking,action_1,low,posterior,73
ce2900a4-9171-53dc-938d-8f3354682c38,fair,action_2,low,prior,87
ce2900a4-9171-53dc-938d-8f3354682c38,fair,action_2,low,posterior,77
ce2900a4-9171-53dc-938d-8f3354682c38,social,action_3,low,prior,61
ce2900a4-9171-53dc-938d-8f3354682c38,social,action_3,low,posterior,100
ce2900a4-9171-53dc-938d-8f3354682c38,dip,action_1,high,prior,60
ce2900a4-9171-53dc-938d-8f3354682c38,dip,action_1,high,posterior,45
ce2900a4-9171-53dc-938d-8f3354682c38,cooking,action_1,low,prior,63
ce2900a4-9171-53dc-938d-8f3354682c38,cooking,action_1,low,posterior,57
ce2900a4-9171-53dc-938d-8f3354682c38,takeout,action_0,high,prior,43
ce2900a4-9171-53dc-938d-8f3354682c38,takeout,action_0,high,posterior,11
ce2900a4-9171-53dc-938d-8f3354682c38,apples,action_1,low,prior,59
ce2900a4-9171-53dc-938d-8f3354682c38,apples,action_1,low,posterior,57
ce2900a4-9171-53dc-938d-8f3354682c38,birthday,action_0,low,prior,44
ce2900a4-9171-53dc-938d-8f3354682c38,birthday,action_0,low,posterior,38
ce2900a4-9171-53dc-938d-8f3354682c38,basketball,action_0,low,prior,35
ce2900a4-9171-53dc-938d-8f3354682c38,basketball,action_0,low,posterior,28
ce2900a4-9171-53dc-938d-8f3354682c38,drinks,action_1,high,prior,35
ce2900a4-9171-53dc-938d-8f3354682c38,drinks,action_1,high,posterior,42
ce2900a4-9171-53dc-938d-8f3354682c38,soup,action_3,high,prior,47
ce2900a4-9171-53dc-938d-8f3354682c38,soup,action_3,high,posterior,97
ce2900a4-9171-53dc-938d-8f3354682c38,oysters,action_3,low,prior,41
ce2900a4-9171-53dc-938d-8f3354682c38,oysters,action_3,low,posterior,46
ce2900a4-9171-53dc-938d-8f3354682c38,wedding,action_3,high,prior,59
ce2900a4-9171-53dc-938d-8f3354682c38,wedding,action_3,high,posterior,86
ce2900a4-9171-53dc-938d-8f3354682c38,gala,action_2,high,prior,57
ce2900a4-9171-53dc-938d-8f3354682c38,gala,action_2,high,posterior,61
ce2900a4-9171-53dc-938d-8f3354682c38,brunch,action_0,high,prior,58
ce2900a4-9171-53dc-938d-8f3354682c38,brunch,action_0,high,posterior,52
ce2900a4-9171-53dc-938d-8f3354682c38,driving,action_2,low,prior,65
ce2900a4-9171-53dc-938d-8f3354682c38,driving,action_2,low,posterior,63
ce2900a4-9171-53dc-938d-8f3354682c38,hike,action_2,high,prior,62
ce2900a4-9171-53dc-938d-8f3354682c38,hike,action_2,high,posterior,82
3e23a7f0-bd50-568d-a31b-39abd0f8352c,birthday,action_0,low,prior,62
3e23a7f0-bd50-568d-a31b-39abd0f8352c,birthday,action_0,low,posterior,44
3e23a7f0-bd50-568d-a31b-39abd0f8352c,fair,action_2,low,prior,80
3e23a7f0-bd50-568d-a31b-39abd0f8352c,fair,action_2,low,posterior,85
3e23a7f0-bd50-568d-a31b-39abd0f8352c,wedding,action_3,high,prior,68
3e23a7f0-bd50-568d-a31b-39abd0f8352c,wedding,action_3,high,posterior,87
3e23a7f0-bd50-568d-a31b-39abd0f8352c,soup,action_3,high,prior,81
3e23a7f0-bd50-568d-a31b-39abd0f8352c,soup,action_3,high,posterior,93
3e23a7f0-bd50-568d-a31b-39abd0f8352c,brunch,action_0,high,prior,67
3e23a7f0-bd50-568d-a31b-39abd0f8352c,brunch,action_0,high,posterior,60
3e23a7f0-bd50-568d-a31b-39abd0f8352c,takeout,action_0,high,prior,38
3e23a7f0-bd50-568d-a31b-39abd0f8352c,takeout,action_0,high,posterior,22
3e23a7f0-bd50-568d-a31b-39abd0f8352c,drinks,action_1,high,prior,76
3e23a7f0-bd50-568d-a31b-39abd0f8352c,drinks,action_1,high,posterior,56
3e23a7f0-bd50-568d-a31b-39abd0f8352c,cooking,action_1,low,prior,78
3e23a7f0-bd50-568d-a31b-39abd0f8352c,cooking,action_1,low,posterior,64
3e23a7f0-bd50-568d-a31b-39abd0f8352c,hike,action_2,high,prior,59
3e23a7f0-bd50-568d-a31b-39abd0f8352c,hike,action_2,high,posterior,65
3e23a7f0-bd50-568d-a31b-39abd0f8352c,oysters,action_3,low,prior,66
3e23a7f0-bd50-568d-a31b-39abd0f8352c,oysters,action_3,low,posterior,92
3e23a7f0-bd50-568d-a31b-39abd0f8352c,driving,action_2,low,prior,78
3e23a7f0-bd50-568d-a31b-39abd0f8352c,driving,action_2,low,posterior,87
3e23a7f0-bd50-568d-a31b-39abd0f8352c,gala,action_2,high,prior,73
3e23a7f0-bd50-568d-a31b-39abd0f8352c,gala,action_2,high,posterior,69
3e23a7f0-bd50-568d-a31b-39abd0f8352c,apples,action_1,low,prior,70
3e23a7f0-bd50-568d-a31b-39abd0f8352c,apples,action_1,low,posterior,59
3e23a7f0-bd50-568d-a31b-39abd0f8352c,basketball,action_0,low,prior,62
3e23a7f0-bd50-568d-a31b-39abd0f8352c,basketball,action_0,low,posterior,42
3e23a7f0-bd50-568d-a31b-39abd0f8352c,social,action_3,low,prior,69
3e23a7f0-bd50-568d-a31b-39abd0f8352c,social,action_3,low,posterior,96
3e23a7f0-bd50-568d-a31b-39abd0f8352c,dip,action_1,high,prior,81
3e23a7f0-bd50-568d-a31b-39abd0f8352c,dip,action_1,high,posterior,61
3a63536e-8fc4-5faf-be47-f6b46282490c,dip,action_1,high,prior,51
3a63536e-8fc4-5faf-be47-f6b46282490c,dip,action_1,high,posterior,51
3a63536e-8fc4-5faf-be47-f6b46282490c,cooking,action_1,low,prior,64
3a63536e-8fc4-5faf-be47-f6b46282490c,cooking,action_1,low,posterior,68
3a63536e-8fc4-5faf-be47-f6b46282490c,fair,action_2,low,prior,77
3a63536e-8fc4-5faf-be47-f6b46282490c,fair,action_2,low,posterior,83
3a63536e-8fc4-5faf-be47-f6b46282490c,oysters,action_3,low,prior,53
3a63536e-8fc4-5faf-be47-f6b46282490c,oysters,action_3,low,posterior,78
3a63536e-8fc4-5faf-be47-f6b46282490c,drinks,action_1,high,prior,28
3a63536e-8fc4-5faf-be47-f6b46282490c,drinks,action_1,high,posterior,44
3a63536e-8fc4-5faf-be47-f6b46282490c,apples,action_1,low,prior,54
3a63536e-8fc4-5faf-be47-f6b46282490c,apples,action_1,low,posterior,59
3a63536e-8fc4-5faf-be47-f6b46282490c,basketball,action_0,low,prior,53
3a63536e-8fc4-5faf-be47-f6b46282490c,basketball,action_0,low,posterior,50
3a63536e-8fc4-5faf-be47-f6b46282490c,driving,action_2,low,prior,64
3a63536e-8fc4-5faf-be47-f6b46282490c,driving,action_2,low,posterior,61
3a63536e-8fc4-5faf-be47-f6b46282490c,gala,action_2,high,prior,55
3a63536e-8fc4-5faf-be47-f6b46282490c,gala,action_2,high,posterior,61
3a63536e-8fc4-5faf-be47-f6b46282490c,wedding,action_3,high,prior,38
3a63536e-8fc4-5faf-be47-f6b46282490c,wedding,action_3,high,posterior,61
3a63536e-8fc4-5faf-be47-f6b46282490c,birthday,action_0,low,prior,47
3a63536e-8fc4-5faf-be47-f6b46282490c,birthday,action_0,low,posterior,32
3a63536e-8fc4-5faf-be47-f6b46282490c,soup,action_3,high,prior,58
3a63536e-8fc4-5faf-be47-f6b46282490c,soup,action_3,high,posterior,78
3a63536e-8fc4-5faf-be47-f6b46282490c,takeout,action_0,high,prior,60
3a63536e-8fc4-5faf-be47-f6b46282490c,takeout,action_0,high,posterior,53
3a63536e-8fc4-5faf-be47-f6b46282490c,social,action_3,low,prior,37
3a63536e-8fc4-5faf-be47-f6b46282490c,social,action_3,low,posterior,75
3a63536e-8fc4-5faf-be47-f6b46282490c,hike,action_2,high,prior,64
3a63536e-8fc4-5faf-be47-f6b46282490c,hike,action_2,high,posterior,78
3a63536e-8fc4-5faf-be47-f6b46282490c,brunch,action_0,high,prior,61
3a63536e-8fc4-5faf-be47-f6b46282490c,brunch,action_0,high,posterior,56
f723a3b4-de1c-5e9a-8e03-8fb691444310,soup,action_3,high,prior,65
f723a3b4-de1c-5e9a-8e03-8fb691444310,soup,action_3,high,posterior,87
f723a3b4-de1c-5e9a-8e03-8fb691444310,social,action_3,low,prior,25
f723a3b4-de1c-5e9a-8e03-8fb691444310,social,action_3,low,posterior,100
f723a3b4-de1c-5e9a-8e03-8fb691444310,dip,action_1,high,prior,60
f723a3b4-de1c-5e9a-8e03-8fb691444310,dip,action_1,high,posterior,38
f723a3b4-de1c-5e9a-8e03-8fb691444310,basketball,action_0,low,prior,53
f723a3b4-de1c-5e9a-8e03-8fb691444310,basketball,action_0,low,posterior,40
f723a3b4-de1c-5e9a-8e03-8fb691444310,takeout,action_0,high,prior,43
f723a3b4-de1c-5e9a-8e03-8fb691444310,takeout,action_0,high,posterior,26
f723a3b4-de1c-5e9a-8e03-8fb691444310,driving,action_2,low,prior,63
f723a3b4-de1c-5e9a-8e03-8fb691444310,driving,action_2,low,posterior,87
f723a3b4-de1c-5e9a-8e03-8fb691444310,drinks,action_1,high,prior,70
f723a3b4-de1c-5e9a-8e03-8fb691444310,drinks,action_1,high,posterior,55
f723a3b4-de1c-5e9a-8e03-8fb691444310,birthday,action_0,low,prior,54
f723a3b4-de1c-5e9a-8e03-8fb691444310,birthday,action_0,low,posterior,38
f723a3b4-de1c-5e9a-8e03-8fb691444310,oysters,action_3,low,prior,60
f723a3b4-de1c-5e9a-8e03-8fb691444310,oysters,action_3,low,posterior,86
f723a3b4-de1c-5e9a-8e03-8fb691444310,gala,action_2,high,prior,70
f723a3b4-de1c-5e9a-8e03-8fb691444310,gala,action_2,high,posterior,71
f723a3b4-de1c-5e9a-8e03-8fb691444310,apples,action_1,low,prior,62
f723a3b4-de1c-5e9a-8e03-8fb691444310,apples,action_1,low,posterior,59
f723a3b4-de1c-5e9a-8e03-8fb691444310,wedding,action_3,high,prior,47
f723a3b4-de1c-5e9a-8e03-8fb691444310,wedding,action_3,high,posterior,66
f723a3b4-de1c-5e9a-8e03-8fb691444310,cooking,action_1,low,prior,64
f723a3b4-de1c-5e9a-8e03-8fb691444310,cooking,action_1,low,posterior,60
f723a3b4-de1c-5e9a-8e03-8fb691444310,fair,action_2,low,prior,56
f723a3b4-de1c-5e9a-8e03-8fb691444310,fair,action_2,low,posterior,70
f723a3b4-de1c-5e9a-8e03-8fb691444310,brunch,action_0,high,prior,71
f723a3b4-de1c-5e9a-8e03-8fb691444310,brunch,action_0,high,posterior,39
f723a3b4-de1c-5e9a-8e03-8fb691444310,hike,action_2,high,prior,63
f723a3b4-de1c-5e9a-8e03-8fb691444310,hike,action_2,high,posterior,56
844a753a-cbe4-50b9-99e2-69fa60b788e8,fair,action_2,low,prior,75
844a753a-cbe4-50b9-99e2-69fa60b788e8,fair,action_2,low,posterior,93
844a753a-cbe4-50b9-99e2-69fa60b788e8,cooking,action_1,low,prior,77
844a753a-cbe4-50b9-99e2-69fa60b788e8,cooking,action_1,low,posterior,76
844a753a-cbe4-50b9-99e2-69fa60b788e8,dip,action_1,high,prior,64
844a753a-cbe4-50b9-99e2-69fa60b788e8,dip,action_1,high,posterior,61
844a753a-cbe4-50b9-99e2-69fa60b788e8,apples,action_1,low,prior,59
844a753a-cbe4-50b9-99e2-69fa60b788e8,apples,action_1,low,posterior,63
844a753a-cbe4-50b9-99e2-69fa60b788e8,brunch,action_0,high,prior,78
844a753a-cbe4-50b9-99e2-69fa60b788e8,brunch,action_0,high,posterior,59
844a753a-cbe4-50b9-99e2-69fa60b788e8,oysters,action_3,low,prior,56
844a753a-cbe4-50b9-99e2-69fa60b788e8,oysters,action_3,low,posterior,100
844a753a-cbe4-50b9-99e2-69fa60b788e8,hike,action_2,high,prior,74
844a753a-cbe4-50b9-99e2-69fa60b788e8,hike,action_2,high,posterior,86
844a753a-cbe4-50b9-99e2-69fa60b788e8,takeout,action_0,high,prior,52
844a753a-cbe4-50b9-99e2-69fa60b788e8,takeout,action_0,high,posterior,18
844a753a-cbe4-50b9-99e2-69fa60b788e8,birthday,action_0,low,prior,50
844a753a-cbe4-50b9-99e2-69fa60b788e8,birthday,action_0,low,posterior,50
844a753a-cbe4-50b9-99e2-69fa60b788e8,drinks,action_1,high,prior,68
844a753a-cbe4-50b9-99e2-69fa60b788e8,drinks,action_1,high,posterior,54
844a753a-cbe4-50b9-99e2-69fa60b788e8,wedding,action_3,high,prior,66
844a753a-cbe4-50b9-99e2-69fa60b788e8,wedding,action_3,high,posterior,96
844a753a-cbe4-50b9-99e2-69fa60b788e8,gala,action_2,high,prior,77
844a753a-cbe4-50b9-99e2-69fa60b788e8,gala,action_2,high,posterior,89
844a753a-cbe4-50b9-99e2-69fa60b788e8,social,action_3,low,prior,58
844a753a-cbe4-50b9-99e2-69fa60b788e8,social,action_3,low,posterior,100
844a753a-cbe4-50b9-99e2-69fa60b788e8,basketball,action_0,low,prior,76
844a753a-cbe4-50b9-99e2-69fa60b788e8,basketball,action_0,low,posterior,73
844a753a-cbe4-50b9-99e2-69fa60b788e8,driving,action_2,low,prior,57
844a753a-cbe4-50b9-99e2-69fa60b788e8,driving,action_2,low,posterior,88
844a753a-cbe4-50b9-99e2-69fa60b788e8,soup,action_3,high,prior,80
844a753a-cbe4-50b9-99e2-69fa60b788e8,soup,action_3,high,posterior,94
e94617cd-ab75-5670-939c-90764ad72523,oysters,action_3,low,prior,66
e94617cd-ab75-5670-939c-90764ad72523,oysters,action_3,low,posterior,71
e94617cd-ab75-5670-939c-90764ad72523,soup,action_3,high,prior,69
e94617cd-ab75-5670-939c-90764ad72523,soup,action_3,high,posterior,79
e94617cd-ab75-5670-939c-90764ad72523,drinks,action_1,high,prior,53
e94617cd-ab75-5670-939c-90764ad72523,drinks,action_1,high,posterior,37
e94617cd-ab75-5670-939c-90764ad72523,fair,action_2,low,prior,71
e94617cd-ab75-5670-939c-90764ad72523,fair,action_2,low,posterior,89
e94617cd-ab75-5670-939c-90764ad72523,apples,action_1,low,prior,65
e94617cd-ab75-5670-939c-90764ad72523,apples,action_1,low,posterior,68
e94617cd-ab75-5670-939c-90764ad72523,birthday,action_0,low,prior,50
e94617cd-ab75-5670-939c-90764ad72523,birthday,action_0,low,posterior,47
e94617cd-ab75-5670-939c-90764ad72523,basketball,action_0,low,prior,53
e94617cd-ab75-5670-939c-90764ad72523,basketball,action_0,low,posterior,45
e94617cd-ab75-5670-939c-90764ad72523,cooking,action_1,low,prior,61
e94617cd-ab75-5670-939c-90764ad72523,cooking,action_1,low,posterior,71
e94617cd-ab75-5670-939c-90764ad72523,dip,action_1,high,prior,66
e94617cd-ab75-5670-939c-90764ad72523,dip,action_1,high,posterior,61
e94617cd-ab75-5670-939c-90764ad72523,hike,action_2,high,prior,61
e94617cd-ab75-5670-939c-90764ad72523,hike,action_2,high,posterior,67
e94617cd-ab75-5670-939c-90764ad72523,takeout,action_0,high,prior,46
e94617cd-ab75-5670-939c-90764ad72523,takeout,action_0,high,posterior,16
e94617cd-ab75-5670-939c-90764ad72523,social,action_3,low,prior,54
e94617cd-ab75-5670-939c-90764ad72523,social,action_3,low,posterior,74
e94617cd-ab75-5670-939c-90764ad72523,gala,action_2,high,prior,57
e94617cd-ab75-5670-939c-90764ad72523,gala,action_2,high,posterior,41
e94617cd-ab75-5670-939c-90764ad72523,wedding,action_3,high,prior,18
e94617cd-ab75-5670-939c-90764ad72523,wedding,action_3,high,posterior,73
e94617cd-ab75-5670-939c-90764ad72523,driving,action_2,low,prior,62
e94617cd-ab75-5670-939c-90764ad72523,driving,action_2,low,posterior,62
e94617cd-ab75-5670-939c-90764ad72523,brunch,action_0,high,prior,71
e94617cd-ab75-5670-939c-90764ad72523,brunch,action_0,high,posterior,10
ebd4e293-97c2-51cc-ad7f-131291832833,cooking,action_1,low,prior,50
ebd4e293-97c2-51cc-ad7f-131291832833,cooking,action_1,low,posterior,54
ebd4e293-97c2-51cc-ad7f-131291832833,brunch,action_0,high,prior,62
ebd4e293-97c2-51cc-ad7f-131291832833,brunch,action_0,high,posterior,53
ebd4e293-97c2-51cc-ad7f-131291832833,oysters,action_3,low,prior,79
ebd4e293-97c2-51cc-ad7f-131291832833,oysters,action_3,low,posterior,100
ebd4e293-97c2-51cc-ad7f-131291832833,basketball,action_0,low,prior,24
ebd4e293-97c2-51cc-ad7f-131291832833,basketball,action_0,low,posterior,20
ebd4e293-97c2-51cc-ad7f-131291832833,fair,action_2,low,prior,53
ebd4e293-97c2-51cc-ad7f-131291832833,fair,action_2,low,posterior,91
ebd4e293-97c2-51cc-ad7f-131291832833,wedding,action_3,high,prior,51
ebd4e293-97c2-51cc-ad7f-131291832833,wedding,action_3,high,posterior,83
ebd4e293-97c2-51cc-ad7f-131291832833,apples,action_1,low,prior,4
ebd4e293-97c2-51cc-ad7f-131291832833,apples,action_1,low,posterior,24
ebd4e293-97c2-51cc-ad7f-131291832833,birthday,action_0,low,prior,5
ebd4e293-97c2-51cc-ad7f-131291832833,birthday,action_0,low,posterior,4
ebd4e293-97c2-51cc-ad7f-131291832833,takeout,action_0,high,prior,5
ebd4e293-97c2-51cc-ad7f-131291832833,takeout,action_0,high,posterior,1
ebd4e293-97c2-51cc-ad7f-131291832833,driving,action_2,low,prior,50
ebd4e293-97c2-51cc-ad7f-131291832833,driving,action_2,low,posterior,56
ebd4e293-97c2-51cc-ad7f-131291832833,dip,action_1,high,prior,57
ebd4e293-97c2-51cc-ad7f-131291832833,dip,action_1,high,posterior,50
ebd4e293-97c2-51cc-ad7f-131291832833,gala,action_2,high,prior,67
ebd4e293-97c2-51cc-ad7f-131291832833,gala,action_2,high,posterior,51
ebd4e293-97c2-51cc-ad7f-131291832833,soup,action_3,high,prior,54
ebd4e293-97c2-51cc-ad7f-131291832833,soup,action_3,high,posterior,83
ebd4e293-97c2-51cc-ad7f-131291832833,hike,action_2,high,prior,31
ebd4e293-97c2-51cc-ad7f-131291832833,hike,action_2,high,posterior,58
ebd4e293-97c2-51cc-ad7f-131291832833,drinks,action_1,high,prior,47
ebd4e293-97c2-51cc-ad7f-131291832833,drinks,action_1,high,posterior,26
ebd4e293-97c2-51cc-ad7f-131291832833,social,action_3,low,prior,38
ebd4e293-97c2-51cc-ad7f-131291832833,social,action_3,low,posterior,100
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,birthday,action_0,low,prior,74
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,birthday,action_0,low,posterior,0
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,driving,action_2,low,prior,67
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,driving,action_2,low,posterior,95
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,soup,action_3,high,prior,43
b1c424dc-1843-5f12-9dcf-6fd63f41e7a1,soup,action_3,high,posterior,100
